"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SANTA (000)",144012,4901,132,26634,54457,9531,14532,11262,22563
"Agric., ganadería, caza y silvicultura (001)",17856,1534,25,7647,6692,485,495,411,567
"Pesca (002)",5238,83,7,830,2558,347,464,357,592
"Explotación de minas y canteras (003)",337,8,,60,109,31,41,28,60
"Industrias manufactureras (004)",17414,494,14,2972,7822,1243,1984,1160,1725
"Suministro de electricidad, gas y agua (005)",488,6,,40,157,46,89,48,102
"Construcción (006)",9941,197,12,1785,4793,699,814,669,972
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",32462,1311,29,6185,12594,2393,3610,2790,3550
"Venta, mant.y rep. veh.autom.y motoc. (008)",3892,36,1,431,1497,380,764,287,496
"Comercio al por mayor (009)",1529,22,2,137,576,136,213,172,271
"Comercio al por menor (010)",27041,1253,26,5617,10521,1877,2633,2331,2783
"Hoteles y restaurantes (011)",7734,401,13,1747,3209,555,584,673,552
"Trans., almac. y comunicaciones (012)",14181,174,7,2088,6979,1122,1236,1327,1248
"Intermediación financiera (013)",737,,,6,95,51,79,166,340
"Activid.inmobil., empres. y de alquiler (014)",9603,67,2,572,2627,824,1220,1208,3083
"Admin.pub. y defensa; p. segur.soc.afil (015)",3974,48,,182,962,227,809,459,1287
"Enseñanza (016)",8559,4,3,33,497,408,1439,754,5421
"Servicios sociales y de salud (017)",3212,17,2,69,352,152,638,238,1744
"Otras activ. serv.comun.soc y personales (018)",5165,211,8,811,1980,438,545,512,660
"Hogares privados con servicio doméstico (019)",3164,221,8,880,1426,206,141,159,123
"Organiz. y organos extraterritoriales (020)",2,,,,1,,,,1
"Actividad economica no especificada (021)",3945,125,2,727,1604,304,344,303,536
"Hombres (022)",95127,2252,82,18132,39188,6358,8948,7232,12935
"Agric., ganadería, caza y silvicultura (023)",15402,1076,22,6549,6054,425,417,365,494
"Pesca (024)",4902,66,6,782,2444,332,432,327,513
"Explotación de minas y canteras (025)",326,8,,59,107,31,40,27,54
"Industrias manufactureras (026)",12371,206,6,1947,5671,911,1512,850,1268
"Suministro de electricidad, gas y agua (027)",435,6,,40,144,42,77,39,87
"Construcción (028)",9688,190,12,1762,4714,683,788,643,896
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",17040,303,14,2940,6959,1322,1993,1513,1996
"Venta, mant.y rep. veh.autom.y motoc. (030)",3685,35,1,418,1433,360,725,255,458
"Comercio al por mayor (031)",976,6,2,89,394,82,131,106,166
"Comercio al por menor (032)",12379,262,11,2433,5132,880,1137,1152,1372
"Hoteles y restaurantes (033)",2160,39,4,408,942,174,166,235,192
"Trans., almac. y comunicaciones (034)",12808,157,6,2027,6440,962,1035,1128,1053
"Intermediación financiera (035)",406,,,4,67,24,40,93,178
"Activid.inmobil., empres. y de alquiler (036)",6977,51,2,500,2221,601,790,826,1986
"Admin.pub. y defensa; p. segur.soc.afil (037)",2703,27,,140,748,158,536,306,788
"Enseñanza (038)",3243,2,3,23,213,161,521,299,2021
"Servicios sociales y de salud (039)",1089,4,,17,121,47,149,86,665
