"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SAN MIGUEL (000)",14924,13096,764,229,835
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",45,,4,1,40
"Profes., científicos e intelectuales (002)",973,295,244,105,329
"Técnicos de nivel medio y trab. asimilados (003)",152,68,12,11,61
"Jefes y empleados de oficina (004)",158,19,13,10,116
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",588,547,19,5,17
"Agricult.trabaj.calif.agrop.y pesqueros (006)",6775,6591,181,1,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",481,442,18,9,12
"Obreros construc.,conf.,papel, fab., instr. (008)",362,239,57,28,38
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",4952,4547,203,55,147
"Otra (010)",57,,,,57
"Ocupación no especificada (011)",381,348,13,4,16
"Hombres (012)",12483,11135,602,174,572
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",38,,2,1,35
"Profes., científicos e intelectuales (014)",526,152,143,62,169
"Técnicos de nivel medio y trab. asimilados (015)",104,54,8,10,32
"Jefes y empleados de oficina (016)",95,12,9,3,71
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",297,271,8,4,14
"Agricult.trabaj.calif.agrop.y pesqueros (018)",6467,6293,171,1,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",294,259,15,9,11
"Obreros construc.,conf.,papel, fab., instr. (020)",348,225,57,28,38
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",4108,3739,181,53,135
"Otra (022)",57,,,,57
"Ocupación no especificada (023)",149,130,8,3,8
"Mujeres (024)",2441,1961,162,55,263
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",7,,2,,5
"Profes., científicos e intelectuales (026)",447,143,101,43,160
"Técnicos de nivel medio y trab. asimilados (027)",48,14,4,1,29
"Jefes y empleados de oficina (028)",63,7,4,7,45
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",291,276,11,1,3
"Agricult.trabaj.calif.agrop.y pesqueros (030)",308,298,10,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",187,183,3,,1
"Obreros construc.,conf.,papel, fab., instr. (032)",14,14,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",844,808,22,2,12
