"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia EL DORADO (000)",30962,1833,4027,4525,3340,5582,4421,5845,1389
"Sin nivel (001)",4755,1833,563,74,77,226,311,1095,576
"Educación inicial (002)",671,,616,19,4,18,14,,
"Primaria (003)",18390,,2848,3420,1499,3301,2815,3756,751
"Secundaria (004)",6162,,,1012,1719,1735,950,698,48
"Superior no univ. incompleto (005)",228,,,,26,101,59,41,1
"Superior no univ. completo (006)",387,,,,,95,155,132,5
"Superior univ. incompleto (007)",116,,,,15,34,24,40,3
"Superior univ. completo (008)",253,,,,,72,93,83,5
"Hombres (010)",16598,905,2060,2417,1809,2993,2436,3254,724
"Sin nivel (011)",1947,905,307,35,32,81,100,297,190
"Educación inicial (012)",347,,322,13,1,5,6,,
"Primaria (013)",10019,,1431,1836,788,1685,1533,2255,491
"Secundaria (014)",3693,,,533,968,1048,611,499,34
"Superior no univ. incompleto (015)",144,,,,12,61,38,32,1
"Superior no univ. completo (016)",225,,,,,56,81,85,3
"Superior univ. incompleto (017)",69,,,,8,19,14,26,2
"Superior univ. completo (018)",154,,,,,38,53,60,3
"Mujeres (020)",14364,928,1967,2108,1531,2589,1985,2591,665
"Sin nivel (021)",2808,928,256,39,45,145,211,798,386
"Educación inicial (022)",324,,294,6,3,13,8,,
"Primaria (023)",8371,,1417,1584,711,1616,1282,1501,260
"Secundaria (024)",2469,,,479,751,687,339,199,14
"Superior no univ. incompleto (025)",84,,,,14,40,21,9,
"Superior no univ. completo (026)",162,,,,,39,74,47,2
"Superior univ. incompleto (027)",47,,,,7,15,10,14,1
"Superior univ. completo (028)",99,,,,,34,40,23,2
,,,,,,,,,
"URBANA (030)",12200,603,1432,1770,1308,2018,1823,2605,641
"Sin nivel (031)",1318,603,96,16,13,45,53,290,202
"Educación inicial (032)",270,,262,5,,1,2,,
"Primaria (033)",6427,,1074,1159,387,874,958,1574,401
"Secundaria (034)",3422,,,590,872,885,570,476,29
"Superior no univ. incompleto (035)",158,,,,23,60,40,34,1
"Superior no univ. completo (036)",309,,,,,70,116,119,4
"Superior univ. incompleto (037)",94,,,,13,28,17,35,1
"Superior univ. completo (038)",202,,,,,55,67,77,3
"Hombres (040)",6339,280,727,926,677,1034,950,1431,314
"Sin nivel (041)",505,280,50,6,8,17,16,63,65
"Educación inicial (042)",149,,143,4,,1,1,,
"Primaria (043)",3289,,534,621,196,378,462,875,223
"Secundaria (044)",1951,,,295,457,524,340,315,20
"Superior no univ. incompleto (045)",97,,,,10,33,28,25,1
"Superior no univ. completo (046)",175,,,,,39,57,76,3
"Superior univ. incompleto (047)",51,,,,6,15,8,22,
"Superior univ. completo (048)",122,,,,,27,38,55,2
"Mujeres (050)",5861,323,705,844,631,984,873,1174,327
"Sin nivel (051)",813,323,46,10,5,28,37,227,137
"Educación inicial (052)",121,,119,1,,,1,,
"Primaria (053)",3138,,540,538,191,496,496,699,178
"Secundaria (054)",1471,,,295,415,361,230,161,9
"Superior no univ. incompleto (055)",61,,,,13,27,12,9,
"Superior no univ. completo (056)",134,,,,,31,59,43,1
"Superior univ. incompleto (057)",43,,,,7,13,9,13,1
"Superior univ. completo (058)",80,,,,,28,29,22,1
,,,,,,,,,
"RURAL (060)",18762,1230,2595,2755,2032,3564,2598,3240,748
"Sin nivel (061)",3437,1230,467,58,64,181,258,805,374
"Educación inicial (062)",401,,354,14,4,17,12,,
"Primaria (063)",11963,,1774,2261,1112,2427,1857,2182,350
"Secundaria (064)",2740,,,422,847,850,380,222,19
"Superior no univ. incompleto (065)",70,,,,3,41,19,7,
"Superior no univ. completo (066)",78,,,,,25,39,13,1
"Superior univ. incompleto (067)",22,,,,2,6,7,5,2
"Superior univ. completo (068)",51,,,,,17,26,6,2
"Hombres (070)",10259,625,1333,1491,1132,1959,1486,1823,410
"Sin nivel (071)",1442,625,257,29,24,64,84,234,125
"Educación inicial (072)",198,,179,9,1,4,5,,
"Primaria (073)",6730,,897,1215,592,1307,1071,1380,268
"Secundaria (074)",1742,,,238,511,524,271,184,14
"Superior no univ. incompleto (075)",47,,,,2,28,10,7,
"Superior no univ. completo (076)",50,,,,,17,24,9,
"Superior univ. incompleto (077)",18,,,,2,4,6,4,2
"Superior univ. completo (078)",32,,,,,11,15,5,1
"Mujeres (080)",8503,605,1262,1264,900,1605,1112,1417,338
"Sin nivel (081)",1995,605,210,29,40,117,174,571,249
"Educación inicial (082)",203,,175,5,3,13,7,,
"Primaria (083)",5233,,877,1046,520,1120,786,802,82
"Secundaria (084)",998,,,184,336,326,109,38,5
"Superior no univ. incompleto (085)",23,,,,1,13,9,,
"Superior no univ. completo (086)",28,,,,,8,15,4,1
"Superior univ. incompleto (087)",4,,,,,2,1,1,
"Superior univ. completo (088)",19,,,,,6,11,1,1
