"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Venta, mant.y rep. veh.autom.y motoc. (052)",4,,,1,,2,,1,,,,
"Comercio al por mayor (053)",8,,,,,8,,,,,,
"Comercio al por menor (054)",520,,,3,,398,,,,119,,
"Hoteles y restaurantes (055)",176,,,2,,89,,,,85,,
"Trans., almac. y comunicaciones (056)",10,,,,1,,,,6,3,,
"Intermediación financiera (057)",2,,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",44,,11,5,21,,,,,7,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",62,2,4,1,39,,,,,15,1,
"Enseñanza (060)",378,,370,1,3,,,,,4,,
"Servicios sociales y de salud (061)",80,,36,33,4,,,,,7,,
"Otras activ. serv.comun.soc y personales (062)",40,,,5,1,7,,,,27,,
"Hogares privados con servicio doméstico (063)",151,,,,,1,,,,150,,
"Actividad economica no especificada (065)",375,,,,5,,,,,,,370
,,,,,,,,,,,,
"URBANA (066)",7756,14,936,140,166,778,1916,304,343,2644,23,492
"Agric., ganadería, caza y silvicultura (067)",3857,,8,1,,,1915,,2,1931,,
"Pesca (068)",1,,,,,,1,,,,,
"Explotación de minas y canteras (069)",139,,6,3,3,,,81,5,41,,
"Industrias manufactureras (070)",175,,2,3,3,,,158,9,,,
"Suministro de electricidad, gas y agua (071)",7,,1,,2,,,1,1,2,,
"Construcción (072)",248,,6,5,3,,,5,128,101,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",923,,,12,,645,,59,2,205,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",60,,,4,,6,,47,2,1,,
"Comercio al por mayor (075)",20,,,,,20,,,,,,
"Comercio al por menor (076)",843,,,8,,619,,12,,204,,
"Hoteles y restaurantes (077)",220,,1,6,,107,,,,106,,
"Trans., almac. y comunicaciones (078)",214,,1,1,5,,,,189,18,,
"Intermediación financiera (079)",1,,1,,,,,,,,,
"Activid.inmobil., empres. y alquileres (080)",160,,62,31,45,9,,,1,12,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",186,10,17,6,79,9,,,5,37,23,
"Enseñanza (082)",791,4,765,2,12,,,,,8,,
"Servicios sociales y de salud (083)",108,,55,39,5,,,,,9,,
"Otras activ. serv.comun.soc y personales (084)",82,,11,31,4,7,,,1,28,,
"Hogares privados con servicio doméstico (085)",147,,,,,1,,,,146,,
"Actividad economica no especificada (087)",497,,,,5,,,,,,,492
"Hombres (088)",5540,12,581,96,99,333,1675,261,333,1878,22,250
"Agric., ganadería, caza y silvicultura (089)",3207,,8,,,,1674,,2,1523,,
"Pesca (090)",1,,,,,,1,,,,,
"Explotación de minas y canteras (091)",138,,6,3,3,,,80,5,41,,
"Industrias manufactureras (092)",127,,2,2,1,,,116,6,,,
"Suministro de electricidad, gas y agua (093)",7,,1,,2,,,1,1,2,,
"Construcción (094)",243,,6,5,3,,,5,127,97,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",460,,,8,,280,,59,2,111,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",57,,,3,,4,,47,2,1,,
"Comercio al por mayor (097)",12,,,,,12,,,,,,
"Comercio al por menor (098)",391,,,5,,264,,12,,110,,
"Hoteles y restaurantes (099)",70,,1,4,,33,,,,32,,
"Trans., almac. y comunicaciones (100)",205,,1,1,4,,,,183,16,,
"Intermediación financiera (101)",1,,1,,,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",119,,51,27,26,9,,,1,5,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",130,8,14,5,44,9,,,5,23,22,
"Enseñanza (104)",473,4,451,1,10,,,,,7,,
"Servicios sociales y de salud (105)",46,,28,13,2,,,,,3,,
"Otras activ. serv.comun.soc y personales (106)",50,,11,27,3,2,,,1,6,,
"Hogares privados con servicio doméstico (107)",12,,,,,,,,,12,,
"Actividad economica no especificada (109)",251,,,,1,,,,,,,250
"Mujeres (110)",2216,2,355,44,67,445,241,43,10,766,1,242
"Agric., ganadería, caza y silvicultura (111)",650,,,1,,,241,,,408,,
"Explotación de minas y canteras (113)",1,,,,,,,1,,,,
"Industrias manufactureras (114)",48,,,1,2,,,42,3,,,
"Construcción (116)",5,,,,,,,,1,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",463,,,4,,365,,,,94,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",3,,,1,,2,,,,,,
"Comercio al por mayor (119)",8,,,,,8,,,,,,
"Comercio al por menor (120)",452,,,3,,355,,,,94,,
"Hoteles y restaurantes (121)",150,,,2,,74,,,,74,,
"Trans., almac. y comunicaciones (122)",9,,,,1,,,,6,2,,
"Activid.inmobil., empres. y alquileres (124)",41,,11,4,19,,,,,7,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",56,2,3,1,35,,,,,14,1,
"Enseñanza (126)",318,,314,1,2,,,,,1,,
"Servicios sociales y de salud (127)",62,,27,26,3,,,,,6,,
"Otras activ. serv.comun.soc y personales (128)",32,,,4,1,5,,,,22,,
"Hogares privados con servicio doméstico (129)",135,,,,,1,,,,134,,
"Actividad economica no especificada (131)",246,,,,4,,,,,,,242
,,,,,,,,,,,,
"RURAL (132)",4413,1,177,30,33,136,2180,60,95,1452,,249
"Agric., ganadería, caza y silvicultura (133)",3485,,4,1,,,2178,,1,1301,,
"Pesca (134)",2,,,,,,2,,,,,
"Explotación de minas y canteras (135)",30,,,,1,,,24,,5,,
"Industrias manufactureras (136)",26,,2,,,,,23,1,,,
"Suministro de electricidad, gas y agua (137)",4,,1,1,1,,,,,1,,
"Construcción (138)",56,,1,,,,,1,39,15,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",181,,,2,,113,,11,,55,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",10,,,,,1,,9,,,,
"Comercio al por mayor (141)",2,,,,,2,,,,,,
"Comercio al por menor (142)",169,,,2,,110,,2,,55,,
"Hoteles y restaurantes (143)",34,,,,,19,,,,15,,
"Trans., almac. y comunicaciones (144)",64,,,,1,,,,50,13,,
"Intermediación financiera (145)",2,,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",20,,4,4,8,1,,1,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",34,1,3,1,14,1,,,2,12,,
"Enseñanza (148)",152,,145,,3,,,,,4,,
"Servicios sociales y de salud (149)",34,,15,15,1,,,,1,2,,
"Otras activ. serv.comun.soc y personales (150)",17,,2,6,,2,,,,7,,
"Hogares privados con servicio doméstico (151)",21,,,,,,,,,21,,
"Actividad economica no especificada (153)",251,,,,2,,,,,,,249
"Hombres (154)",3477,1,111,21,22,76,1964,53,94,1014,,121
"Agric., ganadería, caza y silvicultura (155)",2894,,4,1,,,1962,,1,926,,
"Pesca (156)",2,,,,,,2,,,,,
"Explotación de minas y canteras (157)",29,,,,1,,,23,,5,,
"Industrias manufactureras (158)",21,,2,,,,,18,1,,,
"Suministro de electricidad, gas y agua (159)",4,,1,1,1,,,,,1,,
"Construcción (160)",55,,1,,,,,1,38,15,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",112,,,2,,70,,10,,30,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",9,,,,,1,,8,,,,
"Comercio al por mayor (163)",2,,,,,2,,,,,,
"Comercio al por menor (164)",101,,,2,,67,,2,,30,,
"Hoteles y restaurantes (165)",8,,,,,4,,,,4,,
"Trans., almac. y comunicaciones (166)",63,,,,1,,,,50,12,,
"Activid.inmobil., empres. y alquileres (168)",17,,4,3,6,1,,1,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",28,1,2,1,10,1,,,2,11,,
"Enseñanza (170)",92,,89,,2,,,,,1,,
"Servicios sociales y de salud (171)",16,,6,8,,,,,1,1,,
"Otras activ. serv.comun.soc y personales (172)",9,,2,5,,,,,,2,,
"Hogares privados con servicio doméstico (173)",5,,,,,,,,,5,,
"Actividad economica no especificada (175)",122,,,,1,,,,,,,121
"Mujeres (176)",936,,66,9,11,60,216,7,1,438,,128
"Agric., ganadería, caza y silvicultura (177)",591,,,,,,216,,,375,,
"Explotación de minas y canteras (179)",1,,,,,,,1,,,,
"Industrias manufactureras (180)",5,,,,,,,5,,,,
"Construcción (182)",1,,,,,,,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",69,,,,,43,,1,,25,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,,,,1,,,,
"Comercio al por menor (186)",68,,,,,43,,,,25,,
"Hoteles y restaurantes (187)",26,,,,,15,,,,11,,
"Trans., almac. y comunicaciones (188)",1,,,,,,,,,1,,
"Intermediación financiera (189)",2,,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",3,,,1,2,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",6,,1,,4,,,,,1,,
"Enseñanza (192)",60,,56,,1,,,,,3,,
"Servicios sociales y de salud (193)",18,,9,7,1,,,,,1,,
"Otras activ. serv.comun.soc y personales (194)",8,,,1,,2,,,,5,,
"Hogares privados con servicio doméstico (195)",16,,,,,,,,,16,,
"Actividad economica no especificada (197)",129,,,,1,,,,,,,128
