"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CANTA (000)",6008,703,2079,2272,263,610,81
"Sin nivel (001)",334,5,171,86,16,50,6
"Educación inicial (002)",7,,3,2,,1,1
"Primaria (003)",1873,46,695,763,99,245,25
"Secundaria (004)",2599,193,995,1010,103,262,36
"Superior no univ. incompleta (005)",292,51,87,123,13,11,7
"Superior no univ. completa (006)",267,117,40,84,9,14,3
"Superior univ. incompleta (007)",220,64,40,90,11,15,
"Superior univ. completa (008)",416,227,48,114,12,12,3
"Hombres (010)",4072,370,1589,1629,216,263,5
"Sin nivel (011)",162,1,86,44,11,19,1
"Educación inicial (012)",3,,1,2,,,
"Primaria (013)",1218,25,493,542,83,73,2
"Secundaria (014)",1926,120,830,738,88,149,1
"Superior no univ. incompleta (015)",212,29,74,91,12,5,1
"Superior no univ. completa (016)",138,50,28,46,7,7,
"Superior univ. incompleta (017)",159,35,35,75,7,7,
"Superior univ. completa (018)",254,110,42,91,8,3,
"Mujeres (020)",1936,333,490,643,47,347,76
"Sin nivel (021)",172,4,85,42,5,31,5
"Educación inicial (022)",4,,2,,,1,1
"Primaria (023)",655,21,202,221,16,172,23
"Secundaria (024)",673,73,165,272,15,113,35
"Superior no univ. incompleta (025)",80,22,13,32,1,6,6
"Superior no univ. completa (026)",129,67,12,38,2,7,3
"Superior univ. incompleta (027)",61,29,5,15,4,8,
"Superior univ. completa (028)",162,117,6,23,4,9,3
,,,,,,,
"URBANA (030)",2887,519,545,1281,119,361,62
"Sin nivel (031)",67,3,21,19,3,17,4
"Educación inicial (032)",4,,1,1,,1,1
"Primaria (033)",931,27,196,483,39,164,22
"Secundaria (034)",1204,127,281,575,47,148,26
"Superior no univ. incompleta (035)",120,34,14,56,6,5,5
"Superior no univ. completa (036)",155,93,11,36,6,7,2
"Superior univ. incompleta (037)",139,53,12,50,10,14,
"Superior univ. completa (038)",267,182,9,61,8,5,2
"Hombres (040)",1845,256,436,901,83,165,4
"Sin nivel (041)",22,,9,4,,8,1
"Educación inicial (042)",1,,,1,,,
"Primaria (043)",574,11,147,338,27,49,2
"Secundaria (044)",854,72,240,413,36,93,
"Superior no univ. incompleta (045)",80,19,13,39,5,3,1
"Superior no univ. completa (046)",79,42,8,19,5,5,
"Superior univ. incompleta (047)",89,29,10,38,6,6,
"Superior univ. completa (048)",146,83,9,49,4,1,
"Mujeres (050)",1042,263,109,380,36,196,58
"Sin nivel (051)",45,3,12,15,3,9,3
"Educación inicial (052)",3,,1,,,1,1
"Primaria (053)",357,16,49,145,12,115,20
"Secundaria (054)",350,55,41,162,11,55,26
"Superior no univ. incompleta (055)",40,15,1,17,1,2,4
"Superior no univ. completa (056)",76,51,3,17,1,2,2
"Superior univ. incompleta (057)",50,24,2,12,4,8,
"Superior univ. completa (058)",121,99,,12,4,4,2
,,,,,,,
"RURAL (060)",3121,184,1534,991,144,249,19
"Sin nivel (061)",267,2,150,67,13,33,2
"Educación inicial (062)",3,,2,1,,,
"Primaria (063)",942,19,499,280,60,81,3
"Secundaria (064)",1395,66,714,435,56,114,10
"Superior no univ. incompleta (065)",172,17,73,67,7,6,2
"Superior no univ. completa (066)",112,24,29,48,3,7,1
"Superior univ. incompleta (067)",81,11,28,40,1,1,
"Superior univ. completa (068)",149,45,39,53,4,7,1
"Hombres (070)",2227,114,1153,728,133,98,1
"Sin nivel (071)",140,1,77,40,11,11,
"Educación inicial (072)",2,,1,1,,,
"Primaria (073)",644,14,346,204,56,24,
"Secundaria (074)",1072,48,590,325,52,56,1
"Superior no univ. incompleta (075)",132,10,61,52,7,2,
"Superior no univ. completa (076)",59,8,20,27,2,2,
"Superior univ. incompleta (077)",70,6,25,37,1,1,
"Superior univ. completa (078)",108,27,33,42,4,2,
"Mujeres (080)",894,70,381,263,11,151,18
"Sin nivel (081)",127,1,73,27,2,22,2
"Educación inicial (082)",1,,1,,,,
"Primaria (083)",298,5,153,76,4,57,3
"Secundaria (084)",323,18,124,110,4,58,9
"Superior no univ. incompleta (085)",40,7,12,15,,4,2
"Superior no univ. completa (086)",53,16,9,21,1,5,1
"Superior univ. incompleta (087)",11,5,3,3,,,
"Superior univ. completa (088)",41,18,6,11,,5,1
