"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 40 a 44 años (027)",20,20,1,5,2,6,3,2,1,,,61
"De 45 a 49 años (028)",17,17,,4,3,4,5,,1,,,52
"De 50 y más años (029)",37,36,1,3,5,4,13,4,6,,1,157
"Casado(a) (030)",887,880,5,78,165,171,258,143,53,7,7,3497
"De 15 a 19 años (032)",1,1,,1,,,,,,,,1
"De 20 a 24 años (033)",12,11,1,5,1,3,1,,,,1,20
"De 25 a 29 años (034)",36,34,1,11,14,7,1,,,,2,64
"De 30 a 34 años (035)",59,57,1,9,24,14,8,1,,,2,141
"De 35 a 39 años (036)",74,73,,7,29,16,15,5,1,,1,219
"De 40 a 44 años (037)",90,90,,7,28,24,22,6,3,,,293
"De 45 a 49 años (038)",106,105,1,6,19,22,37,18,2,,1,408
"De 50 y más años (039)",509,509,1,32,50,85,174,113,47,7,,2351
"Viudo(a) (040)",267,265,2,21,35,39,94,53,18,3,2,1145
"De 20 a 24 años (043)",1,1,,1,,,,,,,,1
"De 30 a 34 años (045)",5,5,,1,2,,1,,1,,,18
"De 35 a 39 años (046)",6,5,,1,1,1,2,,,,1,15
"De 40 a 44 años (047)",9,9,,1,2,1,1,4,,,,39
"De 45 a 49 años (048)",13,13,,,3,2,7,1,,,,50
"De 50 y más años (049)",233,232,2,17,27,35,83,48,17,3,1,1022
"Divorciado(a) (050)",18,18,,4,1,5,7,1,,,,59
"De 30 a 34 años (055)",1,1,,,1,,,,,,,2
"De 35 a 39 años (056)",1,1,,,,,1,,,,,5
"De 45 a 49 años (058)",1,1,,1,,,,,,,,1
"De 50 y más años (059)",15,15,,3,,5,6,1,,,,51
"Soltero(a) (060)",251,180,6,105,36,23,10,,,,71,286
"De 15 a 19 años (062)",20,20,,18,1,1,,,,,,23
"De 20 a 24 años (063)",39,19,2,15,1,1,,,,,20,20
"De 25 a 29 años (064)",56,30,1,21,7,1,,,,,26,38
"De 30 a 34 años (065)",36,23,,15,5,2,1,,,,13,35
"De 35 a 39 años (066)",29,25,1,15,4,2,3,,,,4,41
"De 40 a 44 años (067)",14,12,1,5,2,4,,,,,2,21
"De 45 a 49 años (068)",14,13,,5,6,2,,,,,1,23
"De 50 y más años (069)",43,38,1,11,10,10,6,,,,5,85
,,,,,,,,,,,,
"URBANA (080)",1879,1790,13,392,418,320,399,180,59,9,89,5685
"De 12 a 14 años (081)",1,1,1,,,,,,,,,
"De 15 a 19 años (082)",43,39,,35,3,1,,,,,4,44
"De 20 a 24 años (083)",152,130,1,89,34,6,,,,,22,175
"De 25 a 29 años (084)",198,168,2,89,48,25,3,,1,,30,281
"De 30 a 34 años (085)",192,179,,46,86,30,14,2,1,,13,391
"De 35 a 39 años (086)",188,181,,37,73,36,31,4,,,7,446
"De 40 a 44 años (087)",174,171,2,18,46,53,37,14,1,,3,526
"De 45 a 49 años (088)",161,158,1,17,39,34,44,19,4,,3,544
"De 50 y más años (089)",770,763,6,61,89,135,270,141,52,9,7,3278
"Conviviente (090)",659,639,3,200,192,110,93,29,10,2,20,1616
"De 12 a 14 años (091)",1,1,1,,,,,,,,,
"De 15 a 19 años (092)",26,22,,20,2,,,,,,4,24
"De 20 a 24 años (093)",106,101,,67,30,4,,,,,5,139
"De 25 a 29 años (094)",113,107,,56,27,21,2,,1,,6,190
"De 30 a 34 años (095)",94,94,,21,53,16,4,,,,,193
"De 35 a 39 años (096)",90,88,,15,40,20,12,1,,,2,211
"De 40 a 44 años (097)",68,67,,6,16,25,14,6,,,1,212
"De 45 a 49 años (098)",39,38,,3,11,5,12,5,2,,1,140
"De 50 y más años (099)",122,121,2,12,13,19,49,17,7,2,1,507
"Separado(a) (100)",101,101,2,32,20,15,21,5,6,,,288
"De 20 a 24 años (103)",6,6,,4,2,,,,,,,8
"De 25 a 29 años (104)",11,11,,9,2,,,,,,,13
"De 30 a 34 años (105)",13,13,,6,5,1,,1,,,,25
"De 35 a 39 años (106)",12,12,,3,3,,6,,,,,33
"De 40 a 44 años (107)",17,17,1,3,2,6,3,1,1,,,53
"De 45 a 49 años (108)",15,15,,4,3,4,3,,1,,,43
"De 50 y más años (109)",27,27,1,3,3,4,9,3,4,,,113
"Casado(a) (110)",687,681,2,57,142,139,198,106,32,5,6,2630
"De 20 a 24 años (113)",8,7,,5,1,1,,,,,1,10
"De 25 a 29 años (114)",27,25,1,8,12,3,1,,,,2,45
"De 30 a 34 años (115)",48,47,,6,21,11,8,1,,,1,123
"De 35 a 39 años (116)",57,56,,5,27,13,8,3,,,1,151
"De 40 a 44 años (117)",69,69,,4,24,18,19,4,,,,212
"De 45 a 49 años (118)",87,86,1,5,17,22,26,14,1,,1,318
"De 50 y más años (119)",391,391,,24,40,71,136,84,31,5,,1771
"Viudo(a) (120)",200,199,2,13,31,31,70,39,11,2,1,842
"De 30 a 34 años (125)",5,5,,1,2,,1,,1,,,18
"De 35 a 39 años (126)",4,4,,1,1,1,1,,,,,11
"De 40 a 44 años (127)",8,8,,1,2,1,1,3,,,,32
"De 45 a 49 años (128)",7,7,,,2,2,3,,,,,23
"De 50 y más años (129)",176,175,2,10,24,27,64,36,10,2,1,758
"Divorciado(a) (130)",16,16,,2,1,5,7,1,,,,57
"De 30 a 34 años (135)",1,1,,,1,,,,,,,2
"De 35 a 39 años (136)",1,1,,,,,1,,,,,5
"De 45 a 49 años (138)",1,1,,1,,,,,,,,1
"De 50 y más años (139)",13,13,,1,,5,6,1,,,,49
"Soltero(a) (140)",216,154,4,88,32,20,10,,,,62,252
"De 15 a 19 años (142)",17,17,,15,1,1,,,,,,20
"De 20 a 24 años (143)",32,16,1,13,1,1,,,,,16,18
"De 25 a 29 años (144)",47,25,1,16,7,1,,,,,22,33
"De 30 a 34 años (145)",31,19,,12,4,2,1,,,,12,30
"De 35 a 39 años (146)",24,20,,13,2,2,3,,,,4,35
"De 40 a 44 años (147)",12,10,1,4,2,3,,,,,2,17
"De 45 a 49 años (148)",12,11,,4,6,1,,,,,1,19
"De 50 y más años (149)",41,36,1,11,9,9,6,,,,5,80
,,,,,,,,,,,,
"RURAL (160)",498,485,6,101,91,67,116,65,35,4,13,1749
"De 15 a 19 años (162)",16,15,,13,2,,,,,,1,17
"De 20 a 24 años (163)",40,36,2,20,10,3,1,,,,4,53
"De 25 a 29 años (164)",52,48,1,16,17,10,4,,,,4,97
"De 30 a 34 años (165)",40,38,1,14,12,6,5,,,,2,77
"De 35 a 39 años (166)",50,49,1,7,15,8,15,2,1,,1,148
"De 40 a 44 años (167)",40,40,,8,8,12,4,5,3,,,136
"De 45 a 49 años (168)",42,42,,4,6,2,21,8,1,,,178
"De 50 y más años (169)",218,217,1,19,21,26,66,50,30,4,1,1043
"Conviviente (170)",167,166,1,46,55,23,23,12,5,1,1,455
"De 15 a 19 años (172)",12,11,,9,2,,,,,,1,13
"De 20 a 24 años (173)",26,26,,15,10,1,,,,,,38
"De 25 a 29 años (174)",30,30,1,6,13,6,4,,,,,67
"De 30 a 34 años (175)",23,23,,8,8,3,4,,,,,50
"De 35 a 39 años (176)",21,21,,2,10,4,5,,,,,55
"De 40 a 44 años (177)",13,13,,2,4,5,1,1,,,,36
"De 45 a 49 años (178)",13,13,,2,3,1,4,3,,,,48
"De 50 y más años (179)",29,29,,2,5,3,5,8,5,1,,148
"Separado(a) (180)",27,26,,7,5,1,9,2,2,,1,88
"De 20 a 24 años (183)",2,2,,2,,,,,,,,2
"De 25 a 29 años (184)",4,4,,2,2,,,,,,,6
"De 30 a 34 años (185)",1,1,,,,,1,,,,,4
"De 35 a 39 años (186)",5,5,,1,1,1,2,,,,,15
"De 40 a 44 años (187)",3,3,,2,,,,1,,,,8
"De 45 a 49 años (188)",2,2,,,,,2,,,,,9
"De 50 y más años (189)",10,9,,,2,,4,1,2,,1,44
"Casado(a) (190)",200,199,3,21,23,32,60,37,21,2,1,867
"De 15 a 19 años (192)",1,1,,1,,,,,,,,1
"De 20 a 24 años (193)",4,4,1,,,2,1,,,,,10
"De 25 a 29 años (194)",9,9,,3,2,4,,,,,,19
"De 30 a 34 años (195)",11,10,1,3,3,3,,,,,1,18
"De 35 a 39 años (196)",17,17,,2,2,3,7,2,1,,,68
"De 40 a 44 años (197)",21,21,,3,4,6,3,2,3,,,81
"De 45 a 49 años (198)",19,19,,1,2,,11,4,1,,,90
"De 50 y más años (199)",118,118,1,8,10,14,38,29,16,2,,580
"Viudo(a) (200)",67,66,,8,4,8,24,14,7,1,1,303
"De 20 a 24 años (203)",1,1,,1,,,,,,,,1
"De 35 a 39 años (206)",2,1,,,,,1,,,,1,4
"De 40 a 44 años (207)",1,1,,,,,,1,,,,7
"De 45 a 49 años (208)",6,6,,,1,,4,1,,,,27
"De 50 y más años (209)",57,57,,7,3,8,19,12,7,1,,264
"Divorciado(a) (210)",2,2,,2,,,,,,,,2
"De 50 y más años (219)",2,2,,2,,,,,,,,2
"Soltero(a) (220)",35,26,2,17,4,3,,,,,9,34
"De 15 a 19 años (222)",3,3,,3,,,,,,,,3
"De 20 a 24 años (223)",7,3,1,2,,,,,,,4,2
"De 25 a 29 años (224)",9,5,,5,,,,,,,4,5
"De 30 a 34 años (225)",5,4,,3,1,,,,,,1,5
"De 35 a 39 años (226)",5,5,1,2,2,,,,,,,6
"De 40 a 44 años (227)",2,2,,1,,1,,,,,,4
"De 45 a 49 años (228)",2,2,,1,,1,,,,,,4
"De 50 y más años (229)",2,2,,,1,1,,,,,,5
