"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",31,,3,8,11,9
"Educación inicial (032)",1,,,1,,
"Primaria (033)",158,7,70,50,26,5
"Secundaria (034)",185,6,122,46,8,3
"Superior no univ. incompleta (035)",13,,10,3,,
"Superior no univ. completa (036)",37,,23,13,,1
"Superior univ. incompleta (037)",5,,3,2,,
"Superior univ. completa (038)",12,,4,7,1,
"No PEA (040)",40658,19936,8965,4505,4188,3064
"Sin nivel (041)",6576,545,303,1108,2281,2339
"Educación inicial (042)",886,868,11,7,,
"Primaria (043)",23038,15918,2426,2457,1603,634
"Secundaria (044)",9522,2605,5842,763,247,65
"Superior no univ. incompleta (045)",288,,214,62,7,5
"Superior no univ. completa (046)",139,,54,48,28,9
"Superior univ. incompleta (047)",127,,92,26,6,3
"Superior univ. completa (048)",82,,23,34,16,9
,,,,,,
"URBANA (060)",15083,4419,4276,3324,2166,898
"Sin nivel (061)",1460,73,67,254,571,495
"Educación inicial (062)",245,228,12,5,,
"Primaria (063)",6408,3252,719,1166,956,315
"Secundaria (064)",4941,866,2781,906,333,55
"Superior no univ. incompleta (065)",388,,219,130,33,6
"Superior no univ. completa (066)",787,,233,427,114,13
"Superior univ. incompleta (067)",213,,111,70,30,2
"Superior univ. completa (068)",641,,134,366,129,12
"PEA (070)",6025,189,1862,2285,1375,314
"Sin nivel (071)",521,1,27,118,245,130
"Educación inicial (072)",15,4,7,4,,
"Primaria (073)",1877,123,348,648,612,146
"Secundaria (074)",2014,61,1036,642,250,25
"Superior no univ. incompleta (075)",210,,86,94,28,2
"Superior no univ. completa (076)",688,,195,390,96,7
"Superior univ. incompleta (077)",125,,46,53,26,
"Superior univ. completa (078)",575,,117,336,118,4
"Ocupada (080)",5769,184,1727,2201,1353,304
"Sin nivel (081)",506,1,26,116,238,125
"Educación inicial (082)",14,4,7,3,,
"Primaria (083)",1796,121,311,620,601,143
"Secundaria (084)",1904,58,967,608,247,24
"Superior no univ. incompleta (085)",200,,79,91,28,2
"Superior no univ. completa (086)",661,,179,380,96,6
"Superior univ. incompleta (087)",122,,44,52,26,
"Superior univ. completa (088)",566,,114,331,117,4
"Desocupada (090)",256,5,135,84,22,10
"Sin nivel (091)",15,,1,2,7,5
"Educación inicial (092)",1,,,1,,
"Primaria (093)",81,2,37,28,11,3
"Secundaria (094)",110,3,69,34,3,1
"Superior no univ. incompleta (095)",10,,7,3,,
"Superior no univ. completa (096)",27,,16,10,,1
"Superior univ. incompleta (097)",3,,2,1,,
"Superior univ. completa (098)",9,,3,5,1,
"No PEA (100)",9058,4230,2414,1039,791,584
"Sin nivel (101)",939,72,40,136,326,365
"Educación inicial (102)",230,224,5,1,,
"Primaria (103)",4531,3129,371,518,344,169
"Secundaria (104)",2927,805,1745,264,83,30
"Superior no univ. incompleta (105)",178,,133,36,5,4
"Superior no univ. completa (106)",99,,38,37,18,6
"Superior univ. incompleta (107)",88,,65,17,4,2
"Superior univ. completa (108)",66,,17,30,11,8
,,,,,,
"RURAL (120)",49136,16098,10883,9131,8607,4417
"Sin nivel (121)",9774,514,436,1895,3816,3113
"Educación inicial (122)",688,656,15,17,,
"Primaria (123)",27857,13078,4096,5313,4158,1212
"Secundaria (124)",10113,1850,6026,1622,534,81
"Superior no univ. incompleta (125)",260,,147,94,18,1
"Superior no univ. completa (126)",222,,80,95,40,7
"Superior univ. incompleta (127)",84,,43,31,9,1
"Superior univ. completa (128)",138,,40,64,32,2
"PEA (130)",17536,392,4332,5665,5210,1937
"Sin nivel (131)",4137,41,173,923,1861,1139
"Educación inicial (132)",32,12,9,11,,
"Primaria (133)",9350,289,2041,3374,2899,747
"Secundaria (134)",3518,50,1929,1123,370,46
"Superior no univ. incompleta (135)",150,,66,68,16,
"Superior no univ. completa (136)",182,,64,84,30,4
"Superior univ. incompleta (137)",45,,16,22,7,
"Superior univ. completa (138)",122,,34,60,27,1
"Ocupada (140)",17350,384,4232,5619,5186,1929
"Sin nivel (141)",4121,41,171,917,1857,1135
"Educación inicial (142)",32,12,9,11,,
"Primaria (143)",9273,284,2008,3352,2884,745
"Secundaria (144)",3443,47,1876,1111,365,44
"Superior no univ. incompleta (145)",147,,63,68,16,
"Superior no univ. completa (146)",172,,57,81,30,4
"Superior univ. incompleta (147)",43,,15,21,7,
"Superior univ. completa (148)",119,,33,58,27,1
"Desocupada (150)",186,8,100,46,24,8
"Sin nivel (151)",16,,2,6,4,4
"Primaria (153)",77,5,33,22,15,2
"Secundaria (154)",75,3,53,12,5,2
"Superior no univ. incompleta (155)",3,,3,,,
"Superior no univ. completa (156)",10,,7,3,,
"Superior univ. incompleta (157)",2,,1,1,,
"Superior univ. completa (158)",3,,1,2,,
"No PEA (160)",31600,15706,6551,3466,3397,2480
"Sin nivel (161)",5637,473,263,972,1955,1974
"Educación inicial (162)",656,644,6,6,,
"Primaria (163)",18507,12789,2055,1939,1259,465
"Secundaria (164)",6595,1800,4097,499,164,35
"Superior no univ. incompleta (165)",110,,81,26,2,1
"Superior no univ. completa (166)",40,,16,11,10,3
"Superior univ. incompleta (167)",39,,27,9,2,1
"Superior univ. completa (168)",16,,6,4,5,1
