"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia CONCEPCION (000)",19505,54,1251,535,313,1704,4944,1210,1310,6847,75,481,781
"Agric., ganadería, caza y silvicultura (001)",10124,,20,16,2,,4933,6,23,5124,,,
"Pesca (002)",23,,2,2,1,,11,,,7,,,
"Explotación de minas y canteras (003)",498,,45,43,17,,,245,29,119,,,
"Industrias manufactureras (004)",810,,24,37,8,3,,660,48,30,,,
"Suministro de electricidad, gas y agua (005)",16,,,8,3,,,1,2,2,,,
"Construcción (006)",726,,31,32,4,,,49,392,218,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",2091,1,33,78,8,1293,,230,22,426,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",281,1,7,20,2,47,,182,17,5,,,
"Comercio al por mayor (009)",84,,3,13,,59,,,3,6,,,
"Comercio al por menor (010)",1726,,23,45,6,1187,,48,2,415,,,
"Hoteles y restaurantes (011)",507,1,7,22,2,263,,,,212,,,
"Trans., almac. y comunicaciones (012)",936,2,9,27,34,3,,4,723,134,,,
"Intermediación financiera (013)",25,,7,4,13,,,,,1,,,
"Activid.inmobil., empres. y alquileres (014)",470,1,112,79,69,69,,9,49,82,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",374,36,40,22,106,14,,1,14,66,75,,
"Enseñanza (016)",832,13,778,9,18,,,1,1,12,,,
"Servicios sociales y de salud (017)",236,,106,85,12,18,,4,,11,,,
"Otras activ. serv.comun.soc y personales (018)",310,,37,70,12,41,,,7,143,,,
"Hogares privados con servicio doméstico (019)",259,,,,,,,,,259,,,
"Actividad economica no especificada (021)",487,,,1,4,,,,,1,,481,
"Desocupado (022)",781,,,,,,,,,,,,781
"Hombres (023)",12844,46,627,348,141,640,3885,977,1289,4117,70,181,523
"Agric., ganadería, caza y silvicultura (024)",7210,,18,12,2,,3877,4,23,3274,,,
"Pesca (025)",15,,,1,,,8,,,6,,,
"Explotación de minas y canteras (026)",474,,38,36,14,,,242,29,115,,,
"Industrias manufactureras (027)",539,,18,22,6,,,439,37,17,,,
"Suministro de electricidad, gas y agua (028)",13,,,8,1,,,1,2,1,,,
"Construcción (029)",704,,25,29,1,,,49,390,210,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",936,1,15,51,3,474,,225,21,146,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",257,1,6,17,1,32,,179,16,5,,,
"Comercio al por mayor (032)",44,,1,7,,29,,,3,4,,,
"Comercio al por menor (033)",635,,8,27,2,413,,46,2,137,,,
"Hoteles y restaurantes (034)",144,1,4,16,1,79,,,,43,,,
"Trans., almac. y comunicaciones (035)",865,2,7,12,19,1,,4,716,104,,,
"Intermediación financiera (036)",13,,4,2,6,,,,,1,,,
"Activid.inmobil., empres. y alquileres (037)",318,1,68,52,20,66,,9,49,53,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",265,28,21,13,48,13,,1,14,57,70,,
"Enseñanza (039)",373,13,333,5,11,,,1,1,9,,,
"Servicios sociales y de salud (040)",87,,43,33,3,2,,2,,4,,,
"Otras activ. serv.comun.soc y personales (041)",160,,33,56,5,5,,,7,54,,,
"Hogares privados con servicio doméstico (042)",22,,,,,,,,,22,,,
"Actividad economica no especificada (044)",183,,,,1,,,,,1,,181,
"Desocupado (045)",523,,,,,,,,,,,,523
"Mujeres (046)",6661,8,624,187,172,1064,1059,233,21,2730,5,300,258
"Agric., ganadería, caza y silvicultura (047)",2914,,2,4,,,1056,2,,1850,,,
"Pesca (048)",8,,2,1,1,,3,,,1,,,
"Explotación de minas y canteras (049)",24,,7,7,3,,,3,,4,,,
"Industrias manufactureras (050)",271,,6,15,2,3,,221,11,13,,,
"Suministro de electricidad, gas y agua (051)",3,,,,2,,,,,1,,,
"Construcción (052)",22,,6,3,3,,,,2,8,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",1155,,18,27,5,819,,5,1,280,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",24,,1,3,1,15,,3,1,,,,
"Comercio al por mayor (055)",40,,2,6,,30,,,,2,,,
"Comercio al por menor (056)",1091,,15,18,4,774,,2,,278,,,
"Hoteles y restaurantes (057)",363,,3,6,1,184,,,,169,,,
"Trans., almac. y comunicaciones (058)",71,,2,15,15,2,,,7,30,,,
"Intermediación financiera (059)",12,,3,2,7,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",152,,44,27,49,3,,,,29,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",109,8,19,9,58,1,,,,9,5,,
"Enseñanza (062)",459,,445,4,7,,,,,3,,,
"Servicios sociales y de salud (063)",149,,63,52,9,16,,2,,7,,,
"Otras activ. serv.comun.soc y personales (064)",150,,4,14,7,36,,,,89,,,
"Hogares privados con servicio doméstico (065)",237,,,,,,,,,237,,,
"Actividad economica no especificada (067)",304,,,1,3,,,,,,,300,
"Desocupado (068)",258,,,,,,,,,,,,258
,,,,,,,,,,,,,
"URBANA (069)",11402,46,1016,434,264,1501,2056,833,957,3482,70,297,446
"Agric., ganadería, caza y silvicultura (070)",4277,,18,11,2,,2047,3,18,2178,,,
"Pesca (071)",16,,,2,1,,9,,,4,,,
"Explotación de minas y canteras (072)",91,,6,5,4,,,53,6,17,,,
"Industrias manufactureras (073)",648,,20,30,8,3,,531,33,23,,,
"Suministro de electricidad, gas y agua (074)",16,,,8,3,,,1,2,2,,,
"Construcción (075)",536,,23,25,4,,,41,303,140,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",1841,1,29,68,8,1162,,191,19,363,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",236,1,5,14,2,45,,149,15,5,,,
"Comercio al por mayor (078)",77,,2,12,,55,,,2,6,,,
"Comercio al por menor (079)",1528,,22,42,6,1062,,42,2,352,,,
"Hoteles y restaurantes (080)",446,1,4,20,1,224,,,,196,,,
"Trans., almac. y comunicaciones (081)",726,2,9,24,28,3,,3,545,112,,,
"Intermediación financiera (082)",22,,6,4,11,,,,,1,,,
"Activid.inmobil., empres. y alquileres (083)",337,1,90,66,64,43,,5,13,55,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",310,31,34,21,90,9,,,11,44,70,,
"Enseñanza (085)",694,10,652,8,15,,,1,,8,,,
"Servicios sociales y de salud (086)",205,,88,76,10,17,,4,,10,,,
"Otras activ. serv.comun.soc y personales (087)",286,,37,65,12,40,,,7,125,,,
"Hogares privados con servicio doméstico (088)",203,,,,,,,,,203,,,
"Actividad economica no especificada (090)",302,,,1,3,,,,,1,,297,
"Desocupado (091)",446,,,,,,,,,,,,446
"Hombres (092)",6621,39,495,275,108,551,1389,651,937,1733,65,116,262
"Agric., ganadería, caza y silvicultura (093)",2609,,16,7,2,,1383,2,18,1181,,,
"Pesca (094)",10,,,1,,,6,,,3,,,
"Explotación de minas y canteras (095)",90,,6,5,3,,,53,6,17,,,
"Industrias manufactureras (096)",430,,14,19,6,,,357,23,11,,,
"Suministro de electricidad, gas y agua (097)",13,,,8,1,,,1,2,1,,,
"Construcción (098)",517,,19,23,1,,,41,301,132,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",816,1,14,43,3,427,,186,18,124,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",214,1,5,11,1,31,,146,14,5,,,
"Comercio al por mayor (101)",43,,1,7,,29,,,2,4,,,
"Comercio al por menor (102)",559,,8,25,2,367,,40,2,115,,,
"Hoteles y restaurantes (103)",121,1,2,14,1,68,,,,35,,,
"Trans., almac. y comunicaciones (104)",660,2,7,10,14,1,,3,538,85,,,
"Intermediación financiera (105)",11,,3,2,5,,,,,1,,,
"Activid.inmobil., empres. y alquileres (106)",210,1,52,45,18,41,,5,13,35,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",209,24,16,12,37,8,,,11,36,65,,
"Enseñanza (108)",309,10,278,5,8,,,1,,7,,,
"Servicios sociales y de salud (109)",74,,35,29,3,1,,2,,4,,,
"Otras activ. serv.comun.soc y personales (110)",145,,33,52,5,5,,,7,43,,,
"Hogares privados con servicio doméstico (111)",17,,,,,,,,,17,,,
"Actividad economica no especificada (113)",118,,,,1,,,,,1,,116,
"Desocupado (114)",262,,,,,,,,,,,,262
"Mujeres (115)",4781,7,521,159,156,950,667,182,20,1749,5,181,184
"Agric., ganadería, caza y silvicultura (116)",1668,,2,4,,,664,1,,997,,,
"Pesca (117)",6,,,1,1,,3,,,1,,,
"Explotación de minas y canteras (118)",1,,,,1,,,,,,,,
"Industrias manufactureras (119)",218,,6,11,2,3,,174,10,12,,,
"Suministro de electricidad, gas y agua (120)",3,,,,2,,,,,1,,,
"Construcción (121)",19,,4,2,3,,,,2,8,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",1025,,15,25,5,735,,5,1,239,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",22,,,3,1,14,,3,1,,,,
"Comercio al por mayor (124)",34,,1,5,,26,,,,2,,,
"Comercio al por menor (125)",969,,14,17,4,695,,2,,237,,,
"Hoteles y restaurantes (126)",325,,2,6,,156,,,,161,,,
"Trans., almac. y comunicaciones (127)",66,,2,14,14,2,,,7,27,,,
"Intermediación financiera (128)",11,,3,2,6,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",127,,38,21,46,2,,,,20,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",101,7,18,9,53,1,,,,8,5,,
"Enseñanza (131)",385,,374,3,7,,,,,1,,,
"Servicios sociales y de salud (132)",131,,53,47,7,16,,2,,6,,,
"Otras activ. serv.comun.soc y personales (133)",141,,4,13,7,35,,,,82,,,
"Hogares privados con servicio doméstico (134)",186,,,,,,,,,186,,,
"Actividad economica no especificada (136)",184,,,1,2,,,,,,,181,
"Desocupado (137)",184,,,,,,,,,,,,184
,,,,,,,,,,,,,
"RURAL (138)",8103,8,235,101,49,203,2888,377,353,3365,5,184,335
"Agric., ganadería, caza y silvicultura (139)",5847,,2,5,,,2886,3,5,2946,,,
"Pesca (140)",7,,2,,,,2,,,3,,,
"Explotación de minas y canteras (141)",407,,39,38,13,,,192,23,102,,,
"Industrias manufactureras (142)",162,,4,7,,,,129,15,7,,,
