"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Obreros construc., conf., papel, fab., instr. (034)",92,1,27,42,20,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",4101,72,1236,1454,1072,267
"Otra (036)",24,,17,7,,
"Ocupación no especificada (037)",468,6,154,202,78,28
"Desocupado (038)",1405,6,706,509,162,22
,,,,,,
"URBANA (039)",29303,264,8784,11425,7416,1414
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",61,,6,21,31,3
"Profes., científicos e intelectuales (041)",3636,,680,2042,884,30
"Técnicos de nivel medio y trab.asimilados (042)",1890,3,634,793,415,45
"Jefes y empleados de oficina (043)",1808,,705,684,412,7
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",3871,60,1084,1365,1147,215
"Agricult.trabaj. calif. agrop. y pesqueros (045)",1829,1,256,539,637,396
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",1696,5,507,554,539,91
"Obreros construc., conf., papel, fab., instr. (047)",2898,3,704,1254,857,80
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",7090,170,2364,2443,1703,410
"Otra (049)",445,,99,245,101,
"Ocupación no especificada (050)",1103,10,349,473,226,45
"Desocupado (051)",2976,12,1396,1012,464,92
"Hombres (052)",17448,157,5032,6628,4662,969
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",41,,1,13,24,3
"Profes., científicos e intelectuales (054)",1812,,333,966,495,18
"Técnicos de nivel medio y trab.asimilados (055)",1234,2,387,521,290,34
"Jefes y empleados de oficina (056)",830,,238,323,264,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",1318,27,396,421,359,115
"Agricult.trabaj. calif. agrop. y pesqueros (058)",1309,1,172,368,466,302
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",1529,3,471,487,481,87
"Obreros construc., conf., papel, fab., instr. (060)",2813,2,679,1213,841,78
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",3799,112,1339,1249,868,231
"Otra (062)",421,,82,238,101,
"Ocupación no especificada (063)",696,4,209,299,160,24
"Desocupado (064)",1646,6,725,530,313,72
"Mujeres (065)",11855,107,3752,4797,2754,445
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",20,,5,8,7,
"Profes., científicos e intelectuales (067)",1824,,347,1076,389,12
"Técnicos de nivel medio y trab.asimilados (068)",656,1,247,272,125,11
"Jefes y empleados de oficina (069)",978,,467,361,148,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",2553,33,688,944,788,100
"Agricult.trabaj. calif. agrop. y pesqueros (071)",520,,84,171,171,94
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",167,2,36,67,58,4
"Obreros construc., conf., papel, fab., instr. (073)",85,1,25,41,16,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",3291,58,1025,1194,835,179
"Otra (075)",24,,17,7,,
"Ocupación no especificada (076)",407,6,140,174,66,21
"Desocupado (077)",1330,6,671,482,151,20
,,,,,,
"RURAL (078)",5581,33,1495,1905,1542,606
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",4,,,3,1,
"Profes., científicos e intelectuales (080)",197,,49,102,45,1
"Técnicos de nivel medio y trab.asimilados (081)",143,,45,73,24,1
"Jefes y empleados de oficina (082)",123,,63,48,12,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",193,,56,98,32,7
"Agricult.trabaj. calif. agrop. y pesqueros (084)",1761,2,249,461,650,399
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",193,,67,74,46,6
"Obreros construc., conf., papel, fab., instr. (086)",385,,82,188,106,9
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",2107,30,693,692,536,156
"Otra (088)",12,,6,1,5,
"Ocupación no especificada (089)",200,,62,82,43,13
"Desocupado (090)",263,1,123,83,42,14
"Hombres (091)",3850,19,1028,1332,1055,416
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",2,,,1,1,
"Profes., científicos e intelectuales (093)",114,,17,61,35,1
"Técnicos de nivel medio y trab.asimilados (094)",124,,34,67,22,1
"Jefes y empleados de oficina (095)",61,,25,26,10,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",111,,31,63,13,4
"Agricult.trabaj. calif. agrop. y pesqueros (097)",1239,2,153,311,464,309
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",185,,64,73,42,6
"Obreros construc., conf., papel, fab., instr. (099)",378,,80,187,102,9
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",1297,16,482,432,299,68
"Otra (101)",12,,6,1,5,
"Ocupación no especificada (102)",139,,48,54,31,6
"Desocupado (103)",188,1,88,56,31,12
"Mujeres (104)",1731,14,467,573,487,190
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (105)",2,,,2,,
"Profes., científicos e intelectuales (106)",83,,32,41,10,
"Técnicos de nivel medio y trab.asimilados (107)",19,,11,6,2,
"Jefes y empleados de oficina (108)",62,,38,22,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",82,,25,35,19,3
"Agricult.trabaj. calif. agrop. y pesqueros (110)",522,,96,150,186,90
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",8,,3,1,4,
"Obreros construc., conf., papel, fab., instr. (112)",7,,2,1,4,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",810,14,211,260,237,88
"Ocupación no especificada (115)",61,,14,28,12,7
"Desocupado (116)",75,,35,27,11,2
