"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia OYON (000)",5213,36,134,312,488,989,1913,1341
"De 12 a 14 años (001)",12,,,,,,,12
"De 15 a 19 años (002)",141,,,,,,77,64
"De 20 a 24 años (003)",556,,,,,1,355,200
"De 25 a 29 años (004)",624,,,,,21,426,177
"De 30 a 34 años (005)",620,,,,,82,408,130
"De 35 a 39 años (006)",675,,,,9,184,357,125
"De 40 a 44 años (007)",475,,,,20,197,179,79
"De 45 a 49 años (008)",434,,,,40,216,97,81
"De 50 y más años (009)",1676,36,134,312,419,288,14,473
"Sin nivel (010)",1039,22,66,140,170,174,146,321
"De 15 a 19 años (012)",3,,,,,,2,1
"De 20 a 24 años (013)",9,,,,,,4,5
"De 25 a 29 años (014)",19,,,,,1,12,6
"De 30 a 34 años (015)",67,,,,,7,43,17
"De 35 a 39 años (016)",82,,,,1,20,41,20
"De 40 a 44 años (017)",70,,,,5,24,21,20
"De 45 a 49 años (018)",75,,,,8,37,17,13
"De 50 y más años (019)",714,22,66,140,156,85,6,239
"Educacion Inicial (020)",3,,,,,,2,1
"De 25 a 29 años (024)",2,,,,,,1,1
"De 35 a 39 años (026)",1,,,,,,1,
"Primaria (030)",1782,12,50,119,212,456,563,370
"De 12 a 14 años (031)",2,,,,,,,2
"De 15 a 19 años (032)",21,,,,,,13,8
"De 20 a 24 años (033)",84,,,,,,55,29
"De 25 a 29 años (034)",113,,,,,4,85,24
"De 30 a 34 años (035)",194,,,,,28,136,30
"De 35 a 39 años (036)",252,,,,4,76,133,39
"De 40 a 44 años (037)",211,,,,5,96,83,27
"De 45 a 49 años (038)",217,,,,17,102,55,43
"De 50 y más años (039)",688,12,50,119,186,150,3,168
"Secundaria (040)",1509,1,5,26,55,226,820,376
"De 12 a 14 años (041)",10,,,,,,,10
"De 15 a 19 años (042)",111,,,,,,59,52
"De 20 a 24 años (043)",342,,,,,1,228,113
"De 25 a 29 años (044)",319,,,,,12,224,83
"De 30 a 34 años (045)",204,,,,,28,142,34
"De 35 a 39 años (046)",190,,,,3,54,103,30
"De 40 a 44 años (047)",120,,,,7,53,47,13
"De 45 a 49 años (048)",81,,,,6,50,13,12
"De 50 y más años (049)",132,1,5,26,39,28,4,29
"Sup. no Univ. incompleta (050)",179,,5,2,6,18,98,50
"De 15 a 19 años (052)",4,,,,,,3,1
"De 20 a 24 años (053)",57,,,,,,36,21
"De 25 a 29 años (054)",44,,,,,2,29,13
"De 30 a 34 años (055)",23,,,,,2,16,5
"De 35 a 39 años (056)",16,,,,,4,7,5
"De 40 a 44 años (057)",9,,,,1,2,5,1
