"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia HUANUCO (000)",253902,11622,30371,34018,29656,47457,34814,51111,14853
"Sabe leer y escribir (001)",202920,,20564,33070,28582,43691,29943,38807,8263
"No sabe leer y escribir (002)",50982,11622,9807,948,1074,3766,4871,12304,6590
"Hombres (004)",124713,5987,15437,17418,14857,23154,16402,24466,6992
"Sabe leer y escribir (005)",104829,,10567,16964,14427,21957,15057,20919,4938
"No sabe leer y escribir (006)",19884,5987,4870,454,430,1197,1345,3547,2054
"Mujeres (008)",129189,5635,14934,16600,14799,24303,18412,26645,7861
"Sabe leer y escribir (009)",98091,,9997,16106,14155,21734,14886,17888,3325
"No sabe leer y escribir (010)",31098,5635,4937,494,644,2569,3526,8757,4536
,,,,,,,,,
"URBANA (012)",154245,6222,15927,18758,18970,30720,21979,32708,8961
"Sabe leer y escribir (013)",137606,,12540,18613,18821,30277,21175,29520,6660
"No sabe leer y escribir (014)",16639,6222,3387,145,149,443,804,3188,2301
"Hombres (016)",74069,3215,8064,9436,9290,14689,10061,15215,4099
"Sabe leer y escribir (017)",67776,,6384,9361,9237,14570,9891,14665,3668
"No sabe leer y escribir (018)",6293,3215,1680,75,53,119,170,550,431
"Mujeres (020)",80176,3007,7863,9322,9680,16031,11918,17493,4862
"Sabe leer y escribir (021)",69830,,6156,9252,9584,15707,11284,14855,2992
"No sabe leer y escribir (022)",10346,3007,1707,70,96,324,634,2638,1870
,,,,,,,,,
"RURAL (024)",99657,5400,14444,15260,10686,16737,12835,18403,5892
"Sabe leer y escribir (025)",65314,,8024,14457,9761,13414,8768,9287,1603
"No sabe leer y escribir (026)",34343,5400,6420,803,925,3323,4067,9116,4289
"Hombres (028)",50644,2772,7373,7982,5567,8465,6341,9251,2893
"Sabe leer y escribir (029)",37053,,4183,7603,5190,7387,5166,6254,1270
"No sabe leer y escribir (030)",13591,2772,3190,379,377,1078,1175,2997,1623
"Mujeres (032)",49013,2628,7071,7278,5119,8272,6494,9152,2999
"Sabe leer y escribir (033)",28261,,3841,6854,4571,6027,3602,3033,333
"No sabe leer y escribir (034)",20752,2628,3230,424,548,2245,2892,6119,2666
