"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Activid.inmobil., empres. y alquileres (146)",21,,2,4,3,3,,,,9,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",56,10,1,4,19,2,,,2,16,2,
"Enseñanza (148)",240,2,230,,1,,,,,7,,
"Servicios sociales y de salud (149)",47,,8,26,2,2,,,,9,,
"Otras activ. serv.comun.soc y personales (150)",27,,,3,4,2,,,,18,,
"Hogares privados con servicio doméstico (151)",59,,,,,,,,,59,,
"Actividad economica no especificada (153)",180,,,,5,,,,,1,,174
"Hombres (154)",6062,13,130,37,28,75,2842,142,205,2524,2,64
"Agric., ganadería, caza y silvicultura (155)",5160,,,7,,,2842,,1,2310,,
"Explotación de minas y canteras (157)",6,,,,,,,,1,5,,
"Industrias manufactureras (158)",133,1,,2,,1,,117,10,2,,
"Suministro de electricidad, gas y agua (159)",1,,,,,,,,,1,,
"Construcción (160)",276,,,1,,,,8,147,120,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",114,,,1,,63,,17,1,32,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",15,,,,,1,,13,1,,,
"Comercio al por mayor (163)",6,,,1,,4,,,,1,,
"Comercio al por menor (164)",93,,,,,58,,4,,31,,
"Hoteles y restaurantes (165)",9,,,,,6,,,,3,,
"Trans., almac. y comunicaciones (166)",59,,,,1,,,,43,15,,
"Intermediación financiera (167)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",16,,1,3,2,3,,,,7,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",52,10,1,4,16,2,,,2,15,2,
"Enseñanza (170)",135,2,126,,1,,,,,6,,
"Servicios sociales y de salud (171)",23,,2,17,1,,,,,3,,
"Otras activ. serv.comun.soc y personales (172)",6,,,2,2,,,,,2,,
"Hogares privados con servicio doméstico (173)",3,,,,,,,,,3,,
"Actividad economica no especificada (175)",68,,,,4,,,,,,,64
"Mujeres (176)",937,,111,14,9,158,138,44,2,351,,110
"Agric., ganadería, caza y silvicultura (177)",356,,,2,,,138,,,216,,
"Industrias manufactureras (180)",45,,,,,,,44,1,,,
"Construcción (182)",3,,,,,,,,1,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",151,,,,1,128,,,,22,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,,,,,,1,,
"Comercio al por mayor (185)",1,,,,,1,,,,,,
"Comercio al por menor (186)",149,,,,1,127,,,,21,,
"Hoteles y restaurantes (187)",53,,,,,26,,,,27,,
"Trans., almac. y comunicaciones (188)",2,,,1,,,,,,1,,
"Activid.inmobil., empres. y alquileres (190)",5,,1,1,1,,,,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",4,,,,3,,,,,1,,
"Enseñanza (192)",105,,104,,,,,,,1,,
"Servicios sociales y de salud (193)",24,,6,9,1,2,,,,6,,
"Otras activ. serv.comun.soc y personales (194)",21,,,1,2,2,,,,16,,
"Hogares privados con servicio doméstico (195)",56,,,,,,,,,56,,
"Actividad economica no especificada (197)",112,,,,1,,,,,1,,110
