"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Ocupación no especificada (037)",86,,35,25,18,8
"Desocupado (038)",15,,7,6,2,
,,,,,,
"URBANA (039)",847,11,261,379,157,39
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",1,,,,1,
"Profes., científicos e intelectuales (041)",198,,39,128,31,
"Técnicos de nivel medio y trab.asimilados (042)",51,,20,22,9,
"Jefes y empleados de oficina (043)",33,,9,18,6,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",107,2,28,37,29,11
"Agricult.trabaj. calif. agrop. y pesqueros (045)",47,,5,10,22,10
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",131,,53,69,6,3
"Obreros construc., conf., papel, fab., instr. (047)",65,1,20,30,12,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",163,8,63,50,34,8
"Otra (049)",6,,3,2,1,
"Ocupación no especificada (050)",19,,9,3,4,3
"Desocupado (051)",26,,12,10,2,2
"Hombres (052)",536,7,164,230,110,25
"Profes., científicos e intelectuales (054)",98,,11,67,20,
"Técnicos de nivel medio y trab.asimilados (055)",26,,10,9,7,
"Jefes y empleados de oficina (056)",13,,3,6,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",42,,12,13,12,5
"Agricult.trabaj. calif. agrop. y pesqueros (058)",47,,5,10,22,10
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",116,,51,57,6,2
"Obreros construc., conf., papel, fab., instr. (060)",64,1,20,30,12,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",98,6,39,29,21,3
"Otra (062)",6,,3,2,1,
"Ocupación no especificada (063)",6,,1,,3,2
"Desocupado (064)",20,,9,7,2,2
"Mujeres (065)",311,4,97,149,47,14
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",1,,,,1,
"Profes., científicos e intelectuales (067)",100,,28,61,11,
"Técnicos de nivel medio y trab.asimilados (068)",25,,10,13,2,
"Jefes y empleados de oficina (069)",20,,6,12,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",65,2,16,24,17,6
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",15,,2,12,,1
"Obreros construc., conf., papel, fab., instr. (073)",1,,,,,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",65,2,24,21,13,5
"Ocupación no especificada (076)",13,,8,3,1,1
"Desocupado (077)",6,,3,3,,
,,,,,,
"RURAL (078)",1523,13,424,500,411,175
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",2,,,2,,
"Profes., científicos e intelectuales (080)",75,,13,54,8,
"Técnicos de nivel medio y trab.asimilados (081)",5,,3,2,,
"Jefes y empleados de oficina (082)",12,,3,7,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",41,1,15,9,13,3
"Agricult.trabaj. calif. agrop. y pesqueros (084)",720,2,125,217,259,117
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",90,,40,36,12,2
"Obreros construc., conf., papel, fab., instr. (086)",43,,15,22,5,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",373,10,155,98,76,34
"Ocupación no especificada (089)",96,,28,30,25,13
"Desocupado (090)",66,,27,23,11,5
"Hombres (091)",1235,9,327,411,344,144
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",2,,,2,,
"Profes., científicos e intelectuales (093)",43,,5,32,6,
"Técnicos de nivel medio y trab.asimilados (094)",5,,3,2,,
"Jefes y empleados de oficina (095)",9,,1,6,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",16,,4,5,6,1
"Agricult.trabaj. calif. agrop. y pesqueros (097)",702,2,124,211,254,111
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",85,,37,35,11,2
"Obreros construc., conf., papel, fab., instr. (099)",43,,15,22,5,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",250,7,114,68,43,18
"Ocupación no especificada (102)",23,,1,8,8,6
"Desocupado (103)",57,,23,20,9,5
"Mujeres (104)",288,4,97,89,67,31
"Profes., científicos e intelectuales (106)",32,,8,22,2,
"Jefes y empleados de oficina (108)",3,,2,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",25,1,11,4,7,2
"Agricult.trabaj. calif. agrop. y pesqueros (110)",18,,1,6,5,6
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",5,,3,1,1,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",123,3,41,30,33,16
"Ocupación no especificada (115)",73,,27,22,17,7
"Desocupado (116)",9,,4,3,2,
