"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 15 a 19 años (022)",4,4,4,,,,,,,,,
"De 20 a 24 años (023)",7,5,3,2,,,,,,,2,2
"De 25 a 29 años (024)",9,9,1,3,2,2,1,,,,,18
"De 30 a 34 años (025)",11,11,3,,1,1,3,2,,1,,44
"De 35 a 39 años (026)",5,4,1,,2,,1,,,,1,9
"Primaria (030)",15797,15383,3281,1535,2066,1945,3242,2063,886,365,414,50550
"De 12 a 14 años (031)",1427,1426,1424,1,1,,,,,,1,3
"De 15 a 19 años (032)",682,668,522,114,29,2,1,,,,14,182
"De 20 a 24 años (033)",960,890,299,261,238,72,16,4,,,70,1045
"De 25 a 29 años (034)",1349,1266,195,297,363,253,146,10,2,,83,2480
"De 30 a 34 años (035)",1423,1357,152,161,324,307,325,78,8,2,66,3722
"De 35 a 39 años (036)",1827,1783,148,159,300,341,553,232,40,10,44,6124
"De 40 a 44 años (037)",1861,1826,137,125,238,292,559,354,99,22,35,7291
"De 45 a 49 años (038)",1793,1763,96,136,199,227,565,347,150,43,30,7684
"De 50 y más años (039)",4475,4404,308,281,374,451,1077,1038,587,288,71,22019
"Secundaria (040)",20148,19211,10182,2915,2583,1681,1411,326,95,18,937,22307
"De 12 a 14 años (041)",2934,2916,2910,4,2,,,,,,18,8
"De 15 a 19 años (042)",5201,5120,4680,385,48,6,1,,,,81,503
"De 20 a 24 años (043)",3571,3245,1456,1115,531,119,22,2,,,326,2639
"De 25 a 29 años (044)",2966,2694,573,723,839,416,133,9,1,,272,4271
"De 30 a 34 años (045)",2033,1905,262,323,542,421,318,32,7,,128,4287
"De 35 a 39 años (046)",1537,1478,132,193,338,345,389,63,16,2,59,4137
"De 40 a 44 años (047)",843,814,77,77,145,176,254,64,19,2,29,2608
"De 45 a 49 años (048)",496,482,41,36,77,99,139,72,15,3,14,1724
"De 50 y más años (049)",567,557,51,59,61,99,155,84,37,11,10,2130
"Sup. no Univ. incompleta (050)",1486,1337,877,210,146,58,39,7,,,149,885
"De 15 a 19 años (052)",410,403,387,14,2,,,,,,7,18
"De 20 a 24 años (053)",540,468,364,77,21,5,1,,,,72,138
"De 25 a 29 años (054)",244,192,82,62,39,8,1,,,,52,168
"De 30 a 34 años (055)",130,119,24,32,38,17,7,1,,,11,193
"De 35 a 39 años (056)",95,88,13,17,32,17,8,1,,,7,172
"De 40 a 44 años (057)",26,26,1,3,6,4,10,2,,,,83
"De 45 a 49 años (058)",18,18,3,1,3,4,5,2,,,,54
"De 50 y más años (059)",23,23,3,4,5,3,7,1,,,,59
"Sup. no Univ. completa (060)",1057,939,339,291,195,67,41,5,1,,118,1093
"De 20 a 24 años (063)",248,213,136,63,9,3,1,1,,,35,101
"De 25 a 29 años (064)",330,277,109,113,46,8,1,,,,53,233
"De 30 a 34 años (065)",206,186,39,59,60,21,7,,,,20,272
"De 35 a 39 años (066)",102,98,22,27,29,11,9,,,,4,156
"De 40 a 44 años (067)",72,70,12,12,25,12,7,1,1,,2,141
"De 45 a 49 años (068)",44,41,7,9,12,6,5,2,,,3,83
"De 50 y más años (069)",55,54,14,8,14,6,11,1,,,1,107
"Sup. Univ. incompleta (070)",579,504,340,75,53,23,12,1,,,75,309
"De 15 a 19 años (072)",145,145,140,4,1,,,,,,,6
"De 20 a 24 años (073)",218,184,153,27,3,1,,,,,34,36
"De 25 a 29 años (074)",94,65,29,21,12,1,1,1,,,29,60
"De 30 a 34 años (075)",43,38,9,13,11,4,1,,,,5,51
"De 35 a 39 años (076)",31,28,4,6,12,5,1,,,,3,49
"De 40 a 44 años (077)",22,20,3,2,8,3,4,,,,2,44
"De 45 a 49 años (078)",13,12,1,2,3,5,1,,,,1,27
"De 50 y más años (079)",13,12,1,,3,4,4,,,,1,36
"Sup. Univ. completa (080)",722,593,183,161,139,58,37,9,5,1,129,879
"De 20 a 24 años (083)",84,60,42,12,3,1,1,1,,,24,32
"De 25 a 29 años (084)",181,128,65,42,20,,1,,,,53,86
"De 30 a 34 años (085)",148,126,29,47,33,8,8,,,1,22,182
"De 35 a 39 años (086)",134,117,27,34,33,15,7,1,,,17,180
"De 40 a 44 años (087)",77,70,8,13,29,14,4,2,,,7,141
"De 45 a 49 años (088)",38,34,5,5,9,7,4,3,1,,4,88
"De 50 y más años (089)",60,58,7,8,12,13,12,2,4,,2,170
,,,,,,,,,,,,
"URBANA (100)",13002,12261,4787,1782,1773,1272,1454,762,302,129,741,24356
"De 12 a 14 años (101)",1215,1209,1206,1,2,,,,,,6,5
"De 15 a 19 años (102)",2022,1985,1828,131,20,4,2,,,,37,191
"De 20 a 24 años (103)",1872,1638,866,489,216,53,12,2,,,234,1144
"De 25 a 29 años (104)",1679,1472,340,446,431,186,61,7,1,,207,2174
"De 30 a 34 años (105)",1237,1144,147,234,341,216,171,30,5,,93,2530
"De 35 a 39 años (106)",1209,1162,104,157,285,271,259,70,15,1,47,3244
"De 40 a 44 años (107)",939,908,77,87,173,185,242,115,26,3,31,3041
"De 45 a 49 años (108)",762,739,50,69,107,129,207,133,37,7,23,2821
"De 50 y más años (109)",2067,2004,169,168,198,228,500,405,218,118,63,9206
"Sin nivel (110)",1043,986,104,79,86,111,232,204,102,68,57,4516
"De 12 a 14 años (111)",4,4,3,1,,,,,,,,1
"De 15 a 19 años (112)",15,15,11,1,2,1,,,,,,8
"De 20 a 24 años (113)",12,9,4,2,2,,1,,,,3,10
"De 25 a 29 años (114)",22,19,7,1,6,3,1,1,,,3,32
"De 30 a 34 años (115)",37,28,4,3,4,6,7,3,1,,9,87
"De 35 a 39 años (116)",49,45,4,7,5,12,13,3,1,,4,137
"De 40 a 44 años (117)",58,56,4,4,5,9,18,9,6,1,2,237
"De 45 a 49 años (118)",82,76,6,4,10,12,19,16,7,2,6,321
"De 50 y más años (119)",764,734,61,56,52,68,173,172,87,65,30,3683
"Educacion Inicial (120)",13,11,5,3,1,1,1,,,,2,13
"De 12 a 14 años (121)",1,1,1,,,,,,,,,
"De 15 a 19 años (122)",1,1,1,,,,,,,,,
"De 20 a 24 años (123)",4,2,1,1,,,,,,,2,1
"De 25 a 29 años (124)",4,4,1,2,,1,,,,,,5
"De 30 a 34 años (125)",2,2,1,,,,1,,,,,5
"De 35 a 39 años (126)",1,1,,,1,,,,,,,2
"Primaria (130)",3368,3238,677,336,462,451,686,415,158,53,130,10223
"De 12 a 14 años (131)",302,302,301,,1,,,,,,,2
"De 15 a 19 años (132)",130,126,97,24,2,2,1,,,,4,38
"De 20 a 24 años (133)",211,185,66,50,47,15,7,,,,26,218
"De 25 a 29 años (134)",274,244,35,54,82,47,23,2,1,,30,474
"De 30 a 34 años (135)",275,262,28,39,57,55,66,15,2,,13,714
"De 35 a 39 años (136)",430,417,30,36,78,94,122,52,5,,13,1387
"De 40 a 44 años (137)",427,419,34,32,62,75,125,76,14,1,8,1548
"De 45 a 49 años (138)",397,388,20,33,44,63,119,81,23,5,9,1608
"De 50 y más años (139)",922,895,66,68,89,100,223,189,113,47,27,4234
"Secundaria (140)",6309,5996,3072,896,843,572,445,123,37,8,313,7416
"De 12 a 14 años (141)",908,902,901,,1,,,,,,6,2
"De 15 a 19 años (142)",1565,1536,1420,99,15,1,1,,,,29,136
"De 20 a 24 años (143)",1057,933,428,325,143,34,3,,,,124,726
"De 25 a 29 años (144)",879,802,153,229,258,125,34,3,,,77,1283
"De 30 a 34 años (145)",617,575,63,107,180,129,83,11,2,,42,1296
"De 35 a 39 años (146)",492,479,39,60,125,128,104,13,9,1,13,1307
"De 40 a 44 años (147)",319,305,28,29,56,77,83,25,6,1,14,963
"De 45 a 49 años (148)",206,201,16,19,34,38,58,30,6,,5,701
"De 50 y más años (149)",266,263,24,28,31,40,79,41,14,6,3,1002
"Sup. no Univ. incompleta (150)",809,739,447,125,99,37,25,6,,,70,578
"De 15 a 19 años (152)",226,222,216,5,1,,,,,,4,7
"De 20 a 24 años (153)",278,248,184,47,14,3,,,,,30,84
"De 25 a 29 años (154)",129,102,30,40,25,6,1,,,,27,112
"De 30 a 34 años (155)",71,66,10,16,28,7,4,1,,,5,115
"De 35 a 39 años (156)",58,54,3,13,20,12,5,1,,,4,115
"De 40 a 44 años (157)",18,18,1,,5,4,6,2,,,,62
"De 45 a 49 años (158)",11,11,,1,2,3,4,1,,,,39
"De 50 y más años (159)",18,18,3,3,4,2,5,1,,,,44
"Sup. no Univ. completa (160)",647,586,184,192,135,45,26,4,,,61,730
"De 20 a 24 años (163)",140,119,76,37,5,,,1,,,21,54
"De 25 a 29 años (164)",192,168,54,78,31,4,1,,,,24,156
"De 30 a 34 años (165)",121,109,24,34,38,11,2,,,,12,152
"De 35 a 39 años (166)",72,70,11,19,23,9,8,,,,2,125
"De 40 a 44 años (167)",50,49,4,11,19,10,4,1,,,1,101
"De 45 a 49 años (168)",29,28,4,6,8,5,3,2,,,1,61
"De 50 y más años (169)",43,43,11,7,11,6,8,,,,,81
"Sup. Univ. incompleta (170)",337,298,191,46,38,13,9,1,,,39,207
"De 15 a 19 años (172)",85,85,83,2,,,,,,,,2
"De 20 a 24 años (173)",118,103,84,15,3,1,,,,,15,24
"De 25 a 29 años (174)",57,43,15,15,11,,1,1,,,14,49
"De 30 a 34 años (175)",26,22,5,7,7,2,1,,,,4,31
"De 35 a 39 años (176)",22,20,2,5,9,3,1,,,,2,36
"De 40 a 44 años (177)",11,9,1,1,4,,3,,,,2,22
"De 45 a 49 años (178)",10,9,1,1,2,4,1,,,,1,21
"De 50 y más años (179)",8,7,,,2,3,2,,,,1,22
"Sup. Univ. completa (180)",476,407,107,105,109,42,30,9,5,,69,673
"De 20 a 24 años (183)",52,39,23,12,2,,1,1,,,13,27
"De 25 a 29 años (184)",122,90,45,27,18,,,,,,32,63
"De 30 a 34 años (185)",88,80,12,28,27,6,7,,,,8,130
"De 35 a 39 años (186)",85,76,15,17,24,13,6,1,,,9,135
"De 40 a 44 años (187)",56,52,5,10,22,10,3,2,,,4,108
"De 45 a 49 años (188)",27,26,3,5,7,4,3,3,1,,1,70
"De 50 y más años (189)",46,44,4,6,9,9,10,2,4,,2,140
,,,,,,,,,,,,
"RURAL (200)",33600,32344,11068,3802,3911,3177,4942,3118,1573,753,1256,84532
"De 12 a 14 años (201)",3166,3152,3146,5,1,,,,,,14,7
"De 15 a 19 años (202)",4462,4397,3937,392,63,5,,,,,65,533
"De 20 a 24 años (203)",3808,3470,1612,1078,596,148,30,6,,,338,2877
"De 25 a 29 años (204)",3578,3235,738,830,907,511,232,15,2,,343,5266
"De 30 a 34 años (205)",2872,2695,389,416,681,580,521,90,12,6,177,6496
"De 35 a 39 años (206)",2679,2584,264,295,481,488,753,244,48,11,95,8078
"De 40 a 44 años (207)",2236,2185,182,163,298,335,694,367,122,24,51,8475
"De 45 a 49 años (208)",2048,2009,127,144,243,266,607,383,186,53,39,8734
"De 50 y más años (209)",8751,8617,673,479,641,844,2105,2013,1203,659,134,44066
"Sin nivel (210)",5729,5615,533,313,411,503,1377,1263,786,429,114,28276
"De 12 a 14 años (211)",11,11,11,,,,,,,,,
"De 15 a 19 años (212)",27,27,21,5,1,,,,,,,7
"De 20 a 24 años (213)",40,34,21,8,5,,,,,,6,18
"De 25 a 29 años (214)",62,57,17,14,11,6,8,1,,,5,92
"De 30 a 34 años (215)",78,69,14,12,9,11,16,4,1,2,9,188
"De 35 a 39 años (216)",108,105,17,9,15,13,31,14,6,,3,358
"De 40 a 44 años (217)",216,211,17,14,15,10,80,50,23,2,5,971
"De 45 a 49 años (218)",326,322,18,20,37,35,76,74,50,12,4,1574
"De 50 y más años (219)",4861,4779,397,231,318,428,1166,1120,706,413,82,25068
"Educacion Inicial (220)",28,26,11,2,4,2,4,2,,1,2,60
"De 12 a 14 años (221)",4,3,3,,,,,,,,1,
"De 15 a 19 años (222)",3,3,3,,,,,,,,,
"De 20 a 24 años (223)",3,3,2,1,,,,,,,,1
"De 25 a 29 años (224)",5,5,,1,2,1,1,,,,,13
"De 30 a 34 años (225)",9,9,2,,1,1,2,2,,1,,39
"De 35 a 39 años (226)",4,3,1,,1,,1,,,,1,7
"Primaria (230)",12429,12145,2604,1199,1604,1494,2556,1648,728,312,284,40327
"De 12 a 14 años (231)",1125,1124,1123,1,,,,,,,1,1
"De 15 a 19 años (232)",552,542,425,90,27,,,,,,10,144
"De 20 a 24 años (233)",749,705,233,211,191,57,9,4,,,44,827
"De 25 a 29 años (234)",1075,1022,160,243,281,206,123,8,1,,53,2006
"De 30 a 34 años (235)",1148,1095,124,122,267,252,259,63,6,2,53,3008
"De 35 a 39 años (236)",1397,1366,118,123,222,247,431,180,35,10,31,4737
"De 40 a 44 años (237)",1434,1407,103,93,176,217,434,278,85,21,27,5743
"De 45 a 49 años (238)",1396,1375,76,103,155,164,446,266,127,38,21,6076
"De 50 y más años (239)",3553,3509,242,213,285,351,854,849,474,241,44,17785
"Secundaria (240)",13839,13215,7110,2019,1740,1109,966,203,58,10,624,14891
"De 12 a 14 años (241)",2026,2014,2009,4,1,,,,,,12,6
"De 15 a 19 años (242)",3636,3584,3260,286,33,5,,,,,52,367
"De 20 a 24 años (243)",2514,2312,1028,790,388,85,19,2,,,202,1913
"De 25 a 29 años (244)",2087,1892,420,494,581,291,99,6,1,,195,2988
"De 30 a 34 años (245)",1416,1330,199,216,362,292,235,21,5,,86,2991
"De 35 a 39 años (246)",1045,999,93,133,213,217,285,50,7,1,46,2830
"De 40 a 44 años (247)",524,509,49,48,89,99,171,39,13,1,15,1645
"De 45 a 49 años (248)",290,281,25,17,43,61,81,42,9,3,9,1023
"De 50 y más años (249)",301,294,27,31,30,59,76,43,23,5,7,1128
"Sup. no Univ. incompleta (250)",677,598,430,85,47,21,14,1,,,79,307
"De 15 a 19 años (252)",184,181,171,9,1,,,,,,3,11
"De 20 a 24 años (253)",262,220,180,30,7,2,1,,,,42,54
"De 25 a 29 años (254)",115,90,52,22,14,2,,,,,25,56
"De 30 a 34 años (255)",59,53,14,16,10,10,3,,,,6,78
"De 35 a 39 años (256)",37,34,10,4,12,5,3,,,,3,57
"De 40 a 44 años (257)",8,8,,3,1,,4,,,,,21
"De 45 a 49 años (258)",7,7,3,,1,1,1,1,,,,15
"De 50 y más años (259)",5,5,,1,1,1,2,,,,,15
"Sup. no Univ. completa (260)",410,353,155,99,60,22,15,1,1,,57,363
"De 20 a 24 años (263)",108,94,60,26,4,3,1,,,,14,47
"De 25 a 29 años (264)",138,109,55,35,15,4,,,,,29,77
"De 30 a 34 años (265)",85,77,15,25,22,10,5,,,,8,120
"De 35 a 39 años (266)",30,28,11,8,6,2,1,,,,2,31
"De 40 a 44 años (267)",22,21,8,1,6,2,3,,1,,1,40
"De 45 a 49 años (268)",15,13,3,3,4,1,2,,,,2,22
"De 50 y más años (269)",12,11,3,1,3,,3,1,,,1,26
"Sup. Univ. incompleta (270)",242,206,149,29,15,10,3,,,,36,102
"De 15 a 19 años (272)",60,60,57,2,1,,,,,,,4
"De 20 a 24 años (273)",100,81,69,12,,,,,,,19,12
"De 25 a 29 años (274)",37,22,14,6,1,1,,,,,15,11
"De 30 a 34 años (275)",17,16,4,6,4,2,,,,,1,20
"De 35 a 39 años (276)",9,8,2,1,3,2,,,,,1,13
"De 40 a 44 años (277)",11,11,2,1,4,3,1,,,,,22
"De 45 a 49 años (278)",3,3,,1,1,1,,,,,,6
"De 50 y más años (279)",5,5,1,,1,1,2,,,,,14
"Sup. Univ. completa (280)",246,186,76,56,30,16,7,,,1,60,206
"De 20 a 24 años (283)",32,21,19,,1,1,,,,,11,5
"De 25 a 29 años (284)",59,38,20,15,2,,1,,,,21,23
"De 30 a 34 años (285)",60,46,17,19,6,2,1,,,1,14,52
"De 35 a 39 años (286)",49,41,12,17,9,2,1,,,,8,45
"De 40 a 44 años (287)",21,18,3,3,7,4,1,,,,3,33
"De 45 a 49 años (288)",11,8,2,,2,3,1,,,,3,18
"De 50 y más años (289)",14,14,3,2,3,4,2,,,,,30
