"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHURCAMPA (000)",13112,2222,20,5528,3742,251,583,146,620
"Agric., ganadería, caza y silvicultura (001)",9537,2028,16,4823,2530,44,48,22,26
"Pesca (002)",5,,,1,2,1,,,1
"Explotación de minas y canteras (003)",695,2,,67,348,60,106,31,81
"Industrias manufactureras (004)",167,22,,63,60,8,12,,2
"Suministro de electricidad, gas y agua (005)",25,1,,16,4,1,2,,1
"Construcción (006)",257,17,,94,113,9,13,2,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",562,35,1,186,259,26,29,15,11
"Venta, mant.y rep. veh.autom.y motoc. (008)",29,,,6,12,2,7,1,1
"Comercio al por mayor (009)",26,,1,13,8,1,,1,2
"Comercio al por menor (010)",507,35,,167,239,23,22,13,8
"Hoteles y restaurantes (011)",257,20,1,102,105,8,9,2,10
"Trans., almac. y comunicaciones (012)",124,1,,16,66,18,8,10,5
"Intermediación financiera (013)",5,,,,1,1,1,,2
"Activid.inmobil., empres. y de alquiler (014)",110,1,1,3,42,7,20,8,28
"Admin.pub. y defensa; p. segur.soc.afil (015)",245,6,,23,60,19,75,22,40
"Enseñanza (016)",670,,,6,51,32,207,28,346
"Servicios sociales y de salud (017)",102,2,,4,6,8,38,2,42
"Otras activ. serv.comun.soc y personales (018)",52,9,,18,10,3,5,2,5
"Hogares privados con servicio doméstico (019)",65,9,1,26,26,1,1,,1
"Actividad economica no especificada (021)",234,69,,80,59,5,9,2,10
"Hombres (022)",9188,1050,12,3993,3068,178,376,112,399
"Agric., ganadería, caza y silvicultura (023)",6936,1006,11,3622,2186,37,35,20,19
"Pesca (024)",5,,,1,2,1,,,1
"Explotación de minas y canteras (025)",669,1,,65,338,58,102,30,75
"Industrias manufactureras (026)",103,7,,45,39,4,7,,1
"Suministro de electricidad, gas y agua (027)",25,1,,16,4,1,2,,1
"Construcción (028)",251,17,,92,111,9,12,1,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",225,5,1,59,118,9,18,8,7
"Venta, mant.y rep. veh.autom.y motoc. (030)",28,,,5,12,2,7,1,1
"Comercio al por mayor (031)",20,,1,10,6,,,1,2
"Comercio al por menor (032)",177,5,,44,100,7,11,6,4
"Hoteles y restaurantes (033)",67,,,17,39,2,6,1,2
"Trans., almac. y comunicaciones (034)",118,,,16,65,16,6,10,5
"Intermediación financiera (035)",2,,,,,,,,2
"Activid.inmobil., empres. y de alquiler (036)",90,,,2,39,7,12,6,24
"Admin.pub. y defensa; p. segur.soc.afil (037)",178,4,,13,47,12,51,20,31
"Enseñanza (038)",367,,,4,36,14,104,13,196
"Servicios sociales y de salud (039)",35,,,1,1,4,13,,16
"Otras activ. serv.comun.soc y personales (040)",21,1,,6,5,1,3,2,3
"Hogares privados con servicio doméstico (041)",6,1,,,5,,,,
"Actividad economica no especificada (043)",90,7,,34,33,3,5,1,7
"Mujeres (044)",3924,1172,8,1535,674,73,207,34,221
"Agric., ganadería, caza y silvicultura (045)",2601,1022,5,1201,344,7,13,2,7
