"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",557,45,229,140,104,39
"Secundaria (034)",208,8,152,38,9,1
"Superior no univ. incompleta (035)",9,,6,3,,
"Superior no univ. completa (036)",25,,12,9,3,1
"Superior univ. incompleta (037)",6,,4,1,1,
"Superior univ. completa (038)",23,,8,11,4,
"No PEA (040)",19063,7828,4576,2967,2283,1409
"Sin nivel (041)",3746,447,350,805,1142,1002
"Educación inicial (042)",556,534,16,6,,
"Primaria (043)",11466,5948,2431,1754,977,356
"Secundaria (044)",2915,899,1602,292,102,20
"Superior no univ. incompleta (045)",139,,95,26,12,6
"Superior no univ. completa (046)",105,,45,37,15,8
"Superior univ. incompleta (047)",27,,20,3,2,2
"Superior univ. completa (048)",109,,17,44,33,15
,,,,,,
"URBANA (060)",4256,1104,1071,1013,756,312
"Sin nivel (061)",598,38,51,147,213,149
"Educación inicial (062)",61,57,4,,,
"Primaria (063)",2050,769,335,448,367,131
"Secundaria (064)",1029,240,502,191,86,10
"Superior no univ. incompleta (065)",114,,55,39,15,5
"Superior no univ. completa (066)",162,,63,82,15,2
"Superior univ. incompleta (067)",41,,20,9,7,5
"Superior univ. completa (068)",201,,41,97,53,10
"PEA (070)",1357,36,383,512,340,86
"Sin nivel (071)",139,2,14,52,54,17
"Primaria (073)",543,21,112,183,176,51
"Secundaria (074)",327,13,165,98,47,4
"Superior no univ. incompleta (075)",57,,15,30,9,3
"Superior no univ. completa (076)",109,,37,63,9,
"Superior univ. incompleta (077)",26,,8,8,6,4
"Superior univ. completa (078)",156,,32,78,39,7
"Ocupada (080)",1164,28,302,450,305,79
"Sin nivel (081)",118,2,12,44,46,14
"Primaria (083)",461,16,84,158,156,47
"Secundaria (084)",275,10,132,85,44,4
"Superior no univ. incompleta (085)",50,,10,28,9,3
"Superior no univ. completa (086)",92,,29,56,7,
"Superior univ. incompleta (087)",23,,7,7,5,4
"Superior univ. completa (088)",145,,28,72,38,7
"Desocupada (090)",193,8,81,62,35,7
"Sin nivel (091)",21,,2,8,8,3
"Primaria (093)",82,5,28,25,20,4
"Secundaria (094)",52,3,33,13,3,
"Superior no univ. incompleta (095)",7,,5,2,,
"Superior no univ. completa (096)",17,,8,7,2,
"Superior univ. incompleta (097)",3,,1,1,1,
"Superior univ. completa (098)",11,,4,6,1,
"No PEA (100)",2899,1068,688,501,416,226
"Sin nivel (101)",459,36,37,95,159,132
"Educación inicial (102)",61,57,4,,,
"Primaria (103)",1507,748,223,265,191,80
"Secundaria (104)",702,227,337,93,39,6
"Superior no univ. incompleta (105)",57,,40,9,6,2
"Superior no univ. completa (106)",53,,26,19,6,2
"Superior univ. incompleta (107)",15,,12,1,1,1
"Superior univ. completa (108)",45,,9,19,14,3
,,,,,,
"RURAL (120)",23615,6957,6524,4756,3465,1913
"Sin nivel (121)",4329,428,414,1054,1304,1129
"Educación inicial (122)",510,480,23,7,,
"Primaria (123)",14615,5355,3816,2913,1835,696
"Secundaria (124)",3631,694,2081,580,224,52
"Superior no univ. incompleta (125)",185,,108,58,14,5
"Superior no univ. completa (126)",129,,47,52,22,8
"Superior univ. incompleta (127)",46,,16,15,12,3
"Superior univ. completa (128)",170,,19,77,54,20
"PEA (130)",7451,197,2636,2290,1598,730
"Sin nivel (131)",1042,17,101,344,321,259
"Educación inicial (132)",15,3,11,1,,
"Primaria (133)",4656,155,1608,1424,1049,420
"Secundaria (134)",1418,22,816,381,161,38
"Superior no univ. incompleta (135)",103,,53,41,8,1
"Superior no univ. completa (136)",77,,28,34,13,2
"Superior univ. incompleta (137)",34,,8,13,11,2
"Superior univ. completa (138)",106,,11,52,35,8
"Ocupada (140)",6709,147,2292,2119,1481,670
"Sin nivel (141)",956,12,89,321,298,236
"Educación inicial (142)",15,3,11,1,,
"Primaria (143)",4181,115,1407,1309,965,385
"Secundaria (144)",1262,17,697,356,155,37
"Superior no univ. incompleta (145)",101,,52,40,8,1
"Superior no univ. completa (146)",69,,24,32,12,1
"Superior univ. incompleta (147)",31,,5,13,11,2
"Superior univ. completa (148)",94,,7,47,32,8
"Desocupada (150)",742,50,344,171,117,60
"Sin nivel (151)",86,5,12,23,23,23
"Primaria (153)",475,40,201,115,84,35
"Secundaria (154)",156,5,119,25,6,1
"Superior no univ. incompleta (155)",2,,1,1,,
"Superior no univ. completa (156)",8,,4,2,1,1
"Superior univ. incompleta (157)",3,,3,,,
"Superior univ. completa (158)",12,,4,5,3,
"No PEA (160)",16164,6760,3888,2466,1867,1183
"Sin nivel (161)",3287,411,313,710,983,870
"Educación inicial (162)",495,477,12,6,,
"Primaria (163)",9959,5200,2208,1489,786,276
"Secundaria (164)",2213,672,1265,199,63,14
"Superior no univ. incompleta (165)",82,,55,17,6,4
"Superior no univ. completa (166)",52,,19,18,9,6
"Superior univ. incompleta (167)",12,,8,2,1,1
"Superior univ. completa (168)",64,,8,25,19,12
