"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia PAITA (000)",28103,159,554,1431,2798,5798,11244,6119
"De 12 a 14 años (001)",26,,,,,,3,23
"De 15 a 19 años (002)",827,,,,,,481,346
"De 20 a 24 años (003)",3369,,,,,3,2093,1273
"De 25 a 29 años (004)",4263,,,,,180,3041,1042
"De 30 a 34 años (005)",3981,,,,1,549,2673,758
"De 35 a 39 años (006)",3567,,,,22,1110,1832,603
"De 40 a 44 años (007)",2959,,,,162,1527,832,438
"De 45 a 49 años (008)",2372,,,5,463,1325,246,333
"De 50 y más años (009)",6739,159,554,1426,2150,1104,43,1303
"Conviviente (010)",8858,8,30,124,352,1347,5153,1844
"De 12 a 14 años (011)",15,,,,,,1,14
"De 15 a 19 años (012)",617,,,,,,355,262
"De 20 a 24 años (013)",1721,,,,,1,1225,495
"De 25 a 29 años (014)",1976,,,,,72,1551,353
"De 30 a 34 años (015)",1552,,,,1,180,1105,266
"De 35 a 39 años (016)",1108,,,,5,321,622,160
"De 40 a 44 años (017)",693,,,,35,349,227,82
"De 45 a 49 años (018)",413,,,,61,242,59,51
"De 50 y más años (019)",763,8,30,124,250,182,8,161
"Separado(a) (020)",1853,5,22,75,198,477,623,453
"De 12 a 14 años (021)",1,,,,,,,1
"De 15 a 19 años (022)",49,,,,,,31,18
"De 20 a 24 años (023)",199,,,,,1,135,63
"De 25 a 29 años (024)",240,,,,,23,156,61
"De 30 a 34 años (025)",276,,,,,62,150,64
"De 35 a 39 años (026)",265,,,,6,116,83,60
"De 40 a 44 años (027)",225,,,,20,117,39,49
"De 45 a 49 años (028)",208,,,2,46,98,27,35
"De 50 y más años (029)",390,5,22,73,126,60,2,102
"Casado(a) (030)",13388,31,220,817,1898,3599,4936,1887
"De 12 a 14 años (031)",4,,,,,,,4
"De 15 a 19 años (032)",105,,,,,,57,48
"De 20 a 24 años (033)",817,,,,,,596,221
"De 25 a 29 años (034)",1529,,,,,67,1190,272
"De 30 a 34 años (035)",1811,,,,,245,1323,243
"De 35 a 39 años (036)",1863,,,,6,602,1048,207
"De 40 a 44 años (037)",1771,,,,87,965,537,182
"De 45 a 49 años (038)",1557,,,3,318,920,154,162
"De 50 y más años (039)",3931,31,220,814,1487,800,31,548
"Viudo(a) (040)",1538,110,271,371,268,143,47,328
"De 20 a 24 años (043)",6,,,,,,5,1
"De 25 a 29 años (044)",16,,,,,3,11,2
"De 30 a 34 años (045)",16,,,,,7,7,2
"De 35 a 39 años (046)",34,,,,,19,11,4
"De 40 a 44 años (047)",55,,,,3,35,9,8
"De 45 a 49 años (048)",66,,,,20,35,2,9
"De 50 y más años (049)",1345,110,271,371,245,44,2,302
