"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Servicios sociales y de salud (039)",283,,53,136,86,8
"Otras activ. serv.comun.soc y personales (040)",473,18,202,143,84,26
"Hogares privados con servicio doméstico (041)",245,12,132,64,28,9
"Organiz. y organos extraterritoriales (042)",2,,,1,1,
"Actividad economica no especificada (043)",655,4,224,225,177,25
"Mujeres (045)",12240,284,4020,4631,2882,423
"Agric., ganadería, caza y silvicultura (046)",2598,103,798,845,687,165
"Explotación de minas y canteras (048)",5,,1,3,1,
"Industrias manufactureras (049)",515,18,155,204,126,12
"Suministro de electricidad, gas y agua (050)",9,,4,2,3,
"Construcción (051)",53,,21,25,7,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",3426,60,1039,1374,848,105
"Venta, mant.y rep. veh.autom.y motoc. (053)",76,2,34,29,11,
"Comercio al por mayor (054)",129,4,38,58,26,3
"Comercio al por menor (055)",3221,54,967,1287,811,102
"Hoteles y restaurantes (056)",1618,35,528,581,408,66
"Trans., almac. y comunicaciones (057)",174,1,109,45,19,
"Intermediación financiera (058)",39,,30,9,,
"Activid.inmobil., empres. y alquileres (059)",250,,118,100,32,
"Admin.pub. y defensa; p. segur.soc.afil (060)",206,,77,89,40,
"Enseñanza (061)",861,,168,467,220,6
"Servicios sociales y de salud (062)",435,,113,225,93,4
"Otras activ. serv.comun.soc y personales (063)",484,10,137,204,119,14
"Hogares privados con servicio doméstico (064)",851,54,441,201,137,18
"Actividad economica no especificada (066)",716,3,281,257,142,33
,,,,,,
"URBANA (067)",26549,557,8879,9663,6497,953
"Agric., ganadería, caza y silvicultura (068)",5076,147,1684,1609,1284,352
"Pesca (069)",44,,21,18,5,
"Explotación de minas y canteras (070)",55,,18,21,13,3
"Industrias manufactureras (071)",1479,68,536,474,359,42
"Suministro de electricidad, gas y agua (072)",66,,22,27,16,1
"Construcción (073)",1503,14,504,544,398,43
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",6427,149,2037,2359,1632,250
"Venta, mant.y rep. veh.autom.y motoc. (075)",643,21,231,210,159,22
"Comercio al por mayor (076)",301,7,117,118,54,5
"Comercio al por menor (077)",5483,121,1689,2031,1419,223
"Hoteles y restaurantes (078)",1986,74,673,658,495,86
"Trans., almac. y comunicaciones (079)",2613,10,1027,984,564,28
"Intermediación financiera (080)",95,,56,25,14,
"Activid.inmobil., empres. y alquileres (081)",940,4,365,364,190,17
"Admin.pub. y defensa; p. segur.soc.afil (082)",1097,,317,481,289,10
"Enseñanza (083)",1621,,301,828,471,21
"Servicios sociales y de salud (084)",664,,148,335,170,11
"Otras activ. serv.comun.soc y personales (085)",923,28,328,329,200,38
"Hogares privados con servicio doméstico (086)",845,56,438,205,132,14
"Organiz. y organos extraterritoriales (087)",2,,,1,1,
"Actividad economica no especificada (088)",1113,7,404,401,264,37
"Hombres (089)",16962,370,5780,5929,4220,663
"Agric., ganadería, caza y silvicultura (090)",4229,127,1466,1309,1039,288
"Pesca (091)",44,,21,18,5,
"Explotación de minas y canteras (092)",51,,18,18,12,3
"Industrias manufactureras (093)",1041,51,410,302,245,33
"Suministro de electricidad, gas y agua (094)",57,,18,25,13,1
"Construcción (095)",1452,14,485,519,391,43
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",3256,95,1071,1098,842,150
"Venta, mant.y rep. veh.autom.y motoc. (097)",572,19,199,182,150,22
"Comercio al por mayor (098)",177,3,80,64,28,2
"Comercio al por menor (099)",2507,73,792,852,664,126
"Hoteles y restaurantes (100)",536,40,207,140,125,24
"Trans., almac. y comunicaciones (101)",2452,9,922,947,546,28
"Intermediación financiera (102)",56,,26,16,14,
"Activid.inmobil., empres. y alquileres (103)",697,4,251,266,159,17
"Admin.pub. y defensa; p. segur.soc.afil (104)",903,,247,397,249,10
"Enseñanza (105)",826,,154,396,261,15
"Servicios sociales y de salud (106)",263,,47,127,81,8
"Otras activ. serv.comun.soc y personales (107)",451,18,194,133,81,25
"Hogares privados con servicio doméstico (108)",112,8,66,28,10,
"Organiz. y organos extraterritoriales (109)",2,,,1,1,
"Actividad economica no especificada (110)",534,4,177,189,146,18
"Mujeres (112)",9587,187,3099,3734,2277,290
"Agric., ganadería, caza y silvicultura (113)",847,20,218,300,245,64
"Explotación de minas y canteras (115)",4,,,3,1,
"Industrias manufactureras (116)",438,17,126,172,114,9
"Suministro de electricidad, gas y agua (117)",9,,4,2,3,
"Construcción (118)",51,,19,25,7,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",3171,54,966,1261,790,100
"Venta, mant.y rep. veh.autom.y motoc. (120)",71,2,32,28,9,
"Comercio al por mayor (121)",124,4,37,54,26,3
"Comercio al por menor (122)",2976,48,897,1179,755,97
"Hoteles y restaurantes (123)",1450,34,466,518,370,62
"Trans., almac. y comunicaciones (124)",161,1,105,37,18,
"Intermediación financiera (125)",39,,30,9,,
"Activid.inmobil., empres. y alquileres (126)",243,,114,98,31,
"Admin.pub. y defensa; p. segur.soc.afil (127)",194,,70,84,40,
"Enseñanza (128)",795,,147,432,210,6
"Servicios sociales y de salud (129)",401,,101,208,89,3
"Otras activ. serv.comun.soc y personales (130)",472,10,134,196,119,13
"Hogares privados con servicio doméstico (131)",733,48,372,177,122,14
"Actividad economica no especificada (133)",579,3,227,212,118,19
,,,,,,
"RURAL (134)",17656,584,6490,5670,3843,1069
"Agric., ganadería, caza y silvicultura (135)",15454,544,5617,4871,3423,999
"Pesca (136)",3,,,2,1,
"Explotación de minas y canteras (137)",10,,7,2,,1
"Industrias manufactureras (138)",266,12,121,80,47,6
"Suministro de electricidad, gas y agua (139)",1,,,1,,
"Construcción (140)",104,,38,41,23,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",500,12,154,201,116,17
"Venta, mant.y rep. veh.autom.y motoc. (142)",51,3,22,14,11,1
"Comercio al por mayor (143)",20,,5,11,4,
"Comercio al por menor (144)",429,9,127,176,101,16
"Hoteles y restaurantes (145)",190,3,69,69,45,4
"Trans., almac. y comunicaciones (146)",297,3,125,125,43,1
"Activid.inmobil., empres. y alquileres (148)",23,,11,7,5,
"Admin.pub. y defensa; p. segur.soc.afil (149)",93,,50,34,8,1
"Enseñanza (150)",118,,33,52,32,1
"Servicios sociales y de salud (151)",54,,18,26,9,1
"Otras activ. serv.comun.soc y personales (152)",34,,11,18,3,2
"Hogares privados con servicio doméstico (153)",251,10,135,60,33,13
"Actividad economica no especificada (155)",258,,101,81,55,21
"Hombres (156)",15003,487,5569,4773,3238,936
"Agric., ganadería, caza y silvicultura (157)",13703,461,5037,4326,2981,898
"Pesca (158)",3,,,2,1,
"Explotación de minas y canteras (159)",9,,6,2,,1
"Industrias manufactureras (160)",189,11,92,48,35,3
"Suministro de electricidad, gas y agua (161)",1,,,1,,
"Construcción (162)",102,,36,41,23,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",245,6,81,88,58,12
"Venta, mant.y rep. veh.autom.y motoc. (164)",46,3,20,13,9,1
"Comercio al por mayor (165)",15,,4,7,4,
"Comercio al por menor (166)",184,3,57,68,45,11
"Hoteles y restaurantes (167)",22,2,7,6,7,
"Trans., almac. y comunicaciones (168)",284,3,121,117,42,1
"Activid.inmobil., empres. y alquileres (170)",16,,7,5,4,
"Admin.pub. y defensa; p. segur.soc.afil (171)",81,,43,29,8,1
"Enseñanza (172)",52,,12,17,22,1
"Servicios sociales y de salud (173)",20,,6,9,5,
"Otras activ. serv.comun.soc y personales (174)",22,,8,10,3,1
"Hogares privados con servicio doméstico (175)",133,4,66,36,18,9
"Actividad economica no especificada (177)",121,,47,36,31,7
"Mujeres (179)",2653,97,921,897,605,133
"Agric., ganadería, caza y silvicultura (180)",1751,83,580,545,442,101
"Explotación de minas y canteras (182)",1,,1,,,
"Industrias manufactureras (183)",77,1,29,32,12,3
"Construcción (185)",2,,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",255,6,73,113,58,5
"Venta, mant.y rep. veh.autom.y motoc. (187)",5,,2,1,2,
"Comercio al por mayor (188)",5,,1,4,,
"Comercio al por menor (189)",245,6,70,108,56,5
"Hoteles y restaurantes (190)",168,1,62,63,38,4
"Trans., almac. y comunicaciones (191)",13,,4,8,1,
"Activid.inmobil., empres. y alquileres (193)",7,,4,2,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",12,,7,5,,
"Enseñanza (195)",66,,21,35,10,
"Servicios sociales y de salud (196)",34,,12,17,4,1
"Otras activ. serv.comun.soc y personales (197)",12,,3,8,,1
"Hogares privados con servicio doméstico (198)",118,6,69,24,15,4
"Actividad economica no especificada (200)",137,,54,45,24,14
