"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Industrias manufactureras (048)",37,3,,13,17,1,1,,2
"Suministro de electricidad, gas y agua (049)",1,,,,1,,,,
"Construcción (050)",10,1,,3,3,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",490,58,1,167,200,19,24,11,10
"Venta, mant.y rep. veh.autom.y motoc. (052)",4,,,1,2,1,,,
"Comercio al por mayor (053)",15,,,4,8,,2,,1
"Comercio al por menor (054)",471,58,1,162,190,18,22,11,9
"Hoteles y restaurantes (055)",151,12,,68,60,4,3,1,3
"Trans., almac. y comunicaciones (056)",7,1,,,2,,2,1,1
"Activid.inmobil., empres. y de alquiler (058)",20,,,,4,3,6,1,6
"Admin.pub. y defensa; p. segur.soc.afil (059)",48,2,,6,7,3,11,4,15
"Enseñanza (060)",272,,,,25,8,90,9,140
"Servicios sociales y de salud (061)",87,,,6,17,2,24,,38
"Otras activ. serv.comun.soc y personales (062)",34,2,,8,10,2,5,5,2
"Hogares privados con servicio doméstico (063)",64,8,,35,20,,1,,
"Actividad economica no especificada (065)",266,103,,102,44,4,1,2,10
,,,,,,,,,
"URBANA (066)",4951,458,9,1623,1713,154,332,129,533
"Agric., ganadería, caza y silvicultura (067)",2480,357,6,1131,861,40,31,26,28
"Pesca (068)",1,,,1,,,,,
"Explotación de minas y canteras (069)",4,,,1,2,,,,1
"Industrias manufactureras (070)",115,,,32,63,6,5,4,5
"Suministro de electricidad, gas y agua (071)",5,,,1,3,,1,,
"Construcción (072)",149,4,1,36,75,8,10,4,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",726,50,1,216,339,36,33,21,30
"Venta, mant.y rep. veh.autom.y motoc. (074)",30,,,3,18,2,3,,4
"Comercio al por mayor (075)",25,,,6,16,,1,1,1
"Comercio al por menor (076)",671,50,1,207,305,34,29,20,25
"Hoteles y restaurantes (077)",172,12,,66,77,5,3,4,5
"Trans., almac. y comunicaciones (078)",130,1,,24,79,6,6,5,9
"Intermediación financiera (079)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (080)",78,,,2,17,9,14,4,32
"Admin.pub. y defensa; p. segur.soc.afil (081)",194,2,,10,62,18,28,20,54
"Enseñanza (082)",495,,,,28,12,147,28,280
"Servicios sociales y de salud (083)",118,,,4,13,3,39,2,57
"Otras activ. serv.comun.soc y personales (084)",55,3,,12,18,3,8,4,7
"Hogares privados con servicio doméstico (085)",50,2,,27,18,,1,2,
"Actividad economica no especificada (087)",178,27,1,60,57,8,6,5,14
"Hombres (088)",3090,161,7,994,1223,101,183,94,327
"Agric., ganadería, caza y silvicultura (089)",1707,146,5,775,683,29,26,23,20
"Explotación de minas y canteras (091)",4,,,1,2,,,,1
"Industrias manufactureras (092)",88,,,22,50,5,4,4,3
"Suministro de electricidad, gas y agua (093)",4,,,1,2,,1,,
"Construcción (094)",144,4,1,35,74,6,9,4,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",322,5,,80,174,18,15,10,20
"Venta, mant.y rep. veh.autom.y motoc. (096)",26,,,2,16,1,3,,4
"Comercio al por mayor (097)",12,,,2,9,,,1,
"Comercio al por menor (098)",284,5,,76,149,17,12,9,16
"Hoteles y restaurantes (099)",50,,,17,27,1,,3,2
"Trans., almac. y comunicaciones (100)",124,1,,24,77,6,4,4,8
"Intermediación financiera (101)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (102)",62,,,2,14,7,8,3,28
"Admin.pub. y defensa; p. segur.soc.afil (103)",157,1,,6,59,16,19,17,39
"Enseñanza (104)",264,,,,12,6,68,19,159
"Servicios sociales y de salud (105)",53,,,2,2,1,21,2,25
"Otras activ. serv.comun.soc y personales (106)",26,1,,5,11,1,3,,5
"Hogares privados con servicio doméstico (107)",8,,,3,3,,,2,
"Actividad economica no especificada (109)",76,3,1,21,32,5,5,3,6
"Mujeres (110)",1861,297,2,629,490,53,149,35,206
"Agric., ganadería, caza y silvicultura (111)",773,211,1,356,178,11,5,3,8
"Pesca (112)",1,,,1,,,,,
"Industrias manufactureras (114)",27,,,10,13,1,1,,2
"Suministro de electricidad, gas y agua (115)",1,,,,1,,,,
"Construcción (116)",5,,,1,1,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",404,45,1,136,165,18,18,11,10
"Venta, mant.y rep. veh.autom.y motoc. (118)",4,,,1,2,1,,,
"Comercio al por mayor (119)",13,,,4,7,,1,,1
"Comercio al por menor (120)",387,45,1,131,156,17,17,11,9
"Hoteles y restaurantes (121)",122,12,,49,50,4,3,1,3
"Trans., almac. y comunicaciones (122)",6,,,,2,,2,1,1
"Activid.inmobil., empres. y de alquiler (124)",16,,,,3,2,6,1,4
"Admin.pub. y defensa; p. segur.soc.afil (125)",37,1,,4,3,2,9,3,15
"Enseñanza (126)",231,,,,16,6,79,9,121
"Servicios sociales y de salud (127)",65,,,2,11,2,18,,32
"Otras activ. serv.comun.soc y personales (128)",29,2,,7,7,2,5,4,2
"Hogares privados con servicio doméstico (129)",42,2,,24,15,,1,,
"Actividad economica no especificada (131)",102,24,,39,25,3,1,2,8
,,,,,,,,,
"RURAL (132)",10459,2035,12,5051,2998,74,123,41,125
"Agric., ganadería, caza y silvicultura (133)",9314,1890,11,4711,2570,41,40,25,26
"Pesca (134)",3,,,3,,,,,
"Explotación de minas y canteras (135)",21,,,9,10,1,,,1
"Industrias manufactureras (136)",53,4,,12,34,1,2,,
"Suministro de electricidad, gas y agua (137)",4,,,1,3,,,,
"Construcción (138)",111,6,,49,48,5,1,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",259,21,1,84,134,6,9,3,1
"Venta, mant.y rep. veh.autom.y motoc. (140)",9,,1,1,5,,,1,1
"Comercio al por mayor (141)",8,,,2,4,,2,,
"Comercio al por menor (142)",242,21,,81,125,6,7,2,
"Hoteles y restaurantes (143)",45,1,,21,21,1,,1,
"Trans., almac. y comunicaciones (144)",51,2,,13,31,1,3,,1
"Activid.inmobil., empres. y de alquiler (146)",16,,,2,4,2,1,,7
"Admin.pub. y defensa; p. segur.soc.afil (147)",61,1,,6,30,3,9,3,9
"Enseñanza (148)",139,,,,20,11,41,4,63
"Servicios sociales y de salud (149)",40,,,5,9,,13,,13
"Otras activ. serv.comun.soc y personales (150)",20,,,5,13,,,2,
"Hogares privados con servicio doméstico (151)",28,6,,15,7,,,,
"Actividad economica no especificada (153)",294,104,,115,64,2,4,2,3
"Hombres (154)",7306,911,7,3593,2511,64,91,36,93
"Agric., ganadería, caza y silvicultura (155)",6563,870,6,3391,2181,37,33,22,23
"Pesca (156)",1,,,1,,,,,
"Explotación de minas y canteras (157)",21,,,9,10,1,,,1
"Industrias manufactureras (158)",43,1,,9,30,1,2,,
"Suministro de electricidad, gas y agua (159)",4,,,1,3,,,,
"Construcción (160)",106,5,,47,46,5,1,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",173,8,1,53,99,5,3,3,1
"Venta, mant.y rep. veh.autom.y motoc. (162)",9,,1,1,5,,,1,1
"Comercio al por mayor (163)",6,,,2,3,,1,,
"Comercio al por menor (164)",158,8,,50,91,5,2,2,
"Hoteles y restaurantes (165)",16,1,,2,11,1,,1,
"Trans., almac. y comunicaciones (166)",50,1,,13,31,1,3,,1
"Activid.inmobil., empres. y de alquiler (168)",12,,,2,3,1,1,,5
"Admin.pub. y defensa; p. segur.soc.afil (169)",50,,,4,26,2,7,2,9
"Enseñanza (170)",98,,,,11,9,30,4,44
"Servicios sociales y de salud (171)",18,,,1,3,,7,,7
"Otras activ. serv.comun.soc y personales (172)",15,,,4,10,,,1,
"Hogares privados con servicio doméstico (173)",6,,,4,2,,,,
"Actividad economica no especificada (175)",130,25,,52,45,1,4,2,1
"Mujeres (176)",3153,1124,5,1458,487,10,32,5,32
"Agric., ganadería, caza y silvicultura (177)",2751,1020,5,1320,389,4,7,3,3
"Pesca (178)",2,,,2,,,,,
"Industrias manufactureras (180)",10,3,,3,4,,,,
"Construcción (182)",5,1,,2,2,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",86,13,,31,35,1,6,,
"Comercio al por mayor (185)",2,,,,1,,1,,
"Comercio al por menor (186)",84,13,,31,34,1,5,,
"Hoteles y restaurantes (187)",29,,,19,10,,,,
"Trans., almac. y comunicaciones (188)",1,1,,,,,,,
"Activid.inmobil., empres. y de alquiler (190)",4,,,,1,1,,,2
"Admin.pub. y defensa; p. segur.soc.afil (191)",11,1,,2,4,1,2,1,
"Enseñanza (192)",41,,,,9,2,11,,19
"Servicios sociales y de salud (193)",22,,,4,6,,6,,6
"Otras activ. serv.comun.soc y personales (194)",5,,,1,3,,,1,
"Hogares privados con servicio doméstico (195)",22,6,,11,5,,,,
"Actividad economica no especificada (197)",164,79,,63,19,1,,,2
