"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CONDORCANQUI (000)",10367,9181,333,141,712
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",34,,6,2,26
"Profes., científicos e intelectuales (002)",750,155,83,78,434
"Técnicos de nivel medio y trab. asimilados (003)",140,57,13,4,66
"Jefes y empleados de oficina (004)",112,9,4,11,88
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",312,290,7,3,12
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4976,4897,77,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",141,111,13,3,14
"Obreros construc.,conf.,papel, fab., instr. (008)",183,146,24,5,8
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",3471,3318,104,31,18
"Otra (010)",41,,,,41
"Ocupación no especificada (011)",207,198,2,3,4
"Hombres (012)",6023,5135,249,100,539
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",30,,5,2,23
"Profes., científicos e intelectuales (014)",516,96,55,55,310
"Técnicos de nivel medio y trab. asimilados (015)",107,43,9,2,53
"Jefes y empleados de oficina (016)",74,8,1,3,62
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",173,160,1,2,10
"Agricult.trabaj.calif.agrop.y pesqueros (018)",3671,3604,65,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",129,101,12,2,14
"Obreros construc.,conf.,papel, fab., instr. (020)",181,145,23,5,8
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",1037,918,78,28,13
"Otra (022)",41,,,,41
"Ocupación no especificada (023)",64,60,,,4
"Mujeres (024)",4344,4046,84,41,173
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",4,,1,,3
"Profes., científicos e intelectuales (026)",234,59,28,23,124
"Técnicos de nivel medio y trab. asimilados (027)",33,14,4,2,13
"Jefes y empleados de oficina (028)",38,1,3,8,26
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",139,130,6,1,2
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1305,1293,12,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",12,10,1,1,
"Obreros construc.,conf.,papel, fab., instr. (032)",2,1,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2434,2400,26,3,5
