"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia FERREÑAFE (000)",30094,4407,9750,9838,759,2527,674,2139
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",33,29,,,4,,,
"Profes., científicos e intelectuales (002)",2072,1709,,346,12,5,,
"Técnicos de nivel medio y trab. asimilados (003)",862,590,,233,21,11,7,
"Jefes y empleados de oficina (004)",611,600,,2,,9,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2695,503,25,1903,55,209,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4621,8,2,4041,570,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1462,,478,914,32,38,,
"Obreros construc.,conf.,papel, fab., instr. (008)",2267,238,627,1343,48,11,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",12451,434,8424,794,6,2126,667,
"Otra (010)",174,174,,,,,,
"Ocupaciñn no especificada (011)",707,122,194,262,11,118,,
"Desocupado (012)",2139,,,,,,,2139
"Hombres (013)",22230,2497,8744,7279,706,1350,27,1627
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",27,26,,,1,,,
"Profes., científicos e intelectuales (015)",1059,837,,213,7,2,,
"Técnicos de nivel medio y trab. asimilados (016)",525,302,,198,18,6,1,
"Jefes y empleados de oficina (017)",307,303,,,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",1151,280,9,780,30,52,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",4205,8,2,3632,563,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",1118,,443,622,31,22,,
"Obreros construc.,conf.,papel, fab., instr. (021)",2230,234,617,1320,48,11,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",9456,284,7545,379,1,1221,26,
"Otra (023)",171,171,,,,,,
"Ocupaciñn no especificada (024)",354,52,128,135,7,32,,
"Desocupado (025)",1627,,,,,,,1627
"Mujeres (026)",7864,1910,1006,2559,53,1177,647,512
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",6,3,,,3,,,
"Profes., científicos e intelectuales (028)",1013,872,,133,5,3,,
"Técnicos de nivel medio y trab. asimilados (029)",337,288,,35,3,5,6,
"Jefes y empleados de oficina (030)",304,297,,2,,5,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1544,223,16,1123,25,157,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",416,,,409,7,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",344,,35,292,1,16,,
"Obreros construc.,conf.,papel, fab., instr. (034)",37,4,10,23,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",2995,150,879,415,5,905,641,
"Otra (036)",3,3,,,,,,
"Ocupaciñn no especificada (037)",353,70,66,127,4,86,,
"Desocupado (038)",512,,,,,,,512
,,,,,,,,
"URBANA (039)",17598,3945,4972,5739,317,597,563,1465
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",28,25,,,3,,,
"Profes., científicos e intelectuales (041)",1764,1480,,268,12,4,,
"Técnicos de nivel medio y trab. asimilados (042)",780,533,,212,19,9,7,
"Jefes y empleados de oficina (043)",578,567,,2,,9,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",2428,466,24,1690,55,193,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",1005,6,,861,138,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",1197,,439,704,32,22,,
"Obreros construc.,conf.,papel, fab., instr. (047)",1976,217,528,1176,45,10,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",5839,385,3889,714,6,289,556,
"Otra (049)",168,168,,,,,,
"Ocupaciñn no especificada (050)",370,98,92,112,7,61,,
"Desocupado (051)",1465,,,,,,,1465
"Hombres (052)",12407,2201,4666,3940,269,270,17,1044
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",23,22,,,1,,,
"Profes., científicos e intelectuales (054)",859,699,,152,7,1,,
"Técnicos de nivel medio y trab. asimilados (055)",465,265,,179,16,4,1,
"Jefes y empleados de oficina (056)",289,285,,,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",1045,261,8,699,30,47,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",950,6,,809,135,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",1011,,409,553,31,18,,
"Obreros construc.,conf.,papel, fab., instr. (060)",1943,214,520,1154,45,10,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",4436,246,3668,337,1,168,16,
"Otra (062)",166,166,,,,,,
"Ocupaciñn no especificada (063)",176,37,61,57,3,18,,
"Desocupado (064)",1044,,,,,,,1044
"Mujeres (065)",5191,1744,306,1799,48,327,546,421
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",5,3,,,2,,,
"Profes., científicos e intelectuales (067)",905,781,,116,5,3,,
"Técnicos de nivel medio y trab. asimilados (068)",315,268,,33,3,5,6,
"Jefes y empleados de oficina (069)",289,282,,2,,5,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1383,205,16,991,25,146,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",55,,,52,3,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",186,,30,151,1,4,,
"Obreros construc.,conf.,papel, fab., instr. (073)",33,3,8,22,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",1403,139,221,377,5,121,540,
"Otra (075)",2,2,,,,,,
"Ocupaciñn no especificada (076)",194,61,31,55,4,43,,
"Desocupado (077)",421,,,,,,,421
,,,,,,,,
"RURAL (078)",12496,462,4778,4099,442,1930,111,674
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",5,4,,,1,,,
"Profes., científicos e intelectuales (080)",308,229,,78,,1,,
"Técnicos de nivel medio y trab. asimilados (081)",82,57,,21,2,2,,
"Jefes y empleados de oficina (082)",33,33,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",267,37,1,213,,16,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",3616,2,2,3180,432,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",265,,39,210,,16,,
"Obreros construc.,conf.,papel, fab., instr. (086)",291,21,99,167,3,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",6612,49,4535,80,,1837,111,
"Otra (088)",6,6,,,,,,
"Ocupaciñn no especificada (089)",337,24,102,150,4,57,,
"Desocupado (090)",674,,,,,,,674
"Hombres (091)",9823,296,4078,3339,437,1080,10,583
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",4,4,,,,,,
"Profes., científicos e intelectuales (093)",200,138,,61,,1,,
"Técnicos de nivel medio y trab. asimilados (094)",60,37,,19,2,2,,
"Jefes y empleados de oficina (095)",18,18,,,,,,
