"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia BARRANCA (000)",52327,12106,15075,18925,1033,1918,1141,2129
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",99,80,,,19,,,
"Profes., científicos e intelectuales (002)",4108,3488,,544,60,15,1,
"Técnicos de nivel medio y trab. asimilados (003)",2185,1433,,648,89,13,2,
"Jefes y empleados de oficina (004)",1860,1843,,7,,10,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",9279,2412,119,5704,227,816,1,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4033,38,111,3484,399,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",4123,,2219,1773,95,36,,
"Obreros construc.,conf.,papel, fab., instr. (008)",6374,666,2009,3560,103,36,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",17153,1705,10447,2920,34,910,1137,
"Otra (010)",227,227,,,,,,
"Ocupación no especificada (011)",757,214,170,285,7,81,,
"Desocupado (012)",2129,,,,,,,2129
"Hombres (013)",35177,6748,12632,12686,772,772,36,1531
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",58,45,,,13,,,
"Profes., científicos e intelectuales (015)",1996,1571,,375,44,6,,
"Técnicos de nivel medio y trab. asimilados (016)",1453,890,,506,53,4,,
"Jefes y empleados de oficina (017)",914,906,,3,,5,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",3906,1309,54,2269,108,166,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",3570,37,111,3075,346,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",3575,,1951,1509,87,28,,
"Obreros construc.,conf.,papel, fab., instr. (021)",6267,656,1977,3499,102,33,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",11338,1027,8442,1299,16,518,36,
"Otra (023)",216,216,,,,,,
"Ocupación no especificada (024)",353,91,97,151,3,11,,
"Desocupado (025)",1531,,,,,,,1531
"Mujeres (026)",17150,5358,2443,6239,261,1146,1105,598
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",41,35,,,6,,,
"Profes., científicos e intelectuales (028)",2112,1917,,169,16,9,1,
"Técnicos de nivel medio y trab. asimilados (029)",732,543,,142,36,9,2,
"Jefes y empleados de oficina (030)",946,937,,4,,5,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",5373,1103,65,3435,119,650,1,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",463,1,,409,53,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",548,,268,264,8,8,,
"Obreros construc.,conf.,papel, fab., instr. (034)",107,10,32,61,1,3,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",5815,678,2005,1621,18,392,1101,
"Otra (036)",11,11,,,,,,
"Ocupación no especificada (037)",404,123,73,134,4,70,,
"Desocupado (038)",598,,,,,,,598
,,,,,,,,
"URBANA (039)",44738,11703,10453,17211,861,1539,1049,1922
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",98,79,,,19,,,
"Profes., científicos e intelectuales (041)",3994,3387,,531,60,15,1,
"Técnicos de nivel medio y trab. asimilados (042)",2112,1374,,637,87,12,2,
"Jefes y empleados de oficina (043)",1801,1785,,6,,10,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",8939,2341,107,5490,216,784,1,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",2729,23,100,2359,246,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",3912,,2048,1735,93,36,,
"Obreros construc.,conf.,papel, fab., instr. (047)",6045,633,1875,3402,100,35,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",12296,1651,6175,2800,33,592,1045,
"Otra (049)",226,226,,,,,,
"Ocupación no especificada (050)",664,204,148,251,7,54,,
"Desocupado (051)",1922,,,,,,,1922
"Hombres (052)",29300,6505,8860,11329,624,583,36,1363
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",57,44,,,13,,,
"Profes., científicos e intelectuales (054)",1939,1522,,367,44,6,,
"Técnicos de nivel medio y trab. asimilados (055)",1406,853,,498,51,4,,
"Jefes y empleados de oficina (056)",878,871,,2,,5,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",3788,1273,50,2202,103,160,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",2388,22,100,2054,211,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",3405,,1813,1479,85,28,,
"Obreros construc.,conf.,papel, fab., instr. (060)",5944,623,1845,3345,99,32,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",7588,994,4964,1240,15,339,36,
"Otra (062)",215,215,,,,,,
"Ocupación no especificada (063)",329,88,88,142,3,8,,
"Desocupado (064)",1363,,,,,,,1363
"Mujeres (065)",15438,5198,1593,5882,237,956,1013,559
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",41,35,,,6,,,
"Profes., científicos e intelectuales (067)",2055,1865,,164,16,9,1,
"Técnicos de nivel medio y trab. asimilados (068)",706,521,,139,36,8,2,
"Jefes y empleados de oficina (069)",923,914,,4,,5,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",5151,1068,57,3288,113,624,1,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",341,1,,305,35,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",507,,235,256,8,8,,
"Obreros construc.,conf.,papel, fab., instr. (073)",101,10,30,57,1,3,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",4708,657,1211,1560,18,253,1009,
"Otra (075)",11,11,,,,,,
"Ocupación no especificada (076)",335,116,60,109,4,46,,
"Desocupado (077)",559,,,,,,,559
,,,,,,,,
"RURAL (078)",7589,403,4622,1714,172,379,92,207
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",1,1,,,,,,
"Profes., científicos e intelectuales (080)",114,101,,13,,,,
"Técnicos de nivel medio y trab. asimilados (081)",73,59,,11,2,1,,
"Jefes y empleados de oficina (082)",59,58,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",340,71,12,214,11,32,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",1304,15,11,1125,153,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",211,,171,38,2,,,
"Obreros construc.,conf.,papel, fab., instr. (086)",329,33,134,158,3,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",4857,54,4272,120,1,318,92,
"Otra (088)",1,1,,,,,,
"Ocupación no especificada (089)",93,10,22,34,,27,,
"Desocupado (090)",207,,,,,,,207
"Hombres (091)",5877,243,3772,1357,148,189,,168
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",1,1,,,,,,
"Profes., científicos e intelectuales (093)",57,49,,8,,,,
