"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia RECUAY (000)",5943,38,490,164,195,569,1507,344,488,1497,37,118,496
"Agric., ganadería, caza y silvicultura (001)",2216,,2,2,2,,1496,,,714,,,
"Pesca (002)",12,,,,,,11,,,1,,,
"Explotación de minas y canteras (003)",261,1,20,38,12,,,114,13,63,,,
"Industrias manufactureras (004)",174,,4,12,1,2,,146,6,3,,,
"Suministro de electricidad, gas y agua (005)",13,,,3,,,,3,,7,,,
"Construcción (006)",366,,7,8,1,,,12,163,175,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",680,2,5,6,2,443,,55,5,162,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",71,,,2,,12,,45,5,7,,,
"Comercio al por mayor (009)",12,,1,1,,8,,,,2,,,
"Comercio al por menor (010)",597,2,4,3,2,423,,10,,153,,,
"Hoteles y restaurantes (011)",207,,,6,3,96,,,,102,,,
"Trans., almac. y comunicaciones (012)",349,,2,10,10,6,,5,256,60,,,
"Intermediación financiera (013)",2,,1,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",117,,31,21,30,12,,3,9,11,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",299,31,27,22,84,1,,2,27,68,37,,
"Enseñanza (016)",417,4,360,4,35,,,,2,12,,,
"Servicios sociales y de salud (017)",49,,18,21,4,2,,1,2,1,,,
"Otras activ. serv.comun.soc y personales (018)",127,,13,11,10,7,,3,5,78,,,
"Hogares privados con servicio doméstico (019)",40,,,,,,,,,40,,,
"Actividad economica no especificada (021)",118,,,,,,,,,,,118,
"Desocupado (022)",496,,,,,,,,,,,,496
"Hombres (023)",4303,25,280,120,111,204,1308,315,482,972,36,46,404
"Agric., ganadería, caza y silvicultura (024)",1779,,2,2,,,1297,,,478,,,
"Pesca (025)",12,,,,,,11,,,1,,,
"Explotación de minas y canteras (026)",256,1,18,38,12,,,113,13,61,,,
"Industrias manufactureras (027)",140,,3,11,1,,,118,5,2,,,
"Suministro de electricidad, gas y agua (028)",13,,,3,,,,3,,7,,,
"Construcción (029)",358,,6,8,1,,,12,162,169,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",298,1,1,4,,166,,55,5,66,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",68,,,2,,9,,45,5,7,,,
"Comercio al por mayor (032)",7,,,,,5,,,,2,,,
"Comercio al por menor (033)",223,1,1,2,,152,,10,,57,,,
"Hoteles y restaurantes (034)",47,,,5,,24,,,,18,,,
"Trans., almac. y comunicaciones (035)",325,,2,6,6,2,,5,253,51,,,
"Activid.inmobil., empres. y alquileres (037)",80,,21,16,14,11,,3,9,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",222,20,17,12,52,1,,2,26,56,36,,
"Enseñanza (039)",228,3,193,3,18,,,,2,9,,,
"Servicios sociales y de salud (040)",14,,5,3,2,,,1,2,1,,,
"Otras activ. serv.comun.soc y personales (041)",81,,12,9,5,,,3,5,47,,,
"Actividad economica no especificada (044)",46,,,,,,,,,,,46,
"Desocupado (045)",404,,,,,,,,,,,,404
"Mujeres (046)",1640,13,210,44,84,365,199,29,6,525,1,72,92
"Agric., ganadería, caza y silvicultura (047)",437,,,,2,,199,,,236,,,
"Explotación de minas y canteras (049)",5,,2,,,,,1,,2,,,
"Industrias manufactureras (050)",34,,1,1,,2,,28,1,1,,,
"Construcción (052)",8,,1,,,,,,1,6,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",382,1,4,2,2,277,,,,96,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",3,,,,,3,,,,,,,
"Comercio al por mayor (055)",5,,1,1,,3,,,,,,,
"Comercio al por menor (056)",374,1,3,1,2,271,,,,96,,,
"Hoteles y restaurantes (057)",160,,,1,3,72,,,,84,,,
"Trans., almac. y comunicaciones (058)",24,,,4,4,4,,,3,9,,,
"Intermediación financiera (059)",2,,1,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",37,,10,5,16,1,,,,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",77,11,10,10,32,,,,1,12,1,,
"Enseñanza (062)",189,1,167,1,17,,,,,3,,,
"Servicios sociales y de salud (063)",35,,13,18,2,2,,,,,,,
"Otras activ. serv.comun.soc y personales (064)",46,,1,2,5,7,,,,31,,,
"Hogares privados con servicio doméstico (065)",40,,,,,,,,,40,,,
"Actividad economica no especificada (067)",72,,,,,,,,,,,72,
"Desocupado (068)",92,,,,,,,,,,,,92
,,,,,,,,,,,,,
"URBANA (069)",3539,32,389,133,168,449,555,212,351,823,35,76,316
"Agric., ganadería, caza y silvicultura (070)",863,,1,1,,,554,,,307,,,
"Pesca (071)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (072)",135,1,15,30,7,,,40,8,34,,,
"Industrias manufactureras (073)",118,,3,2,1,2,,105,2,3,,,
"Suministro de electricidad, gas y agua (074)",8,,,3,,,,2,,3,,,
"Construcción (075)",258,,7,8,1,,,9,117,116,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",537,2,5,6,2,359,,44,2,117,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",54,,,2,,10,,36,2,4,,,
"Comercio al por mayor (078)",9,,1,1,,5,,,,2,,,
"Comercio al por menor (079)",474,2,4,3,2,344,,8,,111,,,
"Hoteles y restaurantes (080)",137,,,6,3,67,,,,61,,,
"Trans., almac. y comunicaciones (081)",251,,2,7,9,6,,4,184,39,,,
"Intermediación financiera (082)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (083)",82,,22,17,21,8,,2,6,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",265,26,24,21,79,1,,2,25,52,35,,
"Enseñanza (085)",337,3,286,3,32,,,,2,11,,,
"Servicios sociales y de salud (086)",40,,14,18,2,2,,1,2,1,,,
"Otras activ. serv.comun.soc y personales (087)",82,,10,11,10,4,,3,3,41,,,
"Hogares privados con servicio doméstico (088)",32,,,,,,,,,32,,,
"Actividad economica no especificada (090)",76,,,,,,,,,,,76,
"Desocupado (091)",316,,,,,,,,,,,,316
"Hombres (092)",2409,20,215,94,94,158,472,189,348,504,34,30,251
"Agric., ganadería, caza y silvicultura (093)",668,,1,1,,,471,,,195,,,
"Pesca (094)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (095)",130,1,13,30,7,,,39,8,32,,,
"Industrias manufactureras (096)",91,,3,1,1,,,83,1,2,,,
"Suministro de electricidad, gas y agua (097)",8,,,3,,,,2,,3,,,
"Construcción (098)",252,,6,8,1,,,9,117,111,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",222,1,1,4,,128,,44,2,42,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",51,,,2,,7,,36,2,4,,,
"Comercio al por mayor (101)",5,,,,,3,,,,2,,,
"Comercio al por menor (102)",166,1,1,2,,118,,8,,36,,,
"Hoteles y restaurantes (103)",35,,,5,,20,,,,10,,,
"Trans., almac. y comunicaciones (104)",231,,2,4,5,2,,4,182,32,,,
"Activid.inmobil., empres. y alquileres (106)",52,,13,12,10,7,,2,6,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",195,16,15,12,48,1,,2,25,42,34,,
"Enseñanza (108)",177,2,146,3,16,,,,2,8,,,
"Servicios sociales y de salud (109)",12,,5,2,1,,,1,2,1,,,
"Otras activ. serv.comun.soc y personales (110)",54,,10,9,5,,,3,3,24,,,
"Actividad economica no especificada (113)",30,,,,,,,,,,,30,
"Desocupado (114)",251,,,,,,,,,,,,251
"Mujeres (115)",1130,12,174,39,74,291,83,23,3,319,1,46,65
"Agric., ganadería, caza y silvicultura (116)",195,,,,,,83,,,112,,,
"Explotación de minas y canteras (118)",5,,2,,,,,1,,2,,,
"Industrias manufactureras (119)",27,,,1,,2,,22,1,1,,,
"Construcción (121)",6,,1,,,,,,,5,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",315,1,4,2,2,231,,,,75,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",3,,,,,3,,,,,,,
"Comercio al por mayor (124)",4,,1,1,,2,,,,,,,
"Comercio al por menor (125)",308,1,3,1,2,226,,,,75,,,
"Hoteles y restaurantes (126)",102,,,1,3,47,,,,51,,,
"Trans., almac. y comunicaciones (127)",20,,,3,4,4,,,2,7,,,
"Intermediación financiera (128)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",30,,9,5,11,1,,,,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",70,10,9,9,31,,,,,10,1,,
"Enseñanza (131)",160,1,140,,16,,,,,3,,,
"Servicios sociales y de salud (132)",28,,9,16,1,2,,,,,,,
"Otras activ. serv.comun.soc y personales (133)",28,,,2,5,4,,,,17,,,
"Hogares privados con servicio doméstico (134)",32,,,,,,,,,32,,,
"Actividad economica no especificada (136)",46,,,,,,,,,,,46,
"Desocupado (137)",65,,,,,,,,,,,,65
,,,,,,,,,,,,,
"RURAL (138)",2404,6,101,31,27,120,952,132,137,674,2,42,180
"Agric., ganadería, caza y silvicultura (139)",1353,,1,1,2,,942,,,407,,,
"Pesca (140)",11,,,,,,10,,,1,,,
"Explotación de minas y canteras (141)",126,,5,8,5,,,74,5,29,,,
"Industrias manufactureras (142)",56,,1,10,,,,41,4,,,,
"Suministro de electricidad, gas y agua (143)",5,,,,,,,1,,4,,,
"Construcción (144)",108,,,,,,,3,46,59,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",143,,,,,84,,11,3,45,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",17,,,,,2,,9,3,3,,,
"Comercio al por mayor (147)",3,,,,,3,,,,,,,
"Comercio al por menor (148)",123,,,,,79,,2,,42,,,
"Hoteles y restaurantes (149)",70,,,,,29,,,,41,,,
"Trans., almac. y comunicaciones (150)",98,,,3,1,,,1,72,21,,,
"Intermediación financiera (151)",1,,1,,,,,,,,,,
"Activid.inmobil., empres. y alquileres (152)",35,,9,4,9,4,,1,3,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (153)",34,5,3,1,5,,,,2,16,2,,
"Enseñanza (154)",80,1,74,1,3,,,,,1,,,
