"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia OTUZCO (000)",63930,10787,11845,12054,10084,7242,11918
"Conviviente (001)",20411,237,3371,6395,4770,2794,2844
"Separado(a) (002)",1590,16,221,324,374,252,403
"Casado(a) (003)",15099,32,624,2448,3398,3167,5430
"Viudo(a) (004)",2774,,18,59,161,293,2243
"Divorciado(a) (005)",106,,4,15,17,13,57
"Soltero(a) (006)",23950,10502,7607,2813,1364,723,941
"Hombres (008)",32191,5593,6019,6056,5089,3617,5817
"Conviviente (009)",10016,68,1191,3191,2500,1498,1568
"Separado(a) (010)",372,3,15,48,93,69,144
"Casado(a) (011)",7535,10,191,1088,1679,1586,2981
"Viudo(a) (012)",825,,4,14,39,76,692
"Divorciado(a) (013)",41,,1,5,8,7,20
"Soltero(a) (014)",13402,5512,4617,1710,770,381,412
"Mujeres (016)",31739,5194,5826,5998,4995,3625,6101
"Conviviente (017)",10395,169,2180,3204,2270,1296,1276
"Separado(a) (018)",1218,13,206,276,281,183,259
"Casado(a) (019)",7564,22,433,1360,1719,1581,2449
"Viudo(a) (020)",1949,,14,45,122,217,1551
"Divorciado(a) (021)",65,,3,10,9,6,37
"Soltero(a) (022)",10548,4990,2990,1103,594,342,529
,,,,,,,
"URBANA (024)",16232,2540,2769,2899,2756,1981,3287
"Conviviente (025)",4539,48,682,1429,1145,602,633
"Separado(a) (026)",490,3,45,99,136,90,117
"Casado(a) (027)",4356,8,91,552,1057,1005,1643
"Viudo(a) (028)",740,,3,11,45,78,603
"Divorciado(a) (029)",38,,,6,7,6,19
"Soltero(a) (030)",6069,2481,1948,802,366,200,272
"Hombres (032)",7853,1297,1374,1366,1329,970,1517
"Conviviente (033)",2215,16,254,685,594,328,338
"Separado(a) (034)",101,,4,12,28,21,36
"Casado(a) (035)",2170,5,28,226,506,510,895
"Viudo(a) (036)",184,,1,3,10,17,153
"Divorciado(a) (037)",15,,,2,3,4,6
"Soltero(a) (038)",3168,1276,1087,438,188,90,89
"Mujeres (040)",8379,1243,1395,1533,1427,1011,1770
"Conviviente (041)",2324,32,428,744,551,274,295
"Separado(a) (042)",389,3,41,87,108,69,81
"Casado(a) (043)",2186,3,63,326,551,495,748
"Viudo(a) (044)",556,,2,8,35,61,450
"Divorciado(a) (045)",23,,,4,4,2,13
"Soltero(a) (046)",2901,1205,861,364,178,110,183
,,,,,,,
"RURAL (048)",47698,8247,9076,9155,7328,5261,8631
"Conviviente (049)",15872,189,2689,4966,3625,2192,2211
"Separado(a) (050)",1100,13,176,225,238,162,286
"Casado(a) (051)",10743,24,533,1896,2341,2162,3787
"Viudo(a) (052)",2034,,15,48,116,215,1640
"Divorciado(a) (053)",68,,4,9,10,7,38
"Soltero(a) (054)",17881,8021,5659,2011,998,523,669
"Hombres (056)",24338,4296,4645,4690,3760,2647,4300
"Conviviente (057)",7801,52,937,2506,1906,1170,1230
"Separado(a) (058)",271,3,11,36,65,48,108
"Casado(a) (059)",5365,5,163,862,1173,1076,2086
"Viudo(a) (060)",641,,3,11,29,59,539
"Divorciado(a) (061)",26,,1,3,5,3,14
"Soltero(a) (062)",10234,4236,3530,1272,582,291,323
"Mujeres (064)",23360,3951,4431,4465,3568,2614,4331
"Conviviente (065)",8071,137,1752,2460,1719,1022,981
"Separado(a) (066)",829,10,165,189,173,114,178
"Casado(a) (067)",5378,19,370,1034,1168,1086,1701
"Viudo(a) (068)",1393,,12,37,87,156,1101
"Divorciado(a) (069)",42,,3,6,5,4,24
"Soltero(a) (070)",7647,3785,2129,739,416,232,346
