"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia CAJAMARCA (000)",316152,312326,2451,1375
"Hombres (001)",155571,153947,911,713
"Mujeres (002)",160581,158379,1540,662
"Menores de 1 año (003)",6300,5417,583,300
"Hombres (004)",3150,2715,296,139
"Mujeres (005)",3150,2702,287,161
"De 1 a 5 años (006)",33052,31233,825,994
"Hombres (007)",16731,15793,396,542
"Mujeres (008)",16321,15440,429,452
"De 6 a 14 años (009)",58812,58704,75,33
"Hombres (010)",29758,29703,39,16
"Mujeres (011)",29054,29001,36,17
"De 15 a 29 años (012)",95165,95090,67,8
"Hombres (013)",46776,46752,20,4
"Mujeres (014)",48389,48338,47,4
"De 30 a 44 años (015)",63134,63056,69,9
"Hombres (016)",31129,31110,15,4
"Mujeres (017)",32005,31946,54,5
"De 45 a 64 años (018)",42264,42047,212,5
"Hombres (019)",20337,20303,34,
"Mujeres (020)",21927,21744,178,5
"De 65 a más años (021)",17425,16779,620,26
"Hombres (022)",7690,7571,111,8
"Mujeres (023)",9735,9208,509,18
,,,,
"URBANA (024)",174728,173078,925,725
"Hombres (025)",85047,84272,381,394
"Mujeres (026)",89681,88806,544,331
"Menores de 1 año (027)",3379,2971,277,131
"Hombres (028)",1719,1511,141,67
"Mujeres (029)",1660,1460,136,64
"De 1 a 5 años (030)",17098,16146,390,562
"Hombres (031)",8741,8237,191,313
"Mujeres (032)",8357,7909,199,249
"De 6 a 14 años (033)",28608,28574,21,13
"Hombres (034)",14380,14362,11,7
"Mujeres (035)",14228,14212,10,6
"De 15 a 29 años (036)",55246,55224,18,4
"Hombres (037)",26743,26735,5,3
"Mujeres (038)",28503,28489,13,1
"De 30 a 44 años (039)",37650,37630,19,1
"Hombres (040)",18234,18231,3,
"Mujeres (041)",19416,19399,16,1
"De 45 a 64 años (042)",24199,24149,47,3
"Hombres (043)",11590,11583,7,
"Mujeres (044)",12609,12566,40,3
"De 65 a más años (045)",8548,8384,153,11
"Hombres (046)",3640,3613,23,4
"Mujeres (047)",4908,4771,130,7
,,,,
"RURAL (048)",141424,139248,1526,650
"Hombres (049)",70524,69675,530,319
"Mujeres (050)",70900,69573,996,331
"Menores de 1 año (051)",2921,2446,306,169
"Hombres (052)",1431,1204,155,72
"Mujeres (053)",1490,1242,151,97
"De 1 a 5 años (054)",15954,15087,435,432
"Hombres (055)",7990,7556,205,229
"Mujeres (056)",7964,7531,230,203
"De 6 a 14 años (057)",30204,30130,54,20
"Hombres (058)",15378,15341,28,9
"Mujeres (059)",14826,14789,26,11
"De 15 a 29 años (060)",39919,39866,49,4
"Hombres (061)",20033,20017,15,1
"Mujeres (062)",19886,19849,34,3
"De 30 a 44 años (063)",25484,25426,50,8
"Hombres (064)",12895,12879,12,4
"Mujeres (065)",12589,12547,38,4
"De 45 a 64 años (066)",18065,17898,165,2
"Hombres (067)",8747,8720,27,
"Mujeres (068)",9318,9178,138,2
"De 65 a más años (069)",8877,8395,467,15
"Hombres (070)",4050,3958,88,4
"Mujeres (071)",4827,4437,379,11
