"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",8850,5217,1205,806,1622
"Obreros construc.,conf.,papel, fab., instr. (032)",1276,848,117,144,167
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",31438,27676,1123,858,1781
"Otra (034)",127,,,,127
"Ocupación no especificada (035)",2550,1885,201,183,281
,,,,,
"URBANA (036)",309049,193224,35109,34490,46226
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",983,128,308,250,297
"Profes., científicos e intelectuales (038)",40066,10861,5646,10035,13524
"Técnicos de nivel medio y trab. asimilados (039)",23233,11356,3067,3802,5008
"Jefes y empleados de oficina (040)",18083,4407,2547,3880,7249
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",62007,51468,5353,3262,1924
"Agricult.trabaj.calif.agrop.y pesqueros (042)",4656,4037,466,72,81
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",45303,28178,8122,4534,4469
"Obreros construc.,conf.,papel, fab., instr. (044)",41726,29061,4111,3805,4749
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",65623,50096,4869,4305,6353
"Otra (046)",1791,,,,1791
"Ocupación no especificada (047)",5578,3632,620,545,781
"Hombres (048)",191548,115342,24314,22262,29630
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",667,88,178,171,230
"Profes., científicos e intelectuales (050)",19815,6022,2519,4246,7028
"Técnicos de nivel medio y trab. asimilados (051)",14444,7301,1944,2414,2785
"Jefes y empleados de oficina (052)",8889,1861,1220,2067,3741
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",27100,20549,2937,2065,1549
"Agricult.trabaj.calif.agrop.y pesqueros (054)",4032,3497,402,62,71
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",36540,22994,6922,3747,2877
"Obreros construc.,conf.,papel, fab., instr. (056)",40467,28228,3995,3662,4582
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",34849,23010,3778,3464,4597
"Otra (058)",1666,,,,1666
"Ocupación no especificada (059)",3079,1792,419,364,504
"Mujeres (060)",117501,77882,10795,12228,16596
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",316,40,130,79,67
"Profes., científicos e intelectuales (062)",20251,4839,3127,5789,6496
"Técnicos de nivel medio y trab. asimilados (063)",8789,4055,1123,1388,2223
"Jefes y empleados de oficina (064)",9194,2546,1327,1813,3508
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",34907,30919,2416,1197,375
"Agricult.trabaj.calif.agrop.y pesqueros (066)",624,540,64,10,10
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",8763,5184,1200,787,1592
"Obreros construc.,conf.,papel, fab., instr. (068)",1259,833,116,143,167
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",30774,27086,1091,841,1756
"Otra (070)",125,,,,125
"Ocupación no especificada (071)",2499,1840,201,181,277
,,,,,
"RURAL (072)",7180,5658,531,541,450
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",7,1,1,,5
"Profes., científicos e intelectuales (074)",145,55,24,41,25
"Técnicos de nivel medio y trab. asimilados (075)",119,64,12,14,29
"Jefes y empleados de oficina (076)",101,33,16,21,31
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",593,501,43,36,13
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2264,2157,83,11,13
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",521,294,55,98,74
"Obreros construc.,conf.,papel, fab., instr. (080)",640,459,66,61,54
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2686,2021,227,253,185
"Otra (082)",13,,,,13
"Ocupación no especificada (083)",91,73,4,6,8
"Hombres (084)",5649,4421,431,456,341
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",3,1,,,2
"Profes., científicos e intelectuales (086)",63,23,13,16,11
"Técnicos de nivel medio y trab. asimilados (087)",79,48,6,10,15
"Jefes y empleados de oficina (088)",47,12,7,12,16
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",204,143,20,29,12
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2123,2030,71,10,12
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",434,261,50,79,44
"Obreros construc.,conf.,papel, fab., instr. (092)",623,444,65,60,54
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2022,1431,195,236,160
"Otra (094)",11,,,,11
"Ocupación no especificada (095)",40,28,4,4,4
"Mujeres (096)",1531,1237,100,85,109
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",4,,1,,3
"Profes., científicos e intelectuales (098)",82,32,11,25,14
"Técnicos de nivel medio y trab. asimilados (099)",40,16,6,4,14
"Jefes y empleados de oficina (100)",54,21,9,9,15
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",389,358,23,7,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",141,127,12,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",87,33,5,19,30
"Obreros construc.,conf.,papel, fab., instr. (104)",17,15,1,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",664,590,32,17,25
"Otra (106)",2,,,,2
"Ocupación no especificada (107)",51,45,,2,4
