"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"URBANA (060)",11527,7687,1205,1189,1446
"Sin nivel (061)",598,428,78,59,33
"Educación inicial (062)",10,9,,1,
"Primaria (063)",2511,1886,285,180,160
"Secundaria (064)",4708,3358,446,408,496
"Superior no univ. incompleta (065)",641,429,62,54,96
"Superior no univ. completa (066)",1146,601,121,166,258
"Superior univ. incompleta (067)",564,383,47,57,77
"Superior univ. completa (068)",1349,593,166,264,326
"De 06 a 14 años (070)",91,68,13,7,3
"Sin nivel (071)",4,2,1,1,
"Educación inicial (072)",2,2,,,
"Primaria (073)",48,35,9,3,1
"Secundaria (074)",37,29,3,3,2
"De 15 a 29 años (080)",3682,2340,455,405,482
"Sin nivel (081)",72,34,21,12,5
"Educación inicial (082)",7,6,,1,
"Primaria (083)",479,284,92,62,41
"Secundaria (084)",1972,1332,206,198,236
"Superior no univ. incompleta (085)",278,172,34,26,46
"Superior no univ. completa (086)",356,210,43,43,60
"Superior univ. incompleta (087)",235,167,17,18,33
"Superior univ. completa (088)",283,135,42,45,61
"De 30 a 44 años (090)",4344,2756,441,519,628
"Sin nivel (091)",200,141,23,26,10
"Educación inicial (092)",1,1,,,
"Primaria (093)",735,529,84,60,62
"Secundaria (094)",1707,1243,147,150,167
"Superior no univ. incompleta (095)",257,181,20,20,36
"Superior no univ. completa (096)",553,260,60,94,139
"Superior univ. incompleta (097)",209,129,21,31,28
"Superior univ. completa (098)",682,272,86,138,186
"De 45 a 64 años (100)",2866,2059,262,234,311
"Sin nivel (101)",226,167,30,15,14
"Primaria (103)",964,787,83,46,48
"Secundaria (104)",905,689,81,52,83
"Superior no univ. incompleta (105)",96,68,7,7,14
"Superior no univ. completa (106)",218,117,17,26,58
"Superior univ. incompleta (107)",109,77,8,8,16
"Superior univ. completa (108)",348,154,36,80,78
"De 65 y más años (110)",544,464,34,24,22
"Sin nivel (111)",96,84,3,5,4
"Primaria (113)",285,251,17,9,8
"Secundaria (114)",87,65,9,5,8
"Superior no univ. incompleta (115)",10,8,1,1,
"Superior no univ. completa (116)",19,14,1,3,1
"Superior univ. incompleta (117)",11,10,1,,
"Superior univ. completa (118)",36,32,2,1,1
,,,,,
"RURAL (120)",4447,3478,446,324,199
"Sin nivel (121)",489,417,46,23,3
"Educación inicial (122)",3,3,,,
"Primaria (123)",1858,1490,196,129,43
"Secundaria (124)",1721,1335,172,138,76
"Superior no univ. incompleta (125)",97,59,5,7,26
"Superior no univ. completa (126)",136,81,10,14,31
"Superior univ. incompleta (127)",50,43,3,3,1
"Superior univ. completa (128)",93,50,14,10,19
"De 06 a 14 años (130)",44,37,4,3,
"Sin nivel (131)",6,6,,,
"Educación inicial (132)",1,1,,,
"Primaria (133)",30,24,4,2,
"Secundaria (134)",7,6,,1,
"De 15 a 29 años (140)",1534,1118,171,148,97
"Sin nivel (141)",53,36,6,9,2
"Educación inicial (142)",2,2,,,
"Primaria (143)",503,363,66,56,18
"Secundaria (144)",857,645,92,74,46
"Superior no univ. incompleta (145)",44,24,3,4,13
"Superior no univ. completa (146)",42,22,3,1,16
"Superior univ. incompleta (147)",18,16,,2,
"Superior univ. completa (148)",15,10,1,2,2
"De 30 a 44 años (150)",1420,1058,166,121,75
"Sin nivel (151)",96,83,7,5,1
"Primaria (153)",550,407,78,49,16
"Secundaria (154)",608,469,65,50,24
"Superior no univ. incompleta (155)",35,21,2,3,9
"Superior no univ. completa (156)",63,40,4,9,10
"Superior univ. incompleta (157)",13,10,1,1,1
"Superior univ. completa (158)",55,28,9,4,14
"De 45 a 64 años (160)",1049,882,93,49,25
"Sin nivel (161)",177,145,24,8,
"Primaria (163)",572,497,46,20,9
"Secundaria (164)",224,192,15,13,4
"Superior no univ. incompleta (165)",16,12,,,4
"Superior no univ. completa (166)",22,11,2,4,5
"Superior univ. incompleta (167)",15,13,2,,
"Superior univ. completa (168)",23,12,4,4,3
"De 65 y más años (170)",400,383,12,3,2
"Sin nivel (171)",157,147,9,1,
"Primaria (173)",203,199,2,2,
"Secundaria (174)",25,23,,,2
"Superior no univ. incompleta (175)",2,2,,,
"Superior no univ. completa (176)",9,8,1,,
"Superior univ. incompleta (177)",4,4,,,
