"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia PIURA (000)",665991,655902,7578,2511
"Hombres (001)",327852,322882,3644,1326
"Mujeres (002)",338139,333020,3934,1185
"Menores de 1 año (003)",13868,11022,2172,674
"Hombres (004)",7053,5568,1119,366
"Mujeres (005)",6815,5454,1053,308
"De 1 a 5 años (006)",71911,66136,4121,1654
"Hombres (007)",36727,33747,2105,875
"Mujeres (008)",35184,32389,2016,779
"De 6 a 14 años (009)",125231,124878,271,82
"Hombres (010)",63514,63315,147,52
"Mujeres (011)",61717,61563,124,30
"De 15 a 29 años (012)",186447,186312,101,34
"Hombres (013)",91350,91286,47,17
"Mujeres (014)",95097,95026,54,17
"De 30 a 44 años (015)",132223,132098,113,12
"Hombres (016)",62961,62914,42,5
"Mujeres (017)",69262,69184,71,7
"De 45 a 64 años (018)",97668,97433,214,21
"Hombres (019)",47534,47469,62,3
"Mujeres (020)",50134,49964,152,18
"De 65 a más años (021)",38643,38023,586,34
"Hombres (022)",18713,18583,122,8
"Mujeres (023)",19930,19440,464,26
,,,,
"URBANA (024)",573139,565247,5986,1906
"Hombres (025)",279261,275385,2865,1011
"Mujeres (026)",293878,289862,3121,895
"Menores de 1 año (027)",11635,9415,1716,504
"Hombres (028)",5903,4758,879,266
"Mujeres (029)",5732,4657,837,238
"De 1 a 5 años (030)",60435,55876,3278,1281
"Hombres (031)",30818,28453,1671,694
"Mujeres (032)",29617,27423,1607,587
"De 6 a 14 años (033)",105752,105523,174,55
"Hombres (034)",53604,53473,100,31
"Mujeres (035)",52148,52050,74,24
"De 15 a 29 años (036)",160952,160873,61,18
"Hombres (037)",78090,78051,30,9
"Mujeres (038)",82862,82822,31,9
"De 30 a 44 años (039)",115213,115114,92,7
"Hombres (040)",54067,54025,38,4
"Mujeres (041)",61146,61089,54,3
"De 45 a 64 años (042)",85881,85696,168,17
"Hombres (043)",41144,41096,46,2
"Mujeres (044)",44737,44600,122,15
"De 65 a más años (045)",33271,32750,497,24
"Hombres (046)",15635,15529,101,5
"Mujeres (047)",17636,17221,396,19
,,,,
"RURAL (048)",92852,90655,1592,605
"Hombres (049)",48591,47497,779,315
"Mujeres (050)",44261,43158,813,290
"Menores de 1 año (051)",2233,1607,456,170
"Hombres (052)",1150,810,240,100
"Mujeres (053)",1083,797,216,70
"De 1 a 5 años (054)",11476,10260,843,373
"Hombres (055)",5909,5294,434,181
"Mujeres (056)",5567,4966,409,192
"De 6 a 14 años (057)",19479,19355,97,27
"Hombres (058)",9910,9842,47,21
"Mujeres (059)",9569,9513,50,6
"De 15 a 29 años (060)",25495,25439,40,16
"Hombres (061)",13260,13235,17,8
"Mujeres (062)",12235,12204,23,8
"De 30 a 44 años (063)",17010,16984,21,5
"Hombres (064)",8894,8889,4,1
"Mujeres (065)",8116,8095,17,4
"De 45 a 64 años (066)",11787,11737,46,4
"Hombres (067)",6390,6373,16,1
"Mujeres (068)",5397,5364,30,3
"De 65 a más años (069)",5372,5273,89,10
"Hombres (070)",3078,3054,21,3
"Mujeres (071)",2294,2219,68,7
