"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia LAmás (000)",26661,79317,71322,,1676,89.9,2.1
"De 12 a 14 años (001)",2833,40,39,,13,97.5,32.5
"De 15 a 19 años (002)",3862,1235,1214,338,98.3,27.4,
"De 20 a 24 años (003)",3220,3933,3831,441,97.4,11.2,
"De 25 a 29 años (004)",2818,5839,5641,352,96.6,6,
"De 30 a 34 años (005)",2568,7305,6991,270,95.7,3.7,
"De 35 a 39 años (006)",2386,8960,8442,180,94.2,2,
"De 40 a 44 años (007)",1995,8605,8029,71,93.3,0.8,
"De 45 a 49 años (008)",1599,8102,7292,11,90,0.1,
"De 50 y más años (009)",5380,35298,29843,,84.5,,
"Conviviente (010)",9628,29162,26930,1103,92.3,3.8,
"De 12 a 14 años (011)",83,25,24,8,96,32,
"De 15 a 19 años (012)",1170,876,857,246,97.8,28.1,
"De 20 a 24 años (013)",1855,2740,2660,319,97.1,11.6,
"De 25 a 29 años (014)",1712,3805,3667,241,96.4,6.3,
"De 30 a 34 años (015)",1349,4044,3869,152,95.7,3.8,
"De 35 a 39 años (016)",1082,4247,4021,98,94.7,2.3,
"De 40 a 44 años (017)",773,3583,3358,33,93.7,0.9,
"De 45 a 49 años (018)",546,2910,2606,6,89.6,0.2,
"De 50 y más años (019)",1058,6932,5868,,84.7,,
"Separado(a) (020)",619,2202,1985,29,90.1,1.3,
"De 12 a 14 años (021)",4,2,2,2,100,100,
"De 15 a 19 años (022)",33,34,34,7,100,20.6,
"De 20 a 24 años (023)",66,96,91,6,94.8,6.3,
"De 25 a 29 años (024)",62,134,131,4,97.8,3,
"De 30 a 34 años (025)",71,156,151,4,96.8,2.6,
"De 35 a 39 años (026)",74,242,221,5,91.3,2.1,
"De 40 a 44 años (027)",67,248,232,1,93.5,0.4,
"De 45 a 49 años (028)",43,171,164,,95.9,,
"De 50 y más años (029)",199,1119,959,,85.7,,
"Casado(a) (030)",7807,37237,33353,424,89.6,1.1,
"De 12 a 14 años (031)",1,,,,,,
"De 15 a 19 años (032)",161,153,152,32,99.3,20.9,
"De 20 a 24 años (033)",501,829,818,86,98.7,10.4,
"De 25 a 29 años (034)",690,1658,1608,87,97,5.2,
"De 30 a 34 años (035)",893,2809,2694,108,95.9,3.8,
"De 35 a 39 años (036)",1044,4162,3907,72,93.9,1.7,
