"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia URUBAMBA (000)",525,10,279,139,83,14
"Conviviente (001)",162,1,82,59,19,1
"Separado(a) (002)",17,,8,7,2,
"Casado(a) (003)",116,,8,49,52,7
"Viudo(a) (004)",8,,,,3,5
"Divorciado(a) (005)",3,,,3,,
"Soltero(a) (006)",219,9,181,21,7,1
"Hombres (008)",372,7,181,96,74,14
"Conviviente (009)",111,1,43,47,19,1
"Separado(a) (010)",6,,1,4,1,
"Casado(a) (011)",86,,4,30,45,7
"Viudo(a) (012)",7,,,,2,5
"Soltero(a) (014)",162,6,133,15,7,1
"Mujeres (016)",153,3,98,43,9,
"Conviviente (017)",51,,39,12,,
"Separado(a) (018)",11,,7,3,1,
"Casado(a) (019)",30,,4,19,7,
"Viudo(a) (020)",1,,,,1,
"Divorciado(a) (021)",3,,,3,,
"Soltero(a) (022)",57,3,48,6,,
,,,,,,
"AREA URBANA (024)",335,5,188,84,52,6
"Conviviente (025)",108,,60,34,13,1
"Separado(a) (026)",11,,7,3,1,
"Casado(a) (027)",73,,5,34,31,3
"Viudo(a) (028)",3,,,,1,2
"Divorciado(a) (029)",2,,,2,,
"Soltero(a) (030)",138,5,116,11,6,
"Hombres (032)",207,4,107,46,44,6
"Conviviente (033)",65,,27,24,13,1
"Separado(a) (034)",2,,1,1,,
"Casado(a) (035)",46,,2,16,25,3
"Viudo(a) (036)",2,,,,,2
"Soltero(a) (038)",92,4,77,5,6,
"Mujeres (040)",128,1,81,38,8,
"Conviviente (041)",43,,33,10,,
"Separado(a) (042)",9,,6,2,1,
"Casado(a) (043)",27,,3,18,6,
"Viudo(a) (044)",1,,,,1,
"Divorciado(a) (045)",2,,,2,,
"Soltero(a) (046)",46,1,39,6,,
,,,,,,
"AREA RURAL (048)",190,5,91,55,31,8
"Conviviente (049)",54,1,22,25,6,
"Separado(a) (050)",6,,1,4,1,
"Casado(a) (051)",43,,3,15,21,4
"Viudo(a) (052)",5,,,,2,3
"Divorciado(a) (053)",1,,,1,,
"Soltero(a) (054)",81,4,65,10,1,1
"Hombres (056)",165,3,74,50,30,8
"Conviviente (057)",46,1,16,23,6,
"Separado(a) (058)",4,,,3,1,
"Casado(a) (059)",40,,2,14,20,4
"Viudo(a) (060)",5,,,,2,3
"Soltero(a) (062)",70,2,56,10,1,1
"Mujeres (064)",25,2,17,5,1,
"Conviviente (065)",8,,6,2,,
"Separado(a) (066)",2,,1,1,,
"Casado(a) (067)",3,,1,1,1,
"Divorciado(a) (069)",1,,,1,,
"Soltero(a) (070)",11,2,9,,,
