"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otras activ. serv.comun.soc y personales (040)",1518,964,228,181,145
"Hogares privados con servicio doméstico (041)",69,69,,,
"Organiz. y organos extraterritoriales (042)",4,,2,,2
"Actividad economica no especificada (043)",761,466,105,94,96
"Mujeres (044)",22447,15450,2382,1941,2674
"Agric., ganadería, caza y silvicultura (045)",5142,3046,1157,660,279
"Pesca (046)",14,7,3,2,2
"Explotación de minas y canteras (047)",10,2,1,1,6
"Industrias manufactureras (048)",1090,633,98,108,251
"Suministro de electricidad, gas y agua (049)",19,3,,7,9
"Construcción (050)",45,27,7,7,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",6252,5824,280,108,40
"Venta, mant.y rep. veh.autom y motoc. (052)",87,55,22,9,1
"Comercio al por mayor (053)",359,253,40,27,39
"Comercio al por menor (054)",5806,5516,218,72,
"Hoteles y restaurantes (055)",2058,1814,172,59,13
"Trans., almac. y comunicaciones (056)",369,252,35,47,35
"Intermediación financiera (057)",109,13,22,52,22
"Activid.inmobil., empres. y alquileres (058)",729,389,100,112,128
"Admin.pub. y defensa; p. segur soc.afil (059)",563,,,,563
"Enseñanza (060)",2045,288,298,629,830
"Servicios sociales y de salud (061)",631,167,34,32,398
"Otras activ. serv.comun.soc y personales (062)",925,696,102,75,52
"Hogares privados con servicio doméstico (063)",1765,1765,,,
"Organiz. y organos extraterritoriales (064)",1,,1,,
"Actividad economica no especificada (065)",680,524,72,42,42
,,,,,
"URBANA (066)",54274,36019,5988,5235,7032
"Agric., ganadería, caza y silvicultura (067)",12771,8102,2304,1483,882
"Pesca (068)",672,449,61,88,74
"Explotación de minas y canteras (069)",245,17,18,73,137
"Industrias manufactureras (070)",3861,2094,405,503,859
"Suministro de electricidad, gas y agua (071)",241,23,9,83,126
"Construcción (072)",2798,2064,406,227,101
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",11880,10625,741,337,177
"Venta, mant.y rep. veh.autom y motoc. (074)",1128,900,145,48,35
"Comercio al por mayor (075)",868,523,103,100,142
"Comercio al por menor (076)",9884,9202,493,189,
"Hoteles y restaurantes (077)",2824,2387,292,116,29
"Trans., almac. y comunicaciones (078)",5676,4353,438,442,443
"Intermediación financiera (079)",221,29,37,120,35
"Activid.inmobil., empres. y alquileres (080)",2576,1243,332,440,561
"Admin.pub. y defensa; p. segur soc.afil (081)",1423,,,,1423
"Enseñanza (082)",3038,362,416,933,1327
"Servicios sociales y de salud (083)",863,249,45,33,536
"Otras activ. serv.comun.soc y personales (084)",2275,1524,314,247,190
"Hogares privados con servicio doméstico (085)",1598,1598,,,
"Organiz. y organos extraterritoriales (086)",5,,3,,2
"Actividad economica no especificada (087)",1307,900,167,110,130
"Hombres (088)",34955,22798,4107,3520,4530
"Agric., ganadería, caza y silvicultura (089)",9519,6348,1567,964,640
"Pesca (090)",658,442,58,86,72
"Explotación de minas y canteras (091)",236,15,17,72,132
"Industrias manufactureras (092)",2854,1505,314,408,627
"Suministro de electricidad, gas y agua (093)",224,21,9,77,117
"Construcción (094)",2754,2038,399,220,97
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",6032,5182,482,231,137
"Venta, mant.y rep. veh.autom y motoc. (096)",1048,852,123,39,34
"Comercio al por mayor (097)",537,293,67,74,103
"Comercio al por menor (098)",4447,4037,292,118,
"Hoteles y restaurantes (099)",916,704,135,60,17
"Trans., almac. y comunicaciones (100)",5333,4117,405,401,410
"Intermediación financiera (101)",118,17,15,69,17
"Activid.inmobil., empres. y alquileres (102)",1887,875,235,334,443
"Admin.pub. y defensa; p. segur soc.afil (103)",891,,,,891
"Enseñanza (104)",1117,105,137,342,533
"Servicios sociales y de salud (105)",282,93,14,8,167
"Otras activ. serv.comun.soc y personales (106)",1399,866,219,175,139
"Hogares privados con servicio doméstico (107)",56,56,,,
"Organiz. y organos extraterritoriales (108)",4,,2,,2
"Actividad economica no especificada (109)",675,414,99,73,89
"Mujeres (110)",19319,13221,1881,1715,2502
"Agric., ganadería, caza y silvicultura (111)",3252,1754,737,519,242
"Pesca (112)",14,7,3,2,2
"Explotación de minas y canteras (113)",9,2,1,1,5
"Industrias manufactureras (114)",1007,589,91,95,232
"Suministro de electricidad, gas y agua (115)",17,2,,6,9
"Construcción (116)",44,26,7,7,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",5848,5443,259,106,40
"Venta, mant.y rep. veh.autom y motoc. (118)",80,48,22,9,1
"Comercio al por mayor (119)",331,230,36,26,39
"Comercio al por menor (120)",5437,5165,201,71,
"Hoteles y restaurantes (121)",1908,1683,157,56,12
"Trans., almac. y comunicaciones (122)",343,236,33,41,33
"Intermediación financiera (123)",103,12,22,51,18
"Activid.inmobil., empres. y alquileres (124)",689,368,97,106,118
"Admin.pub. y defensa; p. segur soc.afil (125)",532,,,,532
"Enseñanza (126)",1921,257,279,591,794
"Servicios sociales y de salud (127)",581,156,31,25,369
"Otras activ. serv.comun.soc y personales (128)",876,658,95,72,51
"Hogares privados con servicio doméstico (129)",1542,1542,,,
"Organiz. y organos extraterritoriales (130)",1,,1,,
"Actividad economica no especificada (131)",632,486,68,37,41
,,,,,
"RURAL (132)",11584,8320,1590,977,697
"Agric., ganadería, caza y silvicultura (133)",8081,5996,1324,615,146
"Pesca (134)",28,23,3,1,1
"Explotación de minas y canteras (135)",16,3,3,3,7
"Industrias manufactureras (136)",450,266,46,58,80
"Suministro de electricidad, gas y agua (137)",18,3,2,7,6
"Construcción (138)",230,150,23,24,33
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",784,686,45,29,24
"Venta, mant.y rep. veh.autom y motoc. (140)",78,68,8,2,
"Comercio al por mayor (141)",88,42,8,14,24
"Comercio al por menor (142)",618,576,29,13,
"Hoteles y restaurantes (143)",231,192,21,16,2
"Trans., almac. y comunicaciones (144)",527,375,40,78,34
"Intermediación financiera (145)",13,1,1,5,6
"Activid.inmobil., empres. y alquileres (146)",180,93,20,43,24
"Admin.pub. y defensa; p. segur soc.afil (147)",224,,,,224
"Enseñanza (148)",203,56,32,56,59
"Servicios sociales y de salud (149)",61,14,4,7,36
"Otras activ. serv.comun.soc y personales (150)",168,136,16,9,7
"Hogares privados con servicio doméstico (151)",236,236,,,
"Actividad economica no especificada (153)",134,90,10,26,8
"Hombres (154)",8456,6091,1089,751,525
"Agric., ganadería, caza y silvicultura (155)",6191,4704,904,474,109
"Pesca (156)",28,23,3,1,1
"Explotación de minas y canteras (157)",15,3,3,3,6
"Industrias manufactureras (158)",367,222,39,45,61
"Suministro de electricidad, gas y agua (159)",16,2,2,6,6
"Construcción (160)",229,149,23,24,33
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",380,305,24,27,24
"Venta, mant.y rep. veh.autom y motoc. (162)",71,61,8,2,
"Comercio al por mayor (163)",60,19,4,13,24
"Comercio al por menor (164)",249,225,12,12,
"Hoteles y restaurantes (165)",81,61,6,13,1
"Trans., almac. y comunicaciones (166)",501,359,38,72,32
"Intermediación financiera (167)",7,,1,4,2
"Activid.inmobil., empres. y alquileres (168)",140,72,17,37,14
"Admin.pub. y defensa; p. segur soc.afil (169)",193,,,,193
"Enseñanza (170)",79,25,13,18,23
"Servicios sociales y de salud (171)",11,3,1,,7
"Otras activ. serv.comun.soc y personales (172)",119,98,9,6,6
"Hogares privados con servicio doméstico (173)",13,13,,,
"Actividad economica no especificada (175)",86,52,6,21,7
"Mujeres (176)",3128,2229,501,226,172
"Agric., ganadería, caza y silvicultura (177)",1890,1292,420,141,37
"Explotación de minas y canteras (179)",1,,,,1
"Industrias manufactureras (180)",83,44,7,13,19
"Suministro de electricidad, gas y agua (181)",2,1,,1,
"Construcción (182)",1,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",404,381,21,2,
"Venta, mant.y rep. veh.autom y motoc. (184)",7,7,,,
"Comercio al por mayor (185)",28,23,4,1,
"Comercio al por menor (186)",369,351,17,1,
"Hoteles y restaurantes (187)",150,131,15,3,1
"Trans., almac. y comunicaciones (188)",26,16,2,6,2
"Intermediación financiera (189)",6,1,,1,4
"Activid.inmobil., empres. y alquileres (190)",40,21,3,6,10
"Admin.pub. y defensa; p. segur soc.afil (191)",31,,,,31
"Enseñanza (192)",124,31,19,38,36
"Servicios sociales y de salud (193)",50,11,3,7,29
"Otras activ. serv.comun.soc y personales (194)",49,38,7,3,1
"Hogares privados con servicio doméstico (195)",223,223,,,
"Actividad economica no especificada (197)",48,38,4,5,1
