"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CHUCUITO (000)",43840,541,13938,14356,11132,3873
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",62,,6,25,31,
"Profes., científicos e intelectuales (002)",1948,,399,976,545,28
"Técnicos de nivel medio y trab. asimilados (003)",490,,181,207,90,12
"Jefes y empleados de oficina (004)",579,,242,228,104,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",4262,29,1650,1602,835,146
"Agricult. trabaj. calif.agrop. y pesqueros (006)",18018,45,3806,5527,5887,2753
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1721,10,691,608,349,63
"Obreros construc., conf., papel, fab., instr. (008)",3011,3,1096,1208,663,41
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",12729,453,5474,3620,2430,752
"Otra (010)",246,,72,135,39,
"Ocupación no especificada (011)",774,1,321,220,159,73
"Hombres (012)",27164,307,8098,9093,7127,2539
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",53,,4,22,27,
"Profes., científicos e intelectuales (014)",1439,,256,696,463,24
"Técnicos de nivel medio y trab. asimilados (015)",334,,116,143,67,8
"Jefes y empleados de oficina (016)",407,,136,178,89,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1505,19,507,590,318,71
"Agricult. trabaj. calif.agrop. y pesqueros (018)",13248,24,2627,4148,4377,2072
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",971,7,404,348,173,39
"Obreros construc., conf., papel, fab., instr. (020)",2945,3,1073,1181,648,40
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",5652,253,2731,1555,859,254
"Otra (022)",244,,72,133,39,
"Ocupación no especificada (023)",366,1,172,99,67,27
"Mujeres (024)",16676,234,5840,5263,4005,1334
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",9,,2,3,4,
"Profes., científicos e intelectuales (026)",509,,143,280,82,4
"Técnicos de nivel medio y trab. asimilados (027)",156,,65,64,23,4
"Jefes y empleados de oficina (028)",172,,106,50,15,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",2757,10,1143,1012,517,75
"Agricult. trabaj. calif.agrop. y pesqueros (030)",4770,21,1179,1379,1510,681
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",750,3,287,260,176,24
"Obreros construc., conf., papel, fab., instr. (032)",66,,23,27,15,1
