"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia SAN MARTIN (000)",151340,6547,14367,17069,18393,29156,23507,34319,7982
"Sin nivel (001)",11022,6547,1023,124,165,292,404,1234,1233
"Educación inicial (002)",3821,,3617,82,33,55,34,,
"Primaria (003)",53053,,9727,10404,2560,5348,6364,13448,5202
"Secundaria (004)",52956,,,6459,12695,12400,9106,11357,939
"Superior no univ. incompleto (005)",7050,,,,1376,3106,1355,1140,73
"Superior no univ. completo (006)",9344,,,,,2990,2921,3177,256
"Superior univ. incompleto (007)",6476,,,,1564,2949,940,972,51
"Superior univ. completo (008)",7618,,,,,2016,2383,2991,228
"Hombres (010)",77078,3374,7298,8685,9223,14865,11677,18191,3765
"Sin nivel (011)",4990,3374,538,71,81,126,154,354,292
"Educación inicial (012)",1926,,1832,40,12,26,16,,
"Primaria (013)",25700,,4928,5372,1276,2453,2811,6369,2491
"Secundaria (014)",28190,,,3202,6536,6636,4737,6509,570
"Superior no univ. incompleto (015)",3547,,,,558,1524,691,721,53
"Superior no univ. completo (016)",4531,,,,,1374,1387,1615,155
"Superior univ. incompleto (017)",3723,,,,760,1696,558,668,41
"Superior univ. completo (018)",4471,,,,,1030,1323,1955,163
"Mujeres (020)",74262,3173,7069,8384,9170,14291,11830,16128,4217
"Sin nivel (021)",6032,3173,485,53,84,166,250,880,941
"Educación inicial (022)",1895,,1785,42,21,29,18,,
"Primaria (023)",27353,,4799,5032,1284,2895,3553,7079,2711
"Secundaria (024)",24766,,,3257,6159,5764,4369,4848,369
"Superior no univ. incompleto (025)",3503,,,,818,1582,664,419,20
"Superior no univ. completo (026)",4813,,,,,1616,1534,1562,101
"Superior univ. incompleto (027)",2753,,,,804,1253,382,304,10
"Superior univ. completo (028)",3147,,,,,986,1060,1036,65
,,,,,,,,,
"URBANA (030)",137675,5682,12583,15253,16974,26643,21625,31604,7311
"Sin nivel (031)",9110,5682,790,111,132,233,295,867,1000
"Educación inicial (032)",3368,,3194,69,28,50,27,,
"Primaria (033)",45003,,8599,8908,1915,3951,5203,11630,4797
"Secundaria (034)",50125,,,6165,11989,11503,8617,10937,914
