"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PARINACOCHAS (000)",28196,1409,3356,3718,2766,4299,3724,6036,2888
"Sin nivel (001)",5190,1409,400,23,37,119,330,1357,1515
"Educación inicial (002)",927,,861,43,3,15,5,,
"Primaria (003)",10161,,2095,2560,431,770,1071,2211,1023
"Secundaria (004)",7614,,,1092,2056,1911,1142,1200,213
"Superior no univ. incompleto (005)",1230,,,,211,577,239,181,22
"Superior no univ. completo (006)",1951,,,,,682,605,601,63
"Superior univ. incompleto (007)",338,,,,28,90,90,123,7
"Superior univ. completo (008)",785,,,,,135,242,363,45
"Hombres (010)",14203,718,1714,1884,1432,2241,1916,3052,1246
"Sin nivel (011)",1810,718,199,12,20,44,100,352,365
"Educación inicial (012)",448,,419,20,1,6,2,,
"Primaria (013)",5199,,1096,1293,198,333,469,1157,653
"Secundaria (014)",4308,,,559,1093,1078,673,769,136
"Superior no univ. incompleto (015)",658,,,,106,292,129,117,14
"Superior no univ. completo (016)",1039,,,,,357,314,328,40
"Superior univ. incompleto (017)",234,,,,14,53,71,90,6
"Superior univ. completo (018)",507,,,,,78,158,239,32
"Mujeres (020)",13993,691,1642,1834,1334,2058,1808,2984,1642
"Sin nivel (021)",3380,691,201,11,17,75,230,1005,1150
"Educación inicial (022)",479,,442,23,2,9,3,,
"Primaria (023)",4962,,999,1267,233,437,602,1054,370
"Secundaria (024)",3306,,,533,963,833,469,431,77
"Superior no univ. incompleto (025)",572,,,,105,285,110,64,8
"Superior no univ. completo (026)",912,,,,,325,291,273,23
"Superior univ. incompleto (027)",104,,,,14,37,19,33,1
"Superior univ. completo (028)",278,,,,,57,84,124,13
,,,,,,,,,
"URBANA (030)",16307,814,1915,2177,1735,2612,2253,3378,1423
"Sin nivel (031)",2103,814,201,8,12,27,73,375,593
"Educación inicial (032)",538,,493,34,2,7,2,,
"Primaria (033)",5353,,1221,1405,173,320,524,1141,569
"Secundaria (034)",4986,,,730,1344,1140,769,841,162
"Superior no univ. incompleto (035)",933,,,,179,439,165,136,14
"Superior no univ. completo (036)",1559,,,,,530,485,499,45
"Superior univ. incompleto (037)",233,,,,25,61,54,87,6
"Superior univ. completo (038)",602,,,,,88,181,299,34
"Hombres (040)",8093,415,1007,1097,887,1309,1082,1707,589
"Sin nivel (041)",722,415,97,4,8,10,22,60,106
"Educación inicial (042)",264,,245,14,1,3,1,,
"Primaria (043)",2652,,665,704,82,140,197,538,326
"Secundaria (044)",2726,,,375,701,626,412,518,94
"Superior no univ. incompleto (045)",443,,,,82,202,73,78,8
"Superior no univ. completo (046)",761,,,,,251,226,258,26
"Superior univ. incompleto (047)",150,,,,13,32,39,61,5
"Superior univ. completo (048)",375,,,,,45,112,194,24
"Mujeres (050)",8214,399,908,1080,848,1303,1171,1671,834
"Sin nivel (051)",1381,399,104,4,4,17,51,315,487
"Educación inicial (052)",274,,248,20,1,4,1,,
"Primaria (053)",2701,,556,701,91,180,327,603,243
"Secundaria (054)",2260,,,355,643,514,357,323,68
"Superior no univ. incompleto (055)",490,,,,97,237,92,58,6
"Superior no univ. completo (056)",798,,,,,279,259,241,19
"Superior univ. incompleto (057)",83,,,,12,29,15,26,1
"Superior univ. completo (058)",227,,,,,43,69,105,10
,,,,,,,,,
"RURAL (060)",11889,595,1441,1541,1031,1687,1471,2658,1465
"Sin nivel (061)",3087,595,199,15,25,92,257,982,922
"Educación inicial (062)",389,,368,9,1,8,3,,
"Primaria (063)",4808,,874,1155,258,450,547,1070,454
"Secundaria (064)",2628,,,362,712,771,373,359,51
"Superior no univ. incompleto (065)",297,,,,32,138,74,45,8
"Superior no univ. completo (066)",392,,,,,152,120,102,18
"Superior univ. incompleto (067)",105,,,,3,29,36,36,1
"Superior univ. completo (068)",183,,,,,47,61,64,11
"Hombres (070)",6110,303,707,787,545,932,834,1345,657
"Sin nivel (071)",1088,303,102,8,12,34,78,292,259
"Educación inicial (072)",184,,174,6,,3,1,,
"Primaria (073)",2547,,431,589,116,193,272,619,327
"Secundaria (074)",1582,,,184,392,452,261,251,42
"Superior no univ. incompleto (075)",215,,,,24,90,56,39,6
"Superior no univ. completo (076)",278,,,,,106,88,70,14
"Superior univ. incompleto (077)",84,,,,1,21,32,29,1
"Superior univ. completo (078)",132,,,,,33,46,45,8
"Mujeres (080)",5779,292,734,754,486,755,637,1313,808
"Sin nivel (081)",1999,292,97,7,13,58,179,690,663
"Educación inicial (082)",205,,194,3,1,5,2,,
"Primaria (083)",2261,,443,566,142,257,275,451,127
"Secundaria (084)",1046,,,178,320,319,112,108,9
"Superior no univ. incompleto (085)",82,,,,8,48,18,6,2
"Superior no univ. completo (086)",114,,,,,46,32,32,4
"Superior univ. incompleto (087)",21,,,,2,8,4,7,
"Superior univ. completo (088)",51,,,,,14,15,19,3
