"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUALGAYOC (000)",42533,38999,1134,719,1681
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",29,,9,4,16
"Profes., científicos e intelectuales (002)",1455,542,415,328,170
"Técnicos de nivel medio y trab. asimilados (003)",436,142,19,26,249
"Jefes y empleados de oficina (004)",244,50,25,26,143
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1331,1220,38,29,44
"Agricult.trabaj.calif.agrop.y pesqueros (006)",15579,15429,147,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",8766,8239,77,50,400
"Obreros construc.,conf.,papel, fab., instr. (008)",1489,1099,105,64,221
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",12745,11942,278,162,363
"Otra (010)",53,,,,53
"Ocupación no especificada (011)",406,336,21,27,22
"Hombres (012)",23176,20390,853,530,1403
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",25,,6,4,15
"Profes., científicos e intelectuales (014)",820,269,248,192,111
"Técnicos de nivel medio y trab. asimilados (015)",329,107,15,19,188
"Jefes y empleados de oficina (016)",154,29,18,15,92
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",565,475,24,26,40
"Agricult.trabaj.calif.agrop.y pesqueros (018)",11506,11368,135,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",2111,1615,63,48,385
"Obreros construc.,conf.,papel, fab., instr. (020)",1110,725,104,62,219
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",6344,5696,229,139,280
"Otra (022)",52,,,,52
"Ocupación no especificada (023)",160,106,11,22,21
"Mujeres (024)",19357,18609,281,189,278
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",4,,3,,1
"Profes., científicos e intelectuales (026)",635,273,167,136,59
"Técnicos de nivel medio y trab. asimilados (027)",107,35,4,7,61
"Jefes y empleados de oficina (028)",90,21,7,11,51
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",766,745,14,3,4
"Agricult.trabaj.calif.agrop.y pesqueros (030)",4073,4061,12,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",6655,6624,14,2,15
"Obreros construc.,conf.,papel, fab., instr. (032)",379,374,1,2,2
