"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia SAN PABLO (000)",23114,22759,247,108
"Hombres (001)",11261,11143,72,46
"Mujeres (002)",11853,11616,175,62
"Menores de 1 año (003)",486,433,39,14
"Hombres (004)",238,217,14,7
"Mujeres (005)",248,216,25,7
"De 1 a 5 años (006)",2718,2600,40,78
"Hombres (007)",1392,1333,24,35
"Mujeres (008)",1326,1267,16,43
"De 6 a 14 años (009)",4807,4801,,6
"Hombres (010)",2410,2408,,2
"Mujeres (011)",2397,2393,,4
"De 15 a 29 años (012)",5807,5796,10,1
"Hombres (013)",2852,2847,4,1
"Mujeres (014)",2955,2949,6,
"De 30 a 44 años (015)",4185,4173,11,1
"Hombres (016)",1960,1956,4,
"Mujeres (017)",2225,2217,7,1
"De 45 a 64 años (018)",3231,3189,40,2
"Hombres (019)",1536,1528,7,1
"Mujeres (020)",1695,1661,33,1
"De 65 a más años (021)",1880,1767,107,6
"Hombres (022)",873,854,19,
"Mujeres (023)",1007,913,88,6
,,,,
"URBANA (024)",3594,3555,23,16
"Hombres (025)",1734,1722,5,7
"Mujeres (026)",1860,1833,18,9
"Menores de 1 año (027)",81,73,5,3
"Hombres (028)",38,37,,1
"Mujeres (029)",43,36,5,2
"De 1 a 5 años (030)",391,374,4,13
"Hombres (031)",185,177,2,6
"Mujeres (032)",206,197,2,7
"De 6 a 14 años (033)",649,649,,
"Hombres (034)",336,336,,
"Mujeres (035)",313,313,,
"De 15 a 29 años (036)",863,861,2,
"Hombres (037)",427,426,1,
"Mujeres (038)",436,435,1,
"De 30 a 44 años (039)",799,799,,
"Hombres (040)",376,376,,
"Mujeres (041)",423,423,,
"De 45 a 64 años (042)",550,547,3,
"Hombres (043)",252,251,1,
"Mujeres (044)",298,296,2,
"De 65 a más años (045)",261,252,9,
"Hombres (046)",120,119,1,
"Mujeres (047)",141,133,8,
,,,,
"RURAL (048)",19520,19204,224,92
"Hombres (049)",9527,9421,67,39
"Mujeres (050)",9993,9783,157,53
"Menores de 1 año (051)",405,360,34,11
"Hombres (052)",200,180,14,6
"Mujeres (053)",205,180,20,5
"De 1 a 5 años (054)",2327,2226,36,65
"Hombres (055)",1207,1156,22,29
"Mujeres (056)",1120,1070,14,36
"De 6 a 14 años (057)",4158,4152,,6
"Hombres (058)",2074,2072,,2
"Mujeres (059)",2084,2080,,4
"De 15 a 29 años (060)",4944,4935,8,1
"Hombres (061)",2425,2421,3,1
"Mujeres (062)",2519,2514,5,
"De 30 a 44 años (063)",3386,3374,11,1
"Hombres (064)",1584,1580,4,
"Mujeres (065)",1802,1794,7,1
"De 45 a 64 años (066)",2681,2642,37,2
"Hombres (067)",1284,1277,6,1
"Mujeres (068)",1397,1365,31,1
"De 65 a más años (069)",1619,1515,98,6
"Hombres (070)",753,735,18,
"Mujeres (071)",866,780,80,6
