"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior univ. incompleto (037)",547,,,,101,317,77,50,2
"Superior univ. completo (038)",934,,,,,252,346,311,25
"Hombres (040)",7360,386,991,1125,796,1156,914,1587,405
"Sin nivel (041)",760,386,64,12,5,11,29,144,109
"Educación inicial (042)",218,,212,,2,2,2,,
"Primaria (043)",2792,,715,724,67,158,236,680,212
"Secundaria (044)",2248,,,389,627,487,290,403,52
"Superior no univ. incompleto (045)",239,,,,38,113,50,33,5
"Superior no univ. completo (046)",249,,,,,74,77,89,9
"Superior univ. incompleto (047)",322,,,,57,184,45,36,
"Superior univ. completo (048)",532,,,,,127,185,202,18
"Mujeres (050)",7784,386,1059,1041,844,1251,1065,1593,545
"Sin nivel (051)",1592,386,60,10,6,49,115,587,379
"Educación inicial (052)",292,,277,2,2,3,8,,
"Primaria (053)",2977,,722,667,131,314,412,596,135
"Secundaria (054)",1942,,,362,628,488,234,210,20
"Superior no univ. incompleto (055)",161,,,,33,71,34,23,
"Superior no univ. completo (056)",193,,,,,68,69,54,2
"Superior univ. incompleto (057)",225,,,,44,133,32,14,2
"Superior univ. completo (058)",402,,,,,125,161,109,7
,,,,,,,,,
"RURAL (060)",36579,2551,6496,5776,3775,5259,3836,6593,2293
"Sin nivel (061)",9613,2551,888,49,72,414,810,3090,1739
"Educación inicial (062)",1489,,1423,11,3,24,28,,
"Primaria (063)",17404,,4185,4499,950,2245,2115,2900,510
"Secundaria (064)",7353,,,1217,2682,2174,743,501,36
"Superior no univ. incompleto (065)",273,,,,43,182,31,16,1
"Superior no univ. completo (066)",119,,,,,56,29,32,2
"Superior univ. incompleto (067)",167,,,,25,119,14,8,1
"Superior univ. completo (068)",161,,,,,45,66,46,4
"Hombres (070)",17872,1308,3287,2946,1929,2530,1803,3072,997
"Sin nivel (071)",3322,1308,438,17,23,73,145,755,563
"Educación inicial (072)",717,,692,5,2,9,9,,
"Primaria (073)",8807,,2157,2256,285,823,1029,1854,403
"Secundaria (074)",4572,,,668,1574,1386,532,386,26
"Superior no univ. incompleto (075)",174,,,,29,115,19,11,
"Superior no univ. completo (076)",63,,,,,28,16,18,1
"Superior univ. incompleto (077)",109,,,,16,74,11,7,1
"Superior univ. completo (078)",108,,,,,22,42,41,3
"Mujeres (080)",18707,1243,3209,2830,1846,2729,2033,3521,1296
"Sin nivel (081)",6291,1243,450,32,49,341,665,2335,1176
"Educación inicial (082)",772,,731,6,1,15,19,,
"Primaria (083)",8597,,2028,2243,665,1422,1086,1046,107
"Secundaria (084)",2781,,,549,1108,788,211,115,10
"Superior no univ. incompleto (085)",99,,,,14,67,12,5,1
"Superior no univ. completo (086)",56,,,,,28,13,14,1
"Superior univ. incompleto (087)",58,,,,9,45,3,1,
"Superior univ. completo (088)",53,,,,,23,24,5,1
