"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CAMANA (000)",22182,15670,3023,1972,1517
"Hombres (001)",14895,10726,2081,1104,984
"Mujeres (002)",7287,4944,942,868,533
"De 06 a 14 años (003)",171,155,9,4,3
"Hombres (004)",114,103,7,3,1
"Mujeres (005)",57,52,2,1,2
"De 15 a 29 años (006)",6957,4948,1053,586,370
"Hombres (007)",4623,3331,730,332,230
"Mujeres (008)",2334,1617,323,254,140
"De 30 a 44 años (009)",8262,5482,1242,876,662
"Hombres (010)",5402,3680,834,448,440
"Mujeres (011)",2860,1802,408,428,222
"De 45 a 64 años (012)",5698,4138,627,475,458
"Hombres (013)",3898,2886,427,293,292
"Mujeres (014)",1800,1252,200,182,166
"De 65 y más años (015)",1094,947,92,31,24
"Hombres (016)",858,726,83,28,21
"Mujeres (017)",236,221,9,3,3
,,,,,
"URBANA (018)",17888,12183,2418,1826,1461
"Hombres (019)",11415,7894,1577,993,951
"Mujeres (020)",6473,4289,841,833,510
"De 06 a 14 años (021)",146,131,8,4,3
"Hombres (022)",93,82,7,3,1
"Mujeres (023)",53,49,1,1,2
"De 15 a 29 años (024)",5101,3439,770,541,351
"Hombres (025)",3111,2108,487,296,220
"Mujeres (026)",1990,1331,283,245,131
"De 30 a 44 años (027)",6841,4366,1028,811,636
"Hombres (028)",4277,2790,663,400,424
"Mujeres (029)",2564,1576,365,411,212
"De 45 a 64 años (030)",4912,3486,535,442,449
"Hombres (031)",3258,2351,351,269,287
"Mujeres (032)",1654,1135,184,173,162
"De 65 y más años (033)",888,761,77,28,22
"Hombres (034)",676,563,69,25,19
"Mujeres (035)",212,198,8,3,3
,,,,,
"RURAL (036)",4294,3487,605,146,56
"Hombres (037)",3480,2832,504,111,33
"Mujeres (038)",814,655,101,35,23
"De 06 a 14 años (039)",25,24,1,,
"Hombres (040)",21,21,,,
"Mujeres (041)",4,3,1,,
"De 15 a 29 años (042)",1856,1509,283,45,19
"Hombres (043)",1512,1223,243,36,10
"Mujeres (044)",344,286,40,9,9
"De 30 a 44 años (045)",1421,1116,214,65,26
"Hombres (046)",1125,890,171,48,16
"Mujeres (047)",296,226,43,17,10
"De 45 a 64 años (048)",786,652,92,33,9
"Hombres (049)",640,535,76,24,5
"Mujeres (050)",146,117,16,9,4
"De 65 y más años (051)",206,186,15,3,2
"Hombres (052)",182,163,14,3,2
"Mujeres (053)",24,23,1,,
