"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 30 a 34 años (025)",35,35,1,10,9,11,2,2,,,,81
"De 35 a 39 años (026)",47,47,1,13,12,5,13,3,,,,128
"De 40 a 44 años (027)",27,27,4,3,3,2,8,3,4,,,101
"De 45 a 49 años (028)",28,28,1,6,4,2,9,5,1,,,100
"De 50 y más años (029)",89,89,3,10,12,15,23,11,13,2,,387
"Casado(a) (030)",2854,2839,107,152,274,349,613,536,430,378,15,15813
"De 12 a 14 años (031)",2,2,1,1,,,,,,,,1
"De 15 a 19 años (032)",9,8,4,4,,,,,,,1,4
"De 20 a 24 años (033)",84,82,10,23,33,10,5,1,,,2,147
"De 25 a 29 años (034)",156,155,9,31,31,43,35,4,2,,1,412
"De 30 a 34 años (035)",241,239,6,13,38,63,83,29,7,,2,889
"De 35 a 39 años (036)",307,303,7,11,42,54,102,57,19,11,4,1358
"De 40 a 44 años (037)",339,336,7,11,35,53,76,63,67,24,3,1810
"De 45 a 49 años (038)",329,329,7,10,27,33,68,67,71,46,,2012
"De 50 y más años (039)",1387,1385,56,48,68,93,244,315,264,297,2,9180
"Viudo(a) (040)",843,836,28,32,50,60,190,183,163,130,7,5181
"De 20 a 24 años (043)",2,2,,,1,,,1,,,,8
"De 25 a 29 años (044)",5,5,,1,2,,2,,,,,14
"De 30 a 34 años (045)",9,9,,1,3,2,3,,,,,26
"De 35 a 39 años (046)",10,9,1,1,1,,4,1,,1,1,38
"De 40 a 44 años (047)",24,24,3,,4,,11,3,3,,,103
"De 45 a 49 años (048)",45,45,1,1,8,5,9,12,5,4,,233
"De 50 y más años (049)",748,742,23,28,31,53,161,166,155,125,6,4759
"Divorciado(a) (050)",36,35,,3,4,7,1,7,9,4,1,202
"De 20 a 24 años (053)",2,2,,1,,1,,,,,,4
"De 25 a 29 años (054)",1,1,,,1,,,,,,,2
"De 35 a 39 años (056)",5,4,,,2,1,,,1,,1,15
"De 40 a 44 años (057)",3,3,,,1,1,1,,,,,10
"De 45 a 49 años (058)",4,4,,1,,,,3,,,,20
"De 50 y más años (059)",21,21,,1,,4,,4,8,4,,151
"Soltero(a) (060)",2205,2076,1707,209,91,46,23,,,,129,621
"De 12 a 14 años (061)",676,676,675,1,,,,,,,,1
"De 15 a 19 años (062)",724,723,681,39,3,,,,,,1,45
"De 20 a 24 años (063)",289,244,173,53,17,1,,,,,45,90
"De 25 a 29 años (064)",150,112,65,25,13,6,3,,,,38,81
"De 30 a 34 años (065)",99,81,37,25,12,6,1,,,,18,71
"De 35 a 39 años (066)",59,50,6,18,11,9,6,,,,9,91
"De 40 a 44 años (067)",39,35,9,11,7,5,3,,,,4,52
"De 45 a 49 años (068)",38,33,12,8,7,4,2,,,,5,42
"De 50 y más años (069)",131,122,49,29,21,15,8,,,,9,148
,,,,,,,,,,,,
"URBANA (080)",2472,2381,642,305,303,272,348,250,155,106,91,7351
"De 12 a 14 años (081)",218,218,216,2,,,,,,,,2
"De 15 a 19 años (082)",295,291,249,37,5,,,,,,4,47
"De 20 a 24 años (083)",259,231,77,87,50,10,3,4,,,28,255
"De 25 a 29 años (084)",216,194,34,55,54,35,15,1,,,22,337
"De 30 a 34 años (085)",209,196,15,34,46,49,43,9,,,13,517
"De 35 a 39 años (086)",223,216,7,21,52,51,59,21,4,1,7,715
"De 40 a 44 años (087)",174,170,5,9,27,30,50,29,17,3,4,733
"De 45 a 49 años (088)",160,157,3,11,23,20,38,31,21,10,3,772
"De 50 y más años (089)",718,708,36,49,46,77,140,155,113,92,10,3973
"Conviviente (090)",511,494,38,122,114,83,85,33,12,7,17,1356
"De 12 a 14 años (091)",2,2,1,1,,,,,,,,1
"De 15 a 19 años (092)",38,35,14,18,3,,,,,,3,24
"De 20 a 24 años (093)",104,100,9,52,29,7,2,1,,,4,145
"De 25 a 29 años (094)",105,101,5,33,33,19,11,,,,4,203
"De 30 a 34 años (095)",87,84,3,10,21,24,23,3,,,3,242
"De 35 a 39 años (096)",69,68,3,3,20,18,15,8,1,,1,223
"De 40 a 44 años (097)",43,41,1,1,6,4,14,11,3,1,2,193
"De 45 a 49 años (098)",18,18,,2,,3,8,2,2,1,,87
"De 50 y más años (099)",45,45,2,2,2,8,12,8,6,5,,238
"Separado(a) (100)",105,104,7,31,23,14,17,7,5,,1,282
"De 15 a 19 años (102)",3,3,1,1,1,,,,,,,3
"De 20 a 24 años (103)",17,16,,9,5,1,,1,,,1,29
"De 25 a 29 años (104)",10,10,,4,5,1,,,,,,17
"De 30 a 34 años (105)",8,8,1,5,2,,,,,,,9
"De 35 a 39 años (106)",12,12,,3,4,3,1,1,,,,30
"De 40 a 44 años (107)",15,15,3,2,2,1,5,1,1,,,43
"De 45 a 49 años (108)",6,6,,2,,1,2,1,,,,20
"De 50 y más años (109)",34,34,2,5,4,7,9,3,4,,,131
"Casado(a) (110)",849,842,24,57,119,135,195,151,92,69,7,4071
"De 15 a 19 años (112)",3,2,1,1,,,,,,,1,1
"De 20 a 24 años (113)",26,26,2,11,9,2,1,1,,,,46
"De 25 a 29 años (114)",46,45,4,10,12,14,4,1,,,1,98
"De 30 a 34 años (115)",70,69,1,7,17,21,17,6,,,1,218
"De 35 a 39 años (116)",111,110,2,6,22,27,38,11,3,1,1,404
"De 40 a 44 años (117)",102,101,1,2,17,23,28,16,12,2,1,454
"De 45 a 49 años (118)",108,108,1,4,16,12,25,25,17,8,,579
"De 50 y más años (119)",383,381,12,16,26,36,82,91,60,58,2,2271
"Viudo(a) (120)",235,231,6,14,15,21,44,57,44,30,4,1381
"De 20 a 24 años (123)",1,1,,,,,,1,,,,6
"De 30 a 34 años (125)",4,4,,,1,1,2,,,,,13
"De 35 a 39 años (126)",3,3,,,,,2,1,,,,16
"De 40 a 44 años (127)",5,5,,,1,,2,1,1,,,26
"De 45 a 49 años (128)",14,14,,,5,2,2,2,2,1,,63
"De 50 y más años (129)",208,204,6,14,8,18,36,52,41,29,4,1257
"Divorciado(a) (130)",10,9,,,2,2,1,2,2,,1,45
"De 35 a 39 años (136)",3,2,,,2,,,,,,1,4
"De 40 a 44 años (137)",2,2,,,,1,1,,,,,8
"De 45 a 49 años (138)",1,1,,,,,,1,,,,6
"De 50 y más años (139)",4,4,,,,1,,1,2,,,27
"Soltero(a) (140)",762,701,567,81,30,17,6,,,,61,216
"De 12 a 14 años (141)",216,216,215,1,,,,,,,,1
"De 15 a 19 años (142)",251,251,233,17,1,,,,,,,19
"De 20 a 24 años (143)",111,88,66,15,7,,,,,,23,29
"De 25 a 29 años (144)",55,38,25,8,4,1,,,,,17,19
"De 30 a 34 años (145)",40,31,10,12,5,3,1,,,,9,35
"De 35 a 39 años (146)",25,21,2,9,4,3,3,,,,4,38
"De 40 a 44 años (147)",7,6,,4,1,1,,,,,1,9
"De 45 a 49 años (148)",13,10,2,3,2,2,1,,,,3,17
"De 50 y más años (149)",44,40,14,12,6,7,1,,,,4,49
,,,,,,,,,,,,
"RURAL (160)",5565,5446,1338,577,531,496,856,655,546,447,119,20778
"De 12 a 14 años (161)",468,465,463,1,1,,,,,,3,3
"De 15 a 19 años (162)",574,561,476,73,10,1,1,,,,13,100
"De 20 a 24 años (163)",527,494,139,187,115,40,11,2,,,33,597
"De 25 a 29 años (164)",447,422,50,110,113,74,66,7,2,,25,899
"De 30 a 34 años (165)",478,464,38,46,74,107,139,49,11,,14,1532
"De 35 a 39 años (166)",425,413,16,39,51,64,128,75,29,11,12,1740
"De 40 a 44 años (167)",410,402,24,24,40,54,91,68,76,25,8,2018
"De 45 a 49 años (168)",366,363,19,19,27,35,74,71,70,48,3,2087
"De 50 y más años (169)",1870,1862,113,78,100,121,346,383,358,363,8,11802
"Conviviente (170)",1253,1214,88,261,230,179,235,120,69,32,39,3987
"De 12 a 14 años (171)",6,3,2,,1,,,,,,3,2
"De 15 a 19 años (172)",85,73,25,39,8,,1,,,,12,59
"De 20 a 24 años (173)",250,241,24,112,70,27,6,2,,,9,371
"De 25 a 29 años (174)",205,202,4,57,72,37,29,3,,,3,454
"De 30 a 34 años (175)",216,212,6,21,37,50,70,24,4,,4,740
"De 35 a 39 años (176)",151,148,5,14,15,28,47,27,12,,3,602
"De 40 a 44 años (177)",109,106,5,7,11,19,28,17,16,3,3,482
"De 45 a 49 años (178)",64,63,1,2,4,8,16,13,12,7,1,365
"De 50 y más años (179)",167,166,16,9,12,10,38,34,25,22,1,912
"Separado(a) (180)",230,229,5,72,48,30,40,19,13,2,1,687
"De 15 a 19 años (182)",10,10,,9,,1,,,,,,12
"De 20 a 24 años (183)",38,38,,24,10,3,1,,,,,58
"De 25 a 29 años (184)",31,30,1,14,10,3,1,1,,,1,53
"De 30 a 34 años (185)",27,27,,5,7,11,2,2,,,,72
"De 35 a 39 años (186)",35,35,1,10,8,2,12,2,,,,98
"De 40 a 44 años (187)",12,12,1,1,1,1,3,2,3,,,58
"De 45 a 49 años (188)",22,22,1,4,4,1,7,4,1,,,80
"De 50 y más años (189)",55,55,1,5,8,8,14,8,9,2,,256
"Casado(a) (190)",2005,1997,83,95,155,214,418,385,338,309,8,11742
"De 12 a 14 años (191)",2,2,1,1,,,,,,,,1
"De 15 a 19 años (192)",6,6,3,3,,,,,,,,3
"De 20 a 24 años (193)",58,56,8,12,24,8,4,,,,2,101
"De 25 a 29 años (194)",110,110,5,21,19,29,31,3,2,,,314
"De 30 a 34 años (195)",171,170,5,6,21,42,66,23,7,,1,671
"De 35 a 39 años (196)",196,193,5,5,20,27,64,46,16,10,3,954
"De 40 a 44 años (197)",237,235,6,9,18,30,48,47,55,22,2,1356
"De 45 a 49 años (198)",221,221,6,6,11,21,43,42,54,38,,1433
"De 50 y más años (199)",1004,1004,44,32,42,57,162,224,204,239,,6909
"Viudo(a) (200)",608,605,22,18,35,39,146,126,119,100,3,3800
"De 20 a 24 años (203)",1,1,,,1,,,,,,,2
"De 25 a 29 años (204)",5,5,,1,2,,2,,,,,14
"De 30 a 34 años (205)",5,5,,1,2,1,1,,,,,13
"De 35 a 39 años (206)",7,6,1,1,1,,2,,,1,1,22
"De 40 a 44 años (207)",19,19,3,,3,,9,2,2,,,77
"De 45 a 49 años (208)",31,31,1,1,3,3,7,10,3,3,,170
"De 50 y más años (209)",540,538,17,14,23,35,125,114,114,96,2,3502
"Divorciado(a) (210)",26,26,,3,2,5,,5,7,4,,157
"De 20 a 24 años (213)",2,2,,1,,1,,,,,,4
"De 25 a 29 años (214)",1,1,,,1,,,,,,,2
"De 35 a 39 años (216)",2,2,,,,1,,,1,,,11
"De 40 a 44 años (217)",1,1,,,1,,,,,,,2
"De 45 a 49 años (218)",3,3,,1,,,,2,,,,14
"De 50 y más años (219)",17,17,,1,,3,,3,6,4,,124
"Soltero(a) (220)",1443,1375,1140,128,61,29,17,,,,68,405
"De 12 a 14 años (221)",460,460,460,,,,,,,,,
"De 15 a 19 años (222)",473,472,448,22,2,,,,,,1,26
"De 20 a 24 años (223)",178,156,107,38,10,1,,,,,22,61
"De 25 a 29 años (224)",95,74,40,17,9,5,3,,,,21,62
"De 30 a 34 años (225)",59,50,27,13,7,3,,,,,9,36
"De 35 a 39 años (226)",34,29,4,9,7,6,3,,,,5,53
"De 40 a 44 años (227)",32,29,9,7,6,4,3,,,,3,43
"De 45 a 49 años (228)",25,23,10,5,5,2,1,,,,2,25
"De 50 y más años (229)",87,82,35,17,15,8,7,,,,5,99
