"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",182,162,17,3,
,,,,,
"URBANA (036)",4486,3351,636,275,224
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",29,,1,5,23
"Profes., científicos e intelectuales (038)",316,94,82,102,38
"Técnicos de nivel medio y trab. asimilados (039)",69,39,3,7,20
"Jefes y empleados de oficina (040)",71,11,6,7,47
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",312,283,17,8,4
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1759,1486,268,5,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",112,96,6,7,3
"Obreros construc.,conf.,papel, fab., instr. (044)",231,107,48,63,13
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1359,1075,179,61,44
"Otra (046)",29,,,,29
"Ocupación no especificada (047)",199,160,26,10,3
"Hombres (048)",2826,1976,488,194,168
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",25,,1,3,21
"Profes., científicos e intelectuales (050)",176,48,55,54,19
"Técnicos de nivel medio y trab. asimilados (051)",35,22,3,2,8
"Jefes y empleados de oficina (052)",42,2,5,4,31
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",103,88,9,3,3
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1340,1111,226,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",95,80,6,7,2
"Obreros construc.,conf.,papel, fab., instr. (056)",223,103,47,60,13
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",696,483,124,50,39
"Otra (058)",29,,,,29
"Ocupación no especificada (059)",62,39,12,8,3
"Mujeres (060)",1660,1375,148,81,56
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",4,,,2,2
"Profes., científicos e intelectuales (062)",140,46,27,48,19
"Técnicos de nivel medio y trab. asimilados (063)",34,17,,5,12
"Jefes y empleados de oficina (064)",29,9,1,3,16
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",209,195,8,5,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",419,375,42,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",17,16,,,1
"Obreros construc.,conf.,papel, fab., instr. (068)",8,4,1,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",663,592,55,11,5
"Ocupación no especificada (071)",137,121,14,2,
,,,,,
"RURAL (072)",3147,2626,398,46,77
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",4,,,,4
"Profes., científicos e intelectuales (074)",66,23,27,14,2
"Técnicos de nivel medio y trab. asimilados (075)",18,12,1,1,4
"Jefes y empleados de oficina (076)",9,4,,,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",92,89,2,,1
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1678,1475,202,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",69,49,15,1,4
"Obreros construc.,conf.,papel, fab., instr. (080)",85,64,10,8,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1036,832,132,18,54
"Ocupación no especificada (083)",90,78,9,3,
"Hombres (084)",2267,1839,316,42,70
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",3,,,,3
"Profes., científicos e intelectuales (086)",47,13,21,13,
"Técnicos de nivel medio y trab. asimilados (087)",15,9,1,1,4
"Jefes y empleados de oficina (088)",5,,,,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",28,26,1,,1
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1409,1225,183,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",60,42,13,1,4
"Obreros construc.,conf.,papel, fab., instr. (092)",83,62,10,8,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",572,425,81,16,50
"Ocupación no especificada (095)",45,37,6,2,
"Mujeres (096)",880,787,82,4,7
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,,,1
"Profes., científicos e intelectuales (098)",19,10,6,1,2
"Técnicos de nivel medio y trab. asimilados (099)",3,3,,,
"Jefes y empleados de oficina (100)",4,4,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",64,63,1,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",269,250,19,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",9,7,2,,
"Obreros construc.,conf.,papel, fab., instr. (104)",2,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",464,407,51,2,4
"Ocupación no especificada (107)",45,41,3,1,
