"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia PISCO (000)",125879,64083,61796,110308,55747,54561,15571,8336,7235
"Menores de 1 año (001)",2394,1195,1199,2088,1042,1046,306,153,153
"Menores de 1 mes (002)",171,78,93,142,66,76,29,12,17
"De 1 a 11 meses (003)",2223,1117,1106,1946,976,970,277,141,136
"De 1 a 4 años (004)",10471,5320,5151,9178,4646,4532,1293,674,619
"1 año (005)",2429,1212,1217,2142,1060,1082,287,152,135
"2 años (006)",2972,1511,1461,2612,1317,1295,360,194,166
"3 años (007)",2737,1378,1359,2387,1199,1188,350,179,171
"4 años (008)",2333,1219,1114,2037,1070,967,296,149,147
"De 5 a 9 años (009)",11508,5931,5577,10098,5202,4896,1410,729,681
"5 años (010)",2230,1146,1084,1943,984,959,287,162,125
"6 años (011)",2080,1082,998,1847,961,886,233,121,112
"7 años (012)",2409,1218,1191,2094,1061,1033,315,157,158
"8 años (013)",2436,1243,1193,2140,1090,1050,296,153,143
"9 años (014)",2353,1242,1111,2074,1106,968,279,136,143
"De 10 a 14 años (015)",13210,6831,6379,11521,5958,5563,1689,873,816
"10 años (016)",2688,1453,1235,2332,1265,1067,356,188,168
"11 años (017)",2538,1275,1263,2218,1113,1105,320,162,158
"12 años (018)",2678,1416,1262,2340,1243,1097,338,173,165
"13 años (019)",2688,1398,1290,2326,1205,1121,362,193,169
"14 años (020)",2618,1289,1329,2305,1132,1173,313,157,156
"De 15 a 19 años (021)",12474,6504,5970,10834,5552,5282,1640,952,688
"15 años (022)",2643,1326,1317,2310,1147,1163,333,179,154
"16 años (023)",2386,1197,1189,2091,1034,1057,295,163,132
"17 años (024)",2332,1234,1098,2007,1047,960,325,187,138
"18 años (025)",2591,1385,1206,2233,1163,1070,358,222,136
"19 años (026)",2522,1362,1160,2193,1161,1032,329,201,128
"De 20 a 24 años (027)",11883,6108,5775,10390,5298,5092,1493,810,683
"20 años (028)",2591,1350,1241,2221,1157,1064,370,193,177
"21 años (029)",2323,1153,1170,2063,1015,1048,260,138,122
"22 años (030)",2395,1245,1150,2082,1086,996,313,159,154
"23 años (031)",2257,1164,1093,1986,1004,982,271,160,111
"24 años (032)",2317,1196,1121,2038,1036,1002,279,160,119
"De 25 a 29 años (033)",10682,5398,5284,9343,4689,4654,1339,709,630
"25 años (034)",2285,1134,1151,1995,985,1010,290,149,141
"26 años (035)",2211,1147,1064,1933,993,940,278,154,124
"27 años (036)",2280,1128,1152,1992,982,1010,288,146,142
"28 años (037)",2040,1026,1014,1783,890,893,257,136,121
"29 años (038)",1866,963,903,1640,839,801,226,124,102
"De 30 a 34 años (039)",9795,4838,4957,8617,4214,4403,1178,624,554
