"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia CELENDIN (000)",88508,43454,45054,22170,10657,11513,66338,32797,33541
"Menores de 1 año (001)",1728,845,883,360,167,193,1368,678,690
"Menores de 1 mes (002)",123,53,70,33,15,18,90,38,52
"De 1 a 11 meses (003)",1605,792,813,327,152,175,1278,640,638
"De 1 a 4 años (004)",8516,4248,4268,1806,909,897,6710,3339,3371
"1 año (005)",1942,979,963,440,218,222,1502,761,741
"2 años (006)",2185,1092,1093,483,241,242,1702,851,851
"3 años (007)",2173,1055,1118,462,218,244,1711,837,874
"4 años (008)",2216,1122,1094,421,232,189,1795,890,905
"De 5 a 9 años (009)",10534,5255,5279,2102,1035,1067,8432,4220,4212
"5 años (010)",2044,1035,1009,411,200,211,1633,835,798
"6 años (011)",1976,961,1015,376,183,193,1600,778,822
"7 años (012)",2160,1049,1111,417,203,214,1743,846,897
"8 años (013)",2289,1154,1135,485,240,245,1804,914,890
"9 años (014)",2065,1056,1009,413,209,204,1652,847,805
"De 10 a 14 años (015)",12451,6367,6084,2769,1426,1343,9682,4941,4741
"10 años (016)",2439,1206,1233,500,252,248,1939,954,985
"11 años (017)",2474,1281,1193,549,291,258,1925,990,935
"12 años (018)",2661,1362,1299,570,303,267,2091,1059,1032
"13 años (019)",2457,1290,1167,545,269,276,1912,1021,891
"14 años (020)",2420,1228,1192,605,311,294,1815,917,898
"De 15 a 19 años (021)",9023,4550,4473,2353,1164,1189,6670,3386,3284
"15 años (022)",2208,1106,1102,565,269,296,1643,837,806
"16 años (023)",1950,988,962,489,257,232,1461,731,730
"17 años (024)",1781,925,856,485,252,233,1296,673,623
"18 años (025)",1644,849,795,411,204,207,1233,645,588
"19 años (026)",1440,682,758,403,182,221,1037,500,537
"De 20 a 24 años (027)",7158,3416,3742,2059,951,1108,5099,2465,2634
"20 años (028)",1601,748,853,459,209,250,1142,539,603
"21 años (029)",1208,559,649,415,179,236,793,380,413
"22 años (030)",1459,689,770,396,176,220,1063,513,550
"23 años (031)",1460,747,713,402,205,197,1058,542,516
"24 años (032)",1430,673,757,387,182,205,1043,491,552
"De 25 a 29 años (033)",6145,2984,3161,1614,777,837,4531,2207,2324
"25 años (034)",1274,628,646,344,176,168,930,452,478
"26 años (035)",1272,654,618,331,170,161,941,484,457
"27 años (036)",1300,618,682,337,147,190,963,471,492
"28 años (037)",1232,596,636,318,145,173,914,451,463
"29 años (038)",1067,488,579,284,139,145,783,349,434
"De 30 a 34 años (039)",5407,2648,2759,1387,663,724,4020,1985,2035
"30 años (040)",1370,686,684,325,159,166,1045,527,518
"31 años (041)",888,440,448,250,123,127,638,317,321
"32 años (042)",1176,571,605,295,146,149,881,425,456
