"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CONTRALMIRANTE VILLAR (000)",6010,15190,13804,,296,90.9,1.9
"De 12 a 14 años (001)",532,5,5,,,100,
"De 15 a 19 años (002)",759,145,142,39,97.9,26.9,
"De 20 a 24 años (003)",754,654,645,90,98.6,13.8,
"De 25 a 29 años (004)",702,1139,1118,82,98.2,7.2,
"De 30 a 34 años (005)",635,1476,1422,54,96.3,3.7,
"De 35 a 39 años (006)",538,1623,1545,23,95.2,1.4,
"De 40 a 44 años (007)",473,1664,1558,8,93.6,0.5,
"De 45 a 49 años (008)",409,1644,1506,,91.6,,
"De 50 y más años (009)",1208,6840,5863,,85.7,,
"Sin nivel (010)",243,1567,1248,2,79.6,0.1,
"De 12 a 14 años (011)",5,,,,,,
"De 15 a 19 años (012)",2,2,2,,100,,
"De 20 a 24 años (013)",9,6,6,,100,,
"De 25 a 29 años (014)",9,22,22,1,100,4.5,
"De 30 a 34 años (015)",11,22,19,,86.4,,
"De 35 a 39 años (016)",10,31,30,1,96.8,3.2,
"De 40 a 44 años (017)",16,72,64,,88.9,,
"De 45 a 49 años (018)",19,73,65,,89,,
"De 50 y más años (019)",162,1339,1040,,77.7,,
"Educacion Inicial (020)",12,14,14,1,100,7.1,
"De 12 a 14 años (021)",3,,,,,,
"De 15 a 19 años (022)",2,,,,,,
"De 20 a 24 años (023)",3,4,4,1,100,25,
"De 25 a 29 años (024)",1,,,,,,
"De 30 a 34 años (025)",1,,,,,,
"De 35 a 39 años (026)",2,10,10,,100,,
"Primaria (030)",2322,8745,7833,90,89.6,1,
"De 12 a 14 años (031)",184,3,3,,100,,
"De 15 a 19 años (032)",108,26,25,10,96.2,38.5,
"De 20 a 24 años (033)",150,185,182,22,98.4,11.9,
"De 25 a 29 años (034)",202,420,410,30,97.6,7.1,
"De 30 a 34 años (035)",229,634,602,15,95,2.4,
"De 35 a 39 años (036)",223,820,763,9,93,1.1,
"De 40 a 44 años (037)",235,993,914,4,92,0.4,
"De 45 a 49 años (038)",225,1101,988,,89.7,,
"De 50 y más años (039)",766,4563,3946,,86.5,,
"Secundaria (040)",2340,3404,3288,139,96.6,4.1,
"De 12 a 14 años (041)",340,2,2,,100,,
"De 15 a 19 años (042)",542,103,102,26,99,25.2,
