"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ILO (000)",1970,6,945,640,343,36
"Conviviente (001)",520,,191,223,97,9
"Separado(a) (002)",87,,15,42,29,1
"Casado(a) (003)",415,,60,183,154,18
"Viudo(a) (004)",26,,1,4,15,6
"Divorciado(a) (005)",12,,2,4,6,
"Soltero(a) (006)",910,6,676,184,42,2
"Hombres (008)",1301,5,571,428,264,33
"Conviviente (009)",350,,107,159,76,8
"Separado(a) (010)",39,,2,16,20,1
"Casado(a) (011)",285,,32,115,122,16
"Viudo(a) (012)",17,,,1,10,6
"Divorciado(a) (013)",7,,1,3,3,
"Soltero(a) (014)",603,5,429,134,33,2
"Mujeres (016)",669,1,374,212,79,3
"Conviviente (017)",170,,84,64,21,1
"Separado(a) (018)",48,,13,26,9,
"Casado(a) (019)",130,,28,68,32,2
"Viudo(a) (020)",9,,1,3,5,
"Divorciado(a) (021)",5,,1,1,3,
"Soltero(a) (022)",307,1,247,50,9,
,,,,,,
"AREA URBANA (024)",1967,5,944,640,342,36
"Conviviente (025)",520,,191,223,97,9
"Separado(a) (026)",87,,15,42,29,1
"Casado(a) (027)",413,,59,183,153,18
"Viudo(a) (028)",26,,1,4,15,6
"Divorciado(a) (029)",12,,2,4,6,
"Soltero(a) (030)",909,5,676,184,42,2
"Hombres (032)",1299,4,571,428,263,33
"Conviviente (033)",350,,107,159,76,8
"Separado(a) (034)",39,,2,16,20,1
"Casado(a) (035)",284,,32,115,121,16
"Viudo(a) (036)",17,,,1,10,6
"Divorciado(a) (037)",7,,1,3,3,
"Soltero(a) (038)",602,4,429,134,33,2
"Mujeres (040)",668,1,373,212,79,3
"Conviviente (041)",170,,84,64,21,1
"Separado(a) (042)",48,,13,26,9,
"Casado(a) (043)",129,,27,68,32,2
"Viudo(a) (044)",9,,1,3,5,
"Divorciado(a) (045)",5,,1,1,3,
"Soltero(a) (046)",307,1,247,50,9,
,,,,,,
"AREA RURAL (048)",3,1,1,,1,
"Casado(a) (051)",2,,1,,1,
"Soltero(a) (054)",1,1,,,,
"Hombres (056)",2,1,,,1,
"Casado(a) (059)",1,,,,1,
"Soltero(a) (062)",1,1,,,,
"Mujeres (064)",1,,1,,,
"Casado(a) (067)",1,,1,,,
