"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obreros construc.,conf.,papel, fab., instr. (032)",232,169,21,29,13
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",8111,7161,402,224,324
"Otra (034)",60,,,,60
"Ocupación no especificada (035)",963,815,70,55,23
,,,,,
"URBANA (036)",57995,38251,6353,5601,7790
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",166,7,53,34,72
"Profes., científicos e intelectuales (038)",10361,2375,2052,2883,3051
"Técnicos de nivel medio y trab. asimilados (039)",3738,1800,548,509,881
"Jefes y empleados de oficina (040)",2985,599,384,528,1474
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",12008,10696,757,371,184
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2810,2547,249,11,3
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",5391,4426,593,172,200
"Obreros construc.,conf.,papel, fab., instr. (044)",6402,5031,563,416,392
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",12004,9718,982,562,742
"Otra (046)",707,,,,707
"Ocupación no especificada (047)",1423,1052,172,115,84
"Hombres (048)",33456,21364,3939,3284,4869
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",113,5,36,21,51
"Profes., científicos e intelectuales (050)",5380,1271,1012,1446,1651
"Técnicos de nivel medio y trab. asimilados (051)",2439,1231,384,332,492
"Jefes y empleados de oficina (052)",1505,263,161,261,820
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",4204,3464,354,248,138
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2191,1983,200,6,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",4343,3545,477,128,193
"Obreros construc.,conf.,papel, fab., instr. (056)",6176,4865,542,389,380
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",5620,4152,654,381,433
"Otra (058)",647,,,,647
"Ocupación no especificada (059)",838,585,119,72,62
"Mujeres (060)",24539,16887,2414,2317,2921
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",53,2,17,13,21
"Profes., científicos e intelectuales (062)",4981,1104,1040,1437,1400
"Técnicos de nivel medio y trab. asimilados (063)",1299,569,164,177,389
"Jefes y empleados de oficina (064)",1480,336,223,267,654
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",7804,7232,403,123,46
"Agricult.trabaj.calif.agrop.y pesqueros (066)",619,564,49,5,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",1048,881,116,44,7
"Obreros construc.,conf.,papel, fab., instr. (068)",226,166,21,27,12
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",6384,5566,328,181,309
"Otra (070)",60,,,,60
"Ocupación no especificada (071)",585,467,53,43,22
,,,,,
"RURAL (072)",13288,12070,800,262,156
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",12,,4,,8
"Profes., científicos e intelectuales (074)",208,114,64,23,7
"Técnicos de nivel medio y trab. asimilados (075)",58,35,10,3,10
"Jefes y empleados de oficina (076)",54,10,7,8,29
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",514,480,22,7,5
"Agricult.trabaj.calif.agrop.y pesqueros (078)",6366,6144,212,8,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",310,247,56,5,2
"Obreros construc.,conf.,papel, fab., instr. (080)",485,399,41,35,10
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",4568,3990,348,152,78
"Otra (082)",1,,,,1
"Ocupación no especificada (083)",712,651,36,21,4
"Hombres (084)",9923,8967,641,192,123
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",9,,3,,6
"Profes., científicos e intelectuales (086)",121,57,42,17,5
"Técnicos de nivel medio y trab. asimilados (087)",37,21,8,3,5
"Jefes y empleados de oficina (088)",44,10,5,5,24
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",149,131,7,7,4
"Agricult.trabaj.calif.agrop.y pesqueros (090)",5645,5445,193,6,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",263,209,49,3,2
"Obreros construc.,conf.,papel, fab., instr. (092)",479,396,41,33,9
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2841,2395,274,109,63
"Otra (094)",1,,,,1
"Ocupación no especificada (095)",334,303,19,9,3
"Mujeres (096)",3365,3103,159,70,33
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,,1,,2
"Profes., científicos e intelectuales (098)",87,57,22,6,2
"Técnicos de nivel medio y trab. asimilados (099)",21,14,2,,5
"Jefes y empleados de oficina (100)",10,,2,3,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",365,349,15,,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",721,699,19,2,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",47,38,7,2,
"Obreros construc.,conf.,papel, fab., instr. (104)",6,3,,2,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1727,1595,74,43,15
"Ocupación no especificada (107)",378,348,17,12,1
