"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia BONGARA (000)",10037,1305,1348,5494,203,1506,181
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",42,40,,,2,,
"Profes., científicos e intelectuales (002)",546,504,,39,3,,
"Técnicos de nivel medio y trab. asimilados (003)",201,139,,50,4,8,
"Jefes y empleados de oficina (004)",161,158,,,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",969,121,10,722,12,104,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",3898,11,,3755,131,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",355,,107,225,17,6,
"Obreros construc.,conf.,papel, fab., instr. (008)",672,77,212,346,30,7,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",2815,117,997,222,1,1297,181
"Otra (010)",75,75,,,,,
"Ocupación no especificada (011)",303,63,22,135,3,80,
"Hombres (012)",7505,800,1140,4460,170,933,2
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",29,27,,,2,,
"Profes., científicos e intelectuales (014)",265,234,,28,3,,
"Técnicos de nivel medio y trab. asimilados (015)",140,92,,38,4,6,
"Jefes y empleados de oficina (016)",90,89,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",427,81,5,321,5,15,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",3522,11,,3400,110,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",292,,94,183,13,2,
"Obreros construc.,conf.,papel, fab., instr. (020)",665,76,209,343,30,7,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",1892,75,818,102,1,894,2
"Otra (022)",72,72,,,,,
"Ocupación no especificada (023)",111,43,14,45,2,7,
"Mujeres (024)",2532,505,208,1034,33,573,179
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",13,13,,,,,
"Profes., científicos e intelectuales (026)",281,270,,11,,,
"Técnicos de nivel medio y trab. asimilados (027)",61,47,,12,,2,
"Jefes y empleados de oficina (028)",71,69,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",542,40,5,401,7,89,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",376,,,355,21,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",63,,13,42,4,4,
"Obreros construc.,conf.,papel, fab., instr. (032)",7,1,3,3,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",923,42,179,120,,403,179
"Otra (034)",3,3,,,,,
"Ocupación no especificada (035)",192,20,8,90,1,73,
,,,,,,,
"URBANA (036)",6248,1157,716,3297,152,769,157
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",31,30,,,1,,
"Profes., científicos e intelectuales (038)",481,450,,28,3,,
"Técnicos de nivel medio y trab. asimilados (039)",180,123,,46,3,8,
"Jefes y empleados de oficina (040)",143,141,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",840,101,6,627,10,96,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1924,,,1836,87,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",279,,75,183,17,4,
"Obreros construc.,conf.,papel, fab., instr. (044)",524,69,151,270,28,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1539,107,464,206,1,604,157
"Otra (046)",73,73,,,,,
"Ocupación no especificada (047)",234,63,20,101,2,48,
"Hombres (048)",4341,700,594,2504,127,415,1
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",18,17,,,1,,
"Profes., científicos e intelectuales (050)",233,209,,21,3,,
"Técnicos de nivel medio y trab. asimilados (051)",128,84,,35,3,6,
"Jefes y empleados de oficina (052)",75,74,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",360,66,4,272,3,15,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1703,,,1628,74,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",227,,65,148,13,1,
"Obreros construc.,conf.,papel, fab., instr. (056)",518,68,148,268,28,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",907,67,364,95,1,379,1
"Otra (058)",72,72,,,,,
"Ocupación no especificada (059)",100,43,13,37,1,6,
"Mujeres (060)",1907,457,122,793,25,354,156
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",13,13,,,,,
"Profes., científicos e intelectuales (062)",248,241,,7,,,
"Técnicos de nivel medio y trab. asimilados (063)",52,39,,11,,2,
"Jefes y empleados de oficina (064)",68,67,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",480,35,2,355,7,81,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",221,,,208,13,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",52,,10,35,4,3,
"Obreros construc.,conf.,papel, fab., instr. (068)",6,1,3,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",632,40,100,111,,225,156
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",134,20,7,64,1,42,
,,,,,,,
"RURAL (072)",3789,148,632,2197,51,737,24
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",11,10,,,1,,
"Profes., científicos e intelectuales (074)",65,54,,11,,,
"Técnicos de nivel medio y trab. asimilados (075)",21,16,,4,1,,
"Jefes y empleados de oficina (076)",18,17,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",129,20,4,95,2,8,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1974,11,,1919,44,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",76,,32,42,,2,
"Obreros construc.,conf.,papel, fab., instr. (080)",148,8,61,76,2,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1276,10,533,16,,693,24
"Otra (082)",2,2,,,,,
"Ocupación no especificada (083)",69,,2,34,1,32,
"Hombres (084)",3164,100,546,1956,43,518,1
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",11,10,,,1,,
"Profes., científicos e intelectuales (086)",32,25,,7,,,
"Técnicos de nivel medio y trab. asimilados (087)",12,8,,3,1,,
"Jefes y empleados de oficina (088)",15,15,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",67,15,1,49,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1819,11,,1772,36,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",65,,29,35,,1,
"Obreros construc.,conf.,papel, fab., instr. (092)",147,8,61,75,2,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",985,8,454,7,,515,1
"Ocupación no especificada (095)",11,,1,8,1,1,
"Mujeres (096)",625,48,86,241,8,219,23
"Profes., científicos e intelectuales (098)",33,29,,4,,,
"Técnicos de nivel medio y trab. asimilados (099)",9,8,,1,,,
"Jefes y empleados de oficina (100)",3,2,,,,1,
