"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia VICTOR FAJARDO (000)",9891,9707,2482,992,1031,922,1601,1186,854,639,184,34936
"De 12 a 14 años (001)",929,924,921,3,,,,,,,5,3
"De 15 a 19 años (002)",1022,1012,875,116,17,3,1,,,,10,163
"De 20 a 24 años (003)",802,744,229,298,171,33,12,1,,,58,796
"De 25 a 29 años (004)",812,775,108,196,235,155,75,6,,,37,1484
"De 30 a 34 años (005)",758,743,42,99,201,182,182,34,3,,15,2079
"De 35 a 39 años (006)",743,731,35,66,109,159,240,91,28,3,12,2661
"De 40 a 44 años (007)",704,692,42,42,76,79,189,150,82,32,12,3280
"De 45 a 49 años (008)",608,604,26,27,34,68,162,155,92,40,4,3241
"De 50 y más años (009)",3513,3482,204,145,188,243,740,749,649,564,31,21229
"Sin nivel (010)",3050,3025,193,150,198,238,667,602,516,461,25,17640
"De 12 a 14 años (011)",9,9,9,,,,,,,,,
"De 15 a 19 años (012)",14,14,9,5,,,,,,,,5
"De 20 a 24 años (013)",22,22,5,4,11,1,1,,,,,33
"De 25 a 29 años (014)",46,45,9,4,8,12,10,2,,,1,111
"De 30 a 34 años (015)",80,78,6,7,12,15,27,10,1,,2,275
"De 35 a 39 años (016)",108,108,4,10,2,22,40,20,9,1,,465
"De 40 a 44 años (017)",197,192,15,15,14,16,50,37,29,16,5,974
"De 45 a 49 años (018)",186,184,4,9,15,14,41,42,34,25,2,1094
"De 50 y más años (019)",2388,2373,132,96,136,158,498,491,443,419,15,14683
"Educacion Inicial (020)",17,15,2,1,2,3,6,,1,,2,51
"De 12 a 14 años (021)",1,1,1,,,,,,,,,
"De 15 a 19 años (022)",2,2,1,1,,,,,,,,1
"De 20 a 24 años (023)",2,1,,,,1,,,,,1,3
