"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LIMA (000)",3286770,35594,2087,300321,1331681,328943,416158,268907,603079
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",10875,,,39,653,397,1081,1010,7695
"Profes., científicos e intelectuales (002)",424336,,,11,10968,16105,27711,51755,317786
"Técnicos de nivel medio ytrab.asimilados (003)",341707,342,29,3090,59160,55832,104448,48648,70158
"Jefes y empleados de oficina (004)",261233,101,21,2104,69516,34097,58277,37234,59883
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",636624,10438,435,75550,313438,70303,72027,45263,49170
"Agricult.trabaj. calif.agrop. y pesquros (006)",17465,967,12,5314,7496,914,859,741,1162
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",419426,3009,342,38462,239326,44579,49588,20852,23268
"Obreros. construc., conf., papel, fab., instr (008)",390257,2898,256,42848,231315,37134,31461,23239,21106
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",624586,16150,858,120402,336887,54433,42774,26427,26655
"Otra (010)",47790,,,4,9485,3548,17050,5620,12083
"Ocupación no especificada (011)",112471,1689,134,12497,53437,11601,10882,8118,14113
"Hombres (012)",1947635,11030,1151,156780,863603,196365,216569,167527,334610
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",7156,,,26,457,244,569,752,5108
"Profes., científicos e intelectuales (014)",209926,,,6,3790,5901,7907,28056,164266
"Técnicos de nivel medio ytrab.asimilados (015)",194966,152,20,1663,35424,35391,52730,30411,39175
"Jefes y empleados de oficina (016)",125432,20,10,1278,39546,16126,19882,18618,29952
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",300930,1823,187,27087,157192,33635,29303,26233,25470
"Agricult.trabaj. calif.agrop. y pesquros (018)",14110,461,8,4163,6368,768,692,650,1000
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",316917,1729,234,28698,182755,32805,37013,16215,17468
"Obreros. construc., conf., papel, fab., instr (020)",366514,2495,236,40579,219423,34598,28395,21684,19104
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",299317,3754,381,46391,174541,26629,18804,14999,13818
"Otra (022)",42382,,,4,8708,3076,15048,4731,10815
"Ocupación no especificada (023)",69985,596,75,6885,35399,7192,6226,5178,8434
"Mujeres (024)",1339135,24564,936,143541,468078,132578,199589,101380,268469
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",3719,,,13,196,153,512,258,2587
"Profes., científicos e intelectuales (026)",214410,,,5,7178,10204,19804,23699,153520
"Técnicos de nivel medio ytrab.asimilados (027)",146741,190,9,1427,23736,20441,51718,18237,30983
"Jefes y empleados de oficina (028)",135801,81,11,826,29970,17971,38395,18616,29931
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",335694,8615,248,48463,156246,36668,42724,19030,23700
"Agricult.trabaj. calif.agrop. y pesquros (030)",3355,506,4,1151,1128,146,167,91,162
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",102509,1280,108,9764,56571,11774,12575,4637,5800
