"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia SANTA (000)",151560,41618,37199,54262,2838,4931,3164,7548
"Agric., ganadería, caza y silvicultura (001)",17856,218,8194,6812,770,1862,,
"Pesca (002)",5238,557,3664,867,118,32,,
"Explotación de minas y canteras (003)",337,77,218,36,6,,,
"Industrias manufactureras (004)",17414,2177,10109,4718,249,161,,
"Suministro de electricidad, gas y agua (005)",488,213,248,26,1,,,
"Construcción (006)",9941,565,6126,3042,158,50,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",32462,6505,2090,20998,816,2053,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",3892,478,1446,1775,145,48,,
"Comercio al por mayor (009)",1529,705,221,477,66,60,,
"Comercio al por menor (010)",27041,5322,423,18746,605,1945,,
"Hoteles y restaurantes (011)",7734,2579,505,4103,239,308,,
"Trans., almac. y comunicaciones (012)",14181,3854,2485,7557,150,135,,
"Intermediación financiera (013)",737,685,11,39,2,,,
"Activid.inmobil., empres. y alquileres (014)",9603,6773,897,1760,136,37,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",3974,3571,403,,,,,
"Enseñanza (016)",8559,7863,12,624,36,24,,
"Servicios sociales y de salud (017)",3212,2669,73,427,31,12,,
"Otras activ. serv.comun.soc y personales (018)",5165,2086,703,2260,61,55,,
"Hogares privados con servicio doméstico (019)",3164,,,,,,3164,
"Organiz. y organos extraterritoriales (020)",2,2,,,,,,
"Actividad economica no especificada (021)",3945,1224,1461,993,65,202,,
"Desocupado (022)",7548,,,,,,,7548
"Hombres (023)",100535,22953,31383,36151,2101,2414,125,5408
"Agric., ganadería, caza y silvicultura (024)",15402,168,6864,6298,714,1358,,
"Pesca (025)",4902,427,3492,845,107,31,,
"Explotación de minas y canteras (026)",326,70,215,35,6,,,
"Industrias manufactureras (027)",12371,1544,7147,3363,203,114,,
"Suministro de electricidad, gas y agua (028)",435,167,243,24,1,,,
"Construcción (029)",9688,473,6027,2991,148,49,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",17040,3247,2033,10774,488,498,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",3685,366,1432,1713,137,37,,
"Comercio al por mayor (032)",976,438,205,268,53,12,,
"Comercio al por menor (033)",12379,2443,396,8793,298,449,,
"Hoteles y restaurantes (034)",2160,918,196,848,94,104,,
"Trans., almac. y comunicaciones (035)",12808,2844,2369,7370,129,96,,
"Intermediación financiera (036)",406,382,9,14,1,,,
"Activid.inmobil., empres. y alquileres (037)",6977,4719,792,1346,98,22,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",2703,2428,275,,,,,
"Enseñanza (039)",3243,2940,11,262,20,10,,
"Servicios sociales y de salud (040)",1089,797,27,241,21,3,,
"Otras activ. serv.comun.soc y personales (041)",2971,1160,548,1187,38,38,,
"Hogares privados con servicio doméstico (042)",125,,,,,,125,
"Organiz. y organos extraterritoriales (043)",2,2,,,,,,
"Actividad economica no especificada (044)",2479,667,1135,553,33,91,,
"Desocupado (045)",5408,,,,,,,5408
"Mujeres (046)",51025,18665,5816,18111,737,2517,3039,2140
"Agric., ganadería, caza y silvicultura (047)",2454,50,1330,514,56,504,,
"Pesca (048)",336,130,172,22,11,1,,
"Explotación de minas y canteras (049)",11,7,3,1,,,,
"Industrias manufactureras (050)",5043,633,2962,1355,46,47,,
"Suministro de electricidad, gas y agua (051)",53,46,5,2,,,,
"Construcción (052)",253,92,99,51,10,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",15422,3258,57,10224,328,1555,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",207,112,14,62,8,11,,
"Comercio al por mayor (055)",553,267,16,209,13,48,,
"Comercio al por menor (056)",14662,2879,27,9953,307,1496,,
"Hoteles y restaurantes (057)",5574,1661,309,3255,145,204,,
"Trans., almac. y comunicaciones (058)",1373,1010,116,187,21,39,,
"Intermediación financiera (059)",331,303,2,25,1,,,
"Activid.inmobil., empres. y alquileres (060)",2626,2054,105,414,38,15,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",1271,1143,128,,,,,
"Enseñanza (062)",5316,4923,1,362,16,14,,
"Servicios sociales y de salud (063)",2123,1872,46,186,10,9,,
"Otras activ. serv.comun.soc y personales (064)",2194,926,155,1073,23,17,,
"Hogares privados con servicio doméstico (065)",3039,,,,,,3039,
"Actividad economica no especificada (067)",1466,557,326,440,32,111,,
"Desocupado (068)",2140,,,,,,,2140
,,,,,,,,
"URBANA (069)",141972,41281,33850,50409,2459,3720,3076,7177
"Agric., ganadería, caza y silvicultura (070)",10497,198,5424,3745,410,720,,
"Pesca (071)",5093,552,3554,846,112,29,,
"Explotación de minas y canteras (072)",322,77,203,36,6,,,
"Industrias manufactureras (073)",17080,2168,9931,4590,247,144,,
"Suministro de electricidad, gas y agua (074)",478,209,242,26,1,,,
"Construcción (075)",9812,563,6031,3013,156,49,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",32007,6448,2061,20656,812,2030,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",3868,474,1434,1767,145,48,,
"Comercio al por mayor (078)",1507,700,219,466,64,58,,
"Comercio al por menor (079)",26632,5274,408,18423,603,1924,,
"Hoteles y restaurantes (080)",7653,2558,497,4060,238,300,,
"Trans., almac. y comunicaciones (081)",13963,3820,2442,7419,149,133,,
"Intermediación financiera (082)",733,682,10,39,2,,,
"Activid.inmobil., empres. y alquileres (083)",9528,6719,885,1751,136,37,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",3915,3549,366,,,,,
"Enseñanza (085)",8490,7804,12,614,36,24,,
"Servicios sociales y de salud (086)",3193,2654,71,425,31,12,,
"Otras activ. serv.comun.soc y personales (087)",5111,2066,685,2244,61,55,,
"Hogares privados con servicio doméstico (088)",3076,,,,,,3076,
"Organiz. y organos extraterritoriales (089)",2,2,,,,,,
"Actividad economica no especificada (090)",3842,1212,1436,945,62,187,,
"Desocupado (091)",7177,,,,,,,7177
"Hombres (092)",92614,22745,28539,32813,1753,1558,123,5083
"Agric., ganadería, caza y silvicultura (093)",8989,150,4510,3421,380,528,,
"Pesca (094)",4760,422,3384,825,101,28,,
"Explotación de minas y canteras (095)",311,70,200,35,6,,,
"Industrias manufactureras (096)",12129,1538,7013,3270,202,106,,
"Suministro de electricidad, gas y agua (097)",426,164,237,24,1,,,
"Construcción (098)",9560,472,5932,2962,146,48,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",16837,3216,2004,10640,486,491,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",3662,362,1420,1706,137,37,,
"Comercio al por mayor (101)",961,434,203,262,51,11,,
"Comercio al por menor (102)",12214,2420,381,8672,298,443,,
"Hoteles y restaurantes (103)",2137,909,192,839,94,103,,
"Trans., almac. y comunicaciones (104)",12597,2816,2326,7233,128,94,,
