"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ABANCAY (000)",31055,9023,4845,12752,549,3147,739
"Agric., ganadería, caza y silvicultura (001)",9438,52,2238,4734,191,2223,
"Pesca (002)",11,2,,8,,1,
"Explotación de minas y canteras (003)",134,28,86,19,1,,
"Industrias manufactureras (004)",1170,65,278,697,54,76,
"Suministro de electricidad, gas y agua (005)",86,60,26,,,,
"Construcción (006)",2156,92,1544,460,27,33,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",5176,628,104,3767,125,552,
"Venta, mant.y rep. veh.autom y motoc. (008)",405,54,65,238,23,25,
"Comercio al por mayor (009)",225,79,18,103,10,15,
"Comercio al por menor (010)",4546,495,21,3426,92,512,
"Hoteles y restaurantes (011)",1527,438,48,884,61,96,
"Trans., almac. y comunicaciones (012)",1639,463,150,976,34,16,
"Intermediación financiera (013)",161,158,,3,,,
"Activid.inmobil., empres. y alquileres (014)",948,561,13,338,23,13,
"Admin.pub. y defensa; p. segur soc.afil (015)",1985,1748,237,,,,
"Enseñanza (016)",3264,3094,1,161,4,4,
"Servicios sociales y de salud (017)",1141,1063,4,70,3,1,
"Otras activ. serv.comun.soc y personales (018)",692,330,24,311,16,11,
"Hogares privados con servicio doméstico (019)",739,,,,,,739
"Organiz. y organos extraterritoriales (020)",1,1,,,,,
"Actividad economica no especificada (021)",787,240,92,324,10,121,
"Hombres (022)",19782,4876,4297,8304,419,1835,51
"Agric., ganadería, caza y silvicultura (023)",8037,45,1972,4285,177,1558,
"Pesca (024)",9,2,,6,,1,
"Explotación de minas y canteras (025)",124,20,85,18,1,,
"Industrias manufactureras (026)",887,48,227,521,45,46,
"Suministro de electricidad, gas y agua (027)",74,49,25,,,,
"Construcción (028)",2091,77,1504,453,26,31,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1932,349,97,1294,79,113,
"Venta, mant.y rep. veh.autom y motoc. (030)",360,39,61,222,22,16,
"Comercio al por mayor (031)",137,60,17,48,8,4,
"Comercio al por menor (032)",1435,250,19,1024,49,93,
"Hoteles y restaurantes (033)",328,147,13,121,28,19,
"Trans., almac. y comunicaciones (034)",1435,324,138,936,26,11,
"Intermediación financiera (035)",87,85,,2,,,
"Activid.inmobil., empres. y alquileres (036)",696,396,9,264,18,9,
"Admin.pub. y defensa; p. segur soc.afil (037)",1324,1186,138,,,,
"Enseñanza (038)",1561,1486,1,70,2,2,
"Servicios sociales y de salud (039)",422,369,1,51,1,,
"Otras activ. serv.comun.soc y personales (040)",328,172,9,133,10,4,
"Hogares privados con servicio doméstico (041)",51,,,,,,51
"Actividad economica no especificada (043)",396,121,78,150,6,41,
"Mujeres (044)",11273,4147,548,4448,130,1312,688
"Agric., ganadería, caza y silvicultura (045)",1401,7,266,449,14,665,
"Pesca (046)",2,,,2,,,
"Explotación de minas y canteras (047)",10,8,1,1,,,
"Industrias manufactureras (048)",283,17,51,176,9,30,
"Suministro de electricidad, gas y agua (049)",12,11,1,,,,
"Construcción (050)",65,15,40,7,1,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3244,279,7,2473,46,439,
"Venta, mant.y rep. veh.autom y motoc. (052)",45,15,4,16,1,9,
"Comercio al por mayor (053)",88,19,1,55,2,11,
"Comercio al por menor (054)",3111,245,2,2402,43,419,
"Hoteles y restaurantes (055)",1199,291,35,763,33,77,
"Trans., almac. y comunicaciones (056)",204,139,12,40,8,5,
"Intermediación financiera (057)",74,73,,1,,,
"Activid.inmobil., empres. y alquileres (058)",252,165,4,74,5,4,
"Admin.pub. y defensa; p. segur soc.afil (059)",661,562,99,,,,
"Enseñanza (060)",1703,1608,,91,2,2,
"Servicios sociales y de salud (061)",719,694,3,19,2,1,
"Otras activ. serv.comun.soc y personales (062)",364,158,15,178,6,7,
"Hogares privados con servicio doméstico (063)",688,,,,,,688
"Organiz. y organos extraterritoriales (064)",1,1,,,,,
"Actividad economica no especificada (065)",391,119,14,174,4,80,
,,,,,,,
"URBANA (066)",21735,8560,2787,8156,400,1161,671
"Agric., ganadería, caza y silvicultura (067)",2120,41,635,999,56,389,
"Pesca (068)",4,2,,1,,1,
"Explotación de minas y canteras (069)",109,26,63,19,1,,
"Industrias manufactureras (070)",1053,62,238,629,53,71,
"Suministro de electricidad, gas y agua (071)",83,60,23,,,,
"Construcción (072)",1773,86,1248,391,26,22,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",4785,602,100,3445,121,517,
"Venta, mant.y rep. veh.autom y motoc. (074)",392,52,62,232,23,23,
"Comercio al por mayor (075)",220,77,17,101,10,15,
"Comercio al por menor (076)",4173,473,21,3112,88,479,
"Hoteles y restaurantes (077)",1407,408,40,820,59,80,
"Trans., almac. y comunicaciones (078)",1499,433,137,883,31,15,
"Intermediación financiera (079)",161,158,,3,,,
"Activid.inmobil., empres. y alquileres (080)",908,528,13,331,23,13,
"Admin.pub. y defensa; p. segur soc.afil (081)",1899,1691,208,,,,
"Enseñanza (082)",3100,2959,1,132,4,4,
"Servicios sociales y de salud (083)",1055,980,4,67,3,1,
"Otras activ. serv.comun.soc y personales (084)",657,315,23,293,16,10,
"Hogares privados con servicio doméstico (085)",671,,,,,,671
"Organiz. y organos extraterritoriales (086)",1,1,,,,,
"Actividad economica no especificada (087)",450,208,54,143,7,38,
"Hombres (088)",12300,4607,2431,4460,282,484,36
"Agric., ganadería, caza y silvicultura (089)",1718,35,539,838,48,258,
"Pesca (090)",3,2,,,,1,
"Explotación de minas y canteras (091)",100,19,62,18,1,,
"Industrias manufactureras (092)",787,46,190,465,44,42,
"Suministro de electricidad, gas y agua (093)",71,49,22,,,,
"Construcción (094)",1712,72,1211,384,25,20,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1835,332,93,1222,79,109,
"Venta, mant.y rep. veh.autom y motoc. (096)",347,37,58,216,22,14,
"Comercio al por mayor (097)",134,58,16,48,8,4,
"Comercio al por menor (098)",1354,237,19,958,49,91,
"Hoteles y restaurantes (099)",309,135,13,115,27,19,
"Trans., almac. y comunicaciones (100)",1302,295,125,849,23,10,
"Intermediación financiera (101)",87,85,,2,,,
"Activid.inmobil., empres. y alquileres (102)",668,373,9,259,18,9,
"Admin.pub. y defensa; p. segur soc.afil (103)",1254,1142,112,,,,
"Enseñanza (104)",1480,1416,1,59,2,2,
"Servicios sociales y de salud (105)",393,342,1,49,1,,
"Otras activ. serv.comun.soc y personales (106)",312,164,9,126,10,3,
"Hogares privados con servicio doméstico (107)",36,,,,,,36
"Actividad economica no especificada (109)",233,100,44,74,4,11,
"Mujeres (110)",9435,3953,356,3696,118,677,635
"Agric., ganadería, caza y silvicultura (111)",402,6,96,161,8,131,
"Pesca (112)",1,,,1,,,
"Explotación de minas y canteras (113)",9,7,1,1,,,
"Industrias manufactureras (114)",266,16,48,164,9,29,
"Suministro de electricidad, gas y agua (115)",12,11,1,,,,
