"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia URUBAMBA (000)",20840,19099,5736,2462,2483,2008,2870,1874,1007,659,1741,54127
"De 12 a 14 años (001)",2055,2045,2035,7,3,,,,,,10,13
"De 15 a 19 años (002)",2709,2655,2433,201,14,3,4,,,,54,254
"De 20 a 24 años (003)",2282,1852,743,733,298,59,16,3,,,430,1594
"De 25 a 29 años (004)",2340,1751,141,589,578,284,137,18,4,,589,3315
"De 30 a 34 años (005)",1970,1811,72,359,546,380,362,77,9,6,159,4780
"De 35 a 39 años (006)",1842,1742,46,185,387,376,509,181,51,7,100,5966
"De 40 a 44 años (007)",1575,1526,39,88,186,311,490,276,98,38,49,6550
"De 45 a 49 años (008)",1312,1259,40,76,136,196,333,269,150,59,53,6060
"De 50 y más años (009)",4755,4458,187,224,335,399,1019,1050,695,549,297,25595
"Sin nivel (010)",3289,3216,207,173,249,284,725,743,470,365,73,17699
"De 12 a 14 años (011)",20,20,20,,,,,,,,,
"De 15 a 19 años (012)",49,48,41,5,2,,,,,,1,9
"De 20 a 24 años (013)",78,71,22,12,20,14,1,2,,,7,110
"De 25 a 29 años (014)",137,127,4,18,37,33,26,8,1,,10,358
"De 30 a 34 años (015)",142,138,3,18,19,24,51,19,2,2,4,510
"De 35 a 39 años (016)",200,196,6,15,20,23,64,53,13,2,4,876
"De 40 a 44 años (017)",211,209,10,6,10,19,67,58,23,16,2,1118
"De 45 a 49 años (018)",226,220,10,15,12,18,55,57,38,15,6,1201
"De 50 y más años (019)",2226,2187,91,84,129,153,461,546,393,330,39,13517
"Educacion Inicial (020)",23,21,9,,2,3,5,1,1,,2,48
"De 12 a 14 años (021)",2,2,2,,,,,,,,,
"De 15 a 19 años (022)",5,5,5,,,,,,,,,
