"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,,,,,
"URBANA (036)",5510,294,1824,1856,1247,289
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",16,,,9,7,
"Profes., científicos e intelectuales (038)",315,,54,189,72,
"Técnicos de nivel medio y trab. asimilados (039)",79,,24,35,18,2
"Jefes y empleados de oficina (040)",102,,42,45,15,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",455,4,133,189,106,23
"Agricult. trabaj. calif.agrop. y pesqueros (042)",2076,29,565,706,599,177
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",160,5,56,60,36,3
"Obreros construc., conf., papel, fab., instr. (044)",222,,96,86,37,3
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",1924,256,795,487,320,66
"Otra (046)",2,,1,1,,
"Ocupación no especificada (047)",159,,58,49,37,15
"Hombres (048)",3683,187,1216,1225,854,201
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",12,,,6,6,
"Profes., científicos e intelectuales (050)",177,,25,101,51,
"Técnicos de nivel medio y trab. asimilados (051)",56,,18,20,16,2
"Jefes y empleados de oficina (052)",61,,19,31,11,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",189,1,50,78,51,9
"Agricult. trabaj. calif.agrop. y pesqueros (054)",1808,24,456,633,540,155
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",126,4,48,46,26,2
"Obreros construc., conf., papel, fab., instr. (056)",217,,94,84,36,3
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",969,158,477,204,106,24
"Otra (058)",2,,1,1,,
"Ocupación no especificada (059)",66,,28,21,11,6
"Mujeres (060)",1827,107,608,631,393,88
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",4,,,3,1,
"Profes., científicos e intelectuales (062)",138,,29,88,21,
"Técnicos de nivel medio y trab. asimilados (063)",23,,6,15,2,
"Jefes y empleados de oficina (064)",41,,23,14,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",266,3,83,111,55,14
"Agricult. trabaj. calif.agrop. y pesqueros (066)",268,5,109,73,59,22
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",34,1,8,14,10,1
"Obreros construc., conf., papel, fab., instr. (068)",5,,2,2,1,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",955,98,318,283,214,42
"Ocupación no especificada (071)",93,,30,28,26,9
,,,,,,
"RURAL (072)",8198,584,3289,2485,1472,368
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",1,,,,1,
"Profes., científicos e intelectuales (074)",114,,42,62,10,
"Técnicos de nivel medio y trab. asimilados (075)",9,,2,6,1,
"Jefes y empleados de oficina (076)",9,,5,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",117,1,41,53,17,5
"Agricult. trabaj. calif.agrop. y pesqueros (078)",4491,78,1515,1602,1019,277
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",34,1,10,10,10,3
"Obreros construc., conf., papel, fab., instr. (080)",45,,14,22,6,3
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",3288,503,1628,691,391,75
"Ocupación no especificada (083)",90,1,32,35,17,5
"Hombres (084)",6206,383,2509,1917,1114,283
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",1,,,,1,
"Profes., científicos e intelectuales (086)",67,,22,36,9,
"Técnicos de nivel medio y trab. asimilados (087)",5,,1,4,,
"Jefes y empleados de oficina (088)",9,,5,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",49,,16,23,7,3
"Agricult. trabaj. calif.agrop. y pesqueros (090)",4101,59,1339,1517,947,239
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",29,1,8,9,8,3
"Obreros construc., conf., papel, fab., instr. (092)",45,,14,22,6,3
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",1859,322,1092,287,124,34
"Ocupación no especificada (095)",41,1,12,15,12,1
"Mujeres (096)",1992,201,780,568,358,85
"Profes., científicos e intelectuales (098)",47,,20,26,1,
"Técnicos de nivel medio y trab. asimilados (099)",4,,1,2,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",68,1,25,30,10,2
"Agricult. trabaj. calif.agrop. y pesqueros (102)",390,19,176,85,72,38
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",5,,2,1,2,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",1429,181,536,404,267,41
"Ocupación no especificada (107)",49,,20,20,5,4
