"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 15 a 19 años (052)",7,,,,,,4,3
"De 20 a 24 años (053)",102,,,,,,34,68
"De 25 a 29 años (054)",87,,,,,1,41,45
"De 30 a 34 años (055)",51,,,,,9,28,14
"De 35 a 39 años (056)",37,,,,1,14,17,5
"De 40 a 44 años (057)",33,,,,1,16,8,8
"De 45 a 49 años (058)",12,,,,2,7,2,1
"De 50 y más años (059)",23,,1,5,7,3,,7
"Sup. no Univ. completa (060)",594,1,7,19,30,84,220,233
"De 20 a 24 años (063)",72,,,,,,19,53
"De 25 a 29 años (064)",134,,,,,4,52,78
"De 30 a 34 años (065)",120,,,,,8,66,46
"De 35 a 39 años (066)",98,,,,1,14,60,23
"De 40 a 44 años (067)",59,,,,1,29,20,9
"De 45 a 49 años (068)",35,,,,10,18,1,6
"De 50 y más años (069)",76,1,7,19,18,11,2,18
"Sup. Univ. incompleta (070)",222,,1,4,12,45,71,89
"De 15 a 19 años (072)",3,,,,,,,3
"De 20 a 24 años (073)",51,,,,,,8,43
"De 25 a 29 años (074)",43,,,,,2,22,19
"De 30 a 34 años (075)",30,,,,,6,18,6
"De 35 a 39 años (076)",24,,,,,11,10,3
"De 40 a 44 años (077)",20,,,,1,10,6,3
"De 45 a 49 años (078)",26,,,,4,13,6,3
"De 50 y más años (079)",25,,1,4,7,3,1,9
"Sup. Univ. completa (080)",487,1,7,14,47,75,120,223
"De 20 a 24 años (083)",42,,,,,,4,38
"De 25 a 29 años (084)",86,,,,,3,23,60
"De 30 a 34 años (085)",90,,,,,8,37,45
"De 35 a 39 años (086)",71,,,,1,12,32,26
"De 40 a 44 años (087)",62,,,,2,20,19,21
"De 45 a 49 años (088)",45,,,,6,22,5,12
"De 50 y más años (089)",91,1,7,14,38,10,,21
,,,,,,,,
"URBANA (100)",6353,41,140,321,618,1247,1969,2017
"De 12 a 14 años (101)",18,,,,,,1,17
"De 15 a 19 años (102)",127,,,,,,57,70
"De 20 a 24 años (103)",685,,,,,2,318,365
"De 25 a 29 años (104)",847,,,,,33,469,345
"De 30 a 34 años (105)",829,,,,,146,448,235
"De 35 a 39 años (106)",785,,,,10,234,372,169
"De 40 a 44 años (107)",687,,,,28,313,204,142
"De 45 a 49 años (108)",544,,,2,83,266,91,102
"De 50 y más años (109)",1831,41,140,319,497,253,9,572
"Sin nivel (110)",856,22,58,82,129,131,106,328
"De 15 a 19 años (112)",1,,,,,,,1
"De 20 a 24 años (113)",12,,,,,,8,4
"De 25 a 29 años (114)",34,,,,,2,24,8
"De 30 a 34 años (115)",43,,,,,6,24,13
"De 35 a 39 años (116)",40,,,,,11,18,11
"De 40 a 44 años (117)",67,,,,1,22,16,28
"De 45 a 49 años (118)",61,,,,5,28,14,14
"De 50 y más años (119)",598,22,58,82,123,62,2,249
"Educacion Inicial (120)",11,,,,,2,5,4
"De 15 a 19 años (122)",1,,,,,,,1
"De 25 a 29 años (124)",5,,,,,,3,2
"De 30 a 34 años (125)",3,,,,,1,1,1
"De 35 a 39 años (126)",2,,,,,1,1,
"Primaria (130)",2095,17,53,145,257,515,606,502
"De 12 a 14 años (131)",11,,,,,,1,10
"De 15 a 19 años (132)",26,,,,,,13,13
"De 20 a 24 años (133)",132,,,,,2,73,57
"De 25 a 29 años (134)",193,,,,,7,133,53
"De 30 a 34 años (135)",257,,,,,62,136,59
"De 35 a 39 años (136)",276,,,,3,95,126,52
"De 40 a 44 años (137)",248,,,,6,126,81,35
"De 45 a 49 años (138)",214,,,2,34,101,41,36
"De 50 y más años (139)",738,17,53,143,214,122,2,187
"Secundaria (140)",2001,,14,54,142,377,803,611
"De 12 a 14 años (141)",7,,,,,,,7
"De 15 a 19 años (142)",90,,,,,,41,49
"De 20 a 24 años (143)",337,,,,,,188,149
"De 25 a 29 años (144)",330,,,,,16,190,124
"De 30 a 34 años (145)",286,,,,,52,163,71
"De 35 a 39 años (146)",270,,,,4,82,131,53
"De 40 a 44 años (147)",215,,,,17,95,62,41
"De 45 a 49 años (148)",166,,,,23,87,25,31
"De 50 y más años (149)",300,,14,54,98,45,3,86
"Sup. no Univ. incompleta (150)",271,,,4,8,43,103,113
"De 15 a 19 años (152)",6,,,,,,3,3
"De 20 a 24 años (153)",76,,,,,,26,50
"De 25 a 29 años (154)",61,,,,,,31,30
"De 30 a 34 años (155)",43,,,,,8,25,10
"De 35 a 39 años (156)",31,,,,1,14,11,5
"De 40 a 44 años (157)",28,,,,,14,6,8
"De 45 a 49 años (158)",8,,,,2,4,1,1
"De 50 y más años (159)",18,,,4,5,3,,6
"Sup. no Univ. completa (160)",495,1,7,18,28,72,180,189
"De 20 a 24 años (163)",48,,,,,,14,34
"De 25 a 29 años (164)",114,,,,,4,47,63
"De 30 a 34 años (165)",97,,,,,5,52,40
"De 35 a 39 años (166)",79,,,,1,11,46,21
"De 40 a 44 años (167)",56,,,,1,28,18,9
"De 45 a 49 años (168)",31,,,,10,14,1,6
"De 50 y más años (169)",70,1,7,18,16,10,2,16
"Sup. Univ. incompleta (170)",192,,1,4,12,39,60,76
"De 15 a 19 años (172)",3,,,,,,,3
"De 20 a 24 años (173)",41,,,,,,5,36
"De 25 a 29 años (174)",36,,,,,1,21,14
"De 30 a 34 años (175)",26,,,,,5,15,6
"De 35 a 39 años (176)",23,,,,,10,10,3
"De 40 a 44 años (177)",18,,,,1,9,5,3
"De 45 a 49 años (178)",22,,,,4,11,4,3
"De 50 y más años (179)",23,,1,4,7,3,,8
"Sup. Univ. completa (180)",432,1,7,14,42,68,106,194
"De 20 a 24 años (183)",39,,,,,,4,35
"De 25 a 29 años (184)",74,,,,,3,20,51
"De 30 a 34 años (185)",74,,,,,7,32,35
"De 35 a 39 años (186)",64,,,,1,10,29,24
"De 40 a 44 años (187)",55,,,,2,19,16,18
"De 45 a 49 años (188)",42,,,,5,21,5,11
"De 50 y más años (189)",84,1,7,14,34,8,,20
,,,,,,,,
"RURAL (200)",10573,38,139,407,1030,2125,4078,2756
"De 12 a 14 años (201)",19,,,,,,,19
"De 15 a 19 años (202)",263,,,,,,146,117
"De 20 a 24 años (203)",1181,,,,,1,693,487
"De 25 a 29 años (204)",1296,,,,,39,907,350
"De 30 a 34 años (205)",1302,,,,,179,886,237
"De 35 a 39 años (206)",1249,,,,8,354,707,180
"De 40 a 44 años (207)",1114,,,,38,435,459,182
"De 45 a 49 años (208)",956,,,3,130,461,229,133
"De 50 y más años (209)",3193,38,139,404,854,656,51,1051
"Sin nivel (210)",4721,34,120,320,641,945,1345,1316
"De 12 a 14 años (211)",1,,,,,,,1
"De 15 a 19 años (212)",29,,,,,,24,5
"De 20 a 24 años (213)",176,,,,,,117,59
"De 25 a 29 años (214)",324,,,,,11,247,66
"De 30 a 34 años (215)",403,,,,,44,289,70
"De 35 a 39 años (216)",433,,,,2,78,286,67
"De 40 a 44 años (217)",507,,,,14,178,218,97
"De 45 a 49 años (218)",458,,,1,47,209,130,71
"De 50 y más años (219)",2390,34,120,319,578,425,34,880
"Educacion Inicial (220)",26,,,,,1,18,7
"De 15 a 19 años (222)",4,,,,,,2,2
"De 20 a 24 años (223)",2,,,,,,2,
"De 25 a 29 años (224)",7,,,,,,4,3
"De 30 a 34 años (225)",8,,,,,,7,1
"De 35 a 39 años (226)",5,,,,,1,3,1
"Primaria (230)",4177,3,15,74,333,971,1939,842
"De 12 a 14 años (231)",10,,,,,,,10
"De 15 a 19 años (232)",134,,,,,,73,61
"De 20 a 24 años (233)",510,,,,,,325,185
"De 25 a 29 años (234)",639,,,,,18,481,140
"De 30 a 34 años (235)",629,,,,,102,432,95
"De 35 a 39 años (236)",607,,,,4,212,316,75
"De 40 a 44 años (237)",502,,,,20,207,209,66
"De 45 a 49 años (238)",428,,,1,68,216,89,54
"De 50 y más años (239)",718,3,15,73,241,216,14,156
"Secundaria (240)",1384,1,3,11,46,176,680,467
"De 12 a 14 años (241)",8,,,,,,,8
"De 15 a 19 años (242)",95,,,,,,46,49
"De 20 a 24 años (243)",430,,,,,1,233,196
"De 25 a 29 años (244)",261,,,,,8,156,97
"De 30 a 34 años (245)",211,,,,,27,133,51
"De 35 a 39 años (246)",171,,,,2,57,79,33
"De 40 a 44 años (247)",88,,,,3,45,24,16
"De 45 a 49 años (248)",55,,,1,14,26,7,7
"De 50 y más años (249)",65,1,3,10,27,12,2,10
"Sup. no Univ. incompleta (250)",81,,1,1,3,7,31,38
"De 15 a 19 años (252)",1,,,,,,1,
"De 20 a 24 años (253)",26,,,,,,8,18
"De 25 a 29 años (254)",26,,,,,1,10,15
"De 30 a 34 años (255)",8,,,,,1,3,4
"De 35 a 39 años (256)",6,,,,,,6,
"De 40 a 44 años (257)",5,,,,1,2,2,
"De 45 a 49 años (258)",4,,,,,3,1,
"De 50 y más años (259)",5,,1,1,2,,,1
"Sup. no Univ. completa (260)",99,,,1,2,12,40,44
"De 20 a 24 años (263)",24,,,,,,5,19
"De 25 a 29 años (264)",20,,,,,,5,15
"De 30 a 34 años (265)",23,,,,,3,14,6
"De 35 a 39 años (266)",19,,,,,3,14,2
"De 40 a 44 años (267)",3,,,,,1,2,
"De 45 a 49 años (268)",4,,,,,4,,
"De 50 y más años (269)",6,,,1,2,1,,2
"Sup. Univ. incompleta (270)",30,,,,,6,11,13
"De 20 a 24 años (273)",10,,,,,,3,7
"De 25 a 29 años (274)",7,,,,,1,1,5
"De 30 a 34 años (275)",4,,,,,1,3,
"De 35 a 39 años (276)",1,,,,,1,,
"De 40 a 44 años (277)",2,,,,,1,1,
"De 45 a 49 años (278)",4,,,,,2,2,
"De 50 y más años (279)",2,,,,,,1,1
"Sup. Univ. completa (280)",55,,,,5,7,14,29
"De 20 a 24 años (283)",3,,,,,,,3
"De 25 a 29 años (284)",12,,,,,,3,9
"De 30 a 34 años (285)",16,,,,,1,5,10
"De 35 a 39 años (286)",7,,,,,2,3,2
"De 40 a 44 años (287)",7,,,,,1,3,3
"De 45 a 49 años (288)",3,,,,1,1,,1
"De 50 y más años (289)",7,,,,4,2,,1
