"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CAJAMARCA (000)",6435,158,3413,1832,868,164
"Conviviente (001)",2134,3,897,850,332,52
"Separado(a) (002)",182,1,70,70,38,3
"Casado(a) (003)",1158,,204,487,395,72
"Viudo(a) (004)",85,,3,14,39,29
"Divorciado(a) (005)",24,,7,10,7,
"Soltero(a) (006)",2852,154,2232,401,57,8
"Hombres (008)",4835,103,2437,1413,743,139
"Conviviente (009)",1788,1,704,723,310,50
"Separado(a) (010)",52,,8,24,20,
"Casado(a) (011)",946,,152,381,349,64
"Viudo(a) (012)",46,,1,5,21,19
"Divorciado(a) (013)",13,,6,4,3,
"Soltero(a) (014)",1990,102,1566,276,40,6
"Mujeres (016)",1600,55,976,419,125,25
"Conviviente (017)",346,2,193,127,22,2
"Separado(a) (018)",130,1,62,46,18,3
"Casado(a) (019)",212,,52,106,46,8
"Viudo(a) (020)",39,,2,9,18,10
"Divorciado(a) (021)",11,,1,6,4,
"Soltero(a) (022)",862,52,666,125,17,2
,,,,,,
"AREA URBANA (024)",3472,44,1782,1099,463,84
"Conviviente (025)",1076,1,447,457,145,26
"Separado(a) (026)",119,,48,44,26,1
"Casado(a) (027)",668,,106,293,229,40
"Viudo(a) (028)",38,,2,9,17,10
"Divorciado(a) (029)",20,,4,9,7,
"Soltero(a) (030)",1551,43,1175,287,39,7
"Hombres (032)",2303,31,1100,743,362,67
"Conviviente (033)",790,,290,347,128,25
"Separado(a) (034)",31,,5,13,13,
"Casado(a) (035)",465,,55,192,186,32
"Viudo(a) (036)",13,,,1,7,5
"Divorciado(a) (037)",9,,3,3,3,
"Soltero(a) (038)",995,31,747,187,25,5
"Mujeres (040)",1169,13,682,356,101,17
"Conviviente (041)",286,1,157,110,17,1
"Separado(a) (042)",88,,43,31,13,1
"Casado(a) (043)",203,,51,101,43,8
"Viudo(a) (044)",25,,2,8,10,5
"Divorciado(a) (045)",11,,1,6,4,
"Soltero(a) (046)",556,12,428,100,14,2
,,,,,,
"AREA RURAL (048)",2963,114,1631,733,405,80
"Conviviente (049)",1058,2,450,393,187,26
"Separado(a) (050)",63,1,22,26,12,2
"Casado(a) (051)",490,,98,194,166,32
"Viudo(a) (052)",47,,1,5,22,19
"Divorciado(a) (053)",4,,3,1,,
"Soltero(a) (054)",1301,111,1057,114,18,1
"Hombres (056)",2532,72,1337,670,381,72
"Conviviente (057)",998,1,414,376,182,25
"Separado(a) (058)",21,,3,11,7,
"Casado(a) (059)",481,,97,189,163,32
"Viudo(a) (060)",33,,1,4,14,14
"Divorciado(a) (061)",4,,3,1,,
"Soltero(a) (062)",995,71,819,89,15,1
"Mujeres (064)",431,42,294,63,24,8
"Conviviente (065)",60,1,36,17,5,1
"Separado(a) (066)",42,1,19,15,5,2
"Casado(a) (067)",9,,1,5,3,
"Viudo(a) (068)",14,,,1,8,5
"Soltero(a) (070)",306,40,238,25,3,
