"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CHUCUITO (000)",46602,108888,99428,,2054,91.3,1.9
"De 12 a 14 años (001)",4381,12,12,,1,100,8.3
"De 15 a 19 años (002)",6484,724,698,247,96.4,34.1,
"De 20 a 24 años (003)",5680,4021,3913,595,97.3,14.8,
"De 25 a 29 años (004)",5257,7440,7227,540,97.1,7.3,
"De 30 a 34 años (005)",4109,9026,8656,332,95.9,3.7,
"De 35 a 39 años (006)",3888,11322,10775,240,95.2,2.1,
"De 40 a 44 años (007)",3175,11516,10834,87,94.1,0.8,
"De 45 a 49 años (008)",2810,11555,10757,11,93.1,0.1,
"De 50 y más años (009)",10818,53272,46556,1,87.4,,
"Conviviente (010)",8077,14570,13828,1072,94.9,7.4,
"De 12 a 14 años (011)",43,3,3,,100,,
"De 15 a 19 años (012)",867,502,490,194,97.6,38.6,
"De 20 a 24 años (013)",2117,2388,2328,424,97.5,17.8,
"De 25 a 29 años (014)",1982,3173,3086,280,97.3,8.8,
"De 30 a 34 años (015)",1114,2409,2314,103,96.1,4.3,
"De 35 a 39 años (016)",822,2113,2018,54,95.5,2.6,
"De 40 a 44 años (017)",445,1337,1248,16,93.3,1.2,
"De 45 a 49 años (018)",233,759,700,1,92.2,0.1,
"De 50 y más años (019)",454,1886,1641,,87,,
"Separado(a) (020)",1097,2597,2383,42,91.8,1.6,
"De 12 a 14 años (021)",2,1,1,1,100,100,
"De 15 a 19 años (022)",35,27,26,6,96.3,22.2,
"De 20 a 24 años (023)",115,125,124,11,99.2,8.8,
"De 25 a 29 años (024)",136,197,194,7,98.5,3.6,
"De 30 a 34 años (025)",169,289,272,7,94.1,2.4,
"De 35 a 39 años (026)",128,286,272,4,95.1,1.4,
"De 40 a 44 años (027)",129,340,315,6,92.6,1.8,
"De 45 a 49 años (028)",94,255,236,,92.5,,
"De 50 y más años (029)",289,1077,943,,87.6,,
"Casado(a) (030)",18075,73403,67512,863,92,1.2,
"De 12 a 14 años (031)",9,7,7,,100,,
"De 15 a 19 años (032)",119,103,97,24,94.2,23.3,
"De 20 a 24 años (033)",782,1246,1206,138,96.8,11.1,
"De 25 a 29 años (034)",1738,3745,3630,239,96.9,6.4,
"De 30 a 34 años (035)",2069,5968,5722,217,95.9,3.6,
