"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CANAS (000)",9128,74,2253,3230,2686,885
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",25,,3,13,9,
"Profes., científicos e intelectuales (002)",458,,100,239,117,2
"Técnicos de nivel medio y trab. asimilados (003)",85,,34,39,9,3
"Jefes y empleados de oficina (004)",135,,40,66,29,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",404,8,122,176,85,13
"Agricult. trabaj. calif.agrop. y pesqueros (006)",4148,5,715,1381,1440,607
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",372,4,121,137,91,19
"Obreros construc., conf., papel, fab., instr. (008)",370,1,118,170,77,4
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",2897,56,938,923,774,206
"Otra (010)",20,,5,11,4,
"Ocupación no especificada (011)",214,,57,75,51,31
"Hombres (012)",5833,49,1382,2120,1713,569
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",20,,1,11,8,
"Profes., científicos e intelectuales (014)",313,,57,167,89,
"Técnicos de nivel medio y trab. asimilados (015)",61,,28,25,6,2
"Jefes y empleados de oficina (016)",106,,22,58,26,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",135,3,38,54,35,5
"Agricult. trabaj. calif.agrop. y pesqueros (018)",3139,5,503,1083,1097,451
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",322,3,103,119,82,15
"Obreros construc., conf., papel, fab., instr. (020)",358,,113,166,75,4
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",1263,38,484,393,271,77
"Otra (022)",19,,5,11,3,
"Ocupación no especificada (023)",97,,28,33,21,15
"Mujeres (024)",3295,25,871,1110,973,316
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",5,,2,2,1,
"Profes., científicos e intelectuales (026)",145,,43,72,28,2
"Técnicos de nivel medio y trab. asimilados (027)",24,,6,14,3,1
"Jefes y empleados de oficina (028)",29,,18,8,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",269,5,84,122,50,8
"Agricult. trabaj. calif.agrop. y pesqueros (030)",1009,,212,298,343,156
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",50,1,18,18,9,4
"Obreros construc., conf., papel, fab., instr. (032)",12,1,5,4,2,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",1634,18,454,530,503,129
"Otra (034)",1,,,,1,
