"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 30 a 34 años (055)",4,,,,,,3,1
"De 35 a 39 años (056)",7,,,,,2,2,3
"De 40 a 44 años (057)",2,,,,1,,1,
"De 45 a 49 años (058)",2,,,,,2,,
"Sup. no Univ. completa (060)",151,,1,1,6,32,82,29
"De 20 a 24 años (063)",8,,,,,,6,2
"De 25 a 29 años (064)",27,,,,,1,19,7
"De 30 a 34 años (065)",39,,,,,10,22,7
"De 35 a 39 años (066)",38,,,,,8,27,3
"De 40 a 44 años (067)",13,,,,,4,7,2
"De 45 a 49 años (068)",7,,,,2,3,1,1
"De 50 y más años (069)",19,,1,1,4,6,,7
"Sup. Univ. incompleta (070)",56,,,,,6,28,22
"De 15 a 19 años (072)",1,,,,,,,1
"De 20 a 24 años (073)",7,,,,,,3,4
"De 25 a 29 años (074)",13,,,,,,6,7
"De 30 a 34 años (075)",25,,,,,2,14,9
"De 35 a 39 años (076)",5,,,,,2,3,
"De 40 a 44 años (077)",1,,,,,1,,
"De 45 a 49 años (078)",3,,,,,1,2,
"De 50 y más años (079)",1,,,,,,,1
"Sup. Univ. completa (080)",86,,,1,5,19,32,29
"De 20 a 24 años (083)",2,,,,,,1,1
"De 25 a 29 años (084)",15,,,,,2,3,10
"De 30 a 34 años (085)",27,,,,,6,13,8
"De 35 a 39 años (086)",19,,,,,4,10,5
"De 40 a 44 años (087)",11,,,,1,4,4,2
"De 45 a 49 años (088)",3,,,,2,1,,
"De 50 y más años (089)",9,,,1,2,2,1,3
,,,,,,,,
"URBANA (100)",962,2,10,49,70,216,387,228
"De 12 a 14 años (101)",2,,,,,,,2
"De 15 a 19 años (102)",27,,,,,,14,13
"De 20 a 24 años (103)",97,,,,,,59,38
"De 25 a 29 años (104)",130,,,,,9,81,40
"De 30 a 34 años (105)",143,,,,,32,86,25
"De 35 a 39 años (106)",138,,,,,37,85,16
"De 40 a 44 años (107)",95,,,,3,42,40,10
"De 45 a 49 años (108)",83,,,,7,44,19,13
"De 50 y más años (109)",247,2,10,49,60,52,3,71
"Sin nivel (110)",199,2,6,32,31,37,37,54
"De 20 a 24 años (113)",5,,,,,,5,
"De 25 a 29 años (114)",10,,,,,2,5,3
"De 30 a 34 años (115)",11,,,,,3,8,
"De 35 a 39 años (116)",12,,,,,1,10,1
"De 40 a 44 años (117)",14,,,,1,7,5,1
"De 45 a 49 años (118)",17,,,,,9,4,4
"De 50 y más años (119)",130,2,6,32,30,15,,45
"Educacion Inicial (120)",1,,,,,,1,
"De 30 a 34 años (125)",1,,,,,,1,
"Primaria (130)",329,,4,14,22,82,144,63
"De 15 a 19 años (132)",10,,,,,,3,7
"De 20 a 24 años (133)",37,,,,,,23,14
"De 25 a 29 años (134)",36,,,,,2,28,6
"De 30 a 34 años (135)",37,,,,,4,30,3
"De 35 a 39 años (136)",56,,,,,17,32,7
"De 40 a 44 años (137)",39,,,,,21,16,2
"De 45 a 49 años (138)",31,,,,1,16,10,4
"De 50 y más años (139)",83,,4,14,21,22,2,20
"Secundaria (140)",221,,,2,8,51,104,56
"De 12 a 14 años (141)",2,,,,,,,2
"De 15 a 19 años (142)",15,,,,,,11,4
"De 20 a 24 años (143)",46,,,,,,27,19
"De 25 a 29 años (144)",43,,,,,3,26,14
"De 30 a 34 años (145)",33,,,,,11,15,7
"De 35 a 39 años (146)",22,,,,,7,14,1
"De 40 a 44 años (147)",23,,,,1,9,9,4
"De 45 a 49 años (148)",22,,,,3,13,2,4
"De 50 y más años (149)",15,,,2,4,8,,1
"Sup. no Univ. incompleta (150)",20,,,,,4,11,5
"De 15 a 19 años (152)",1,,,,,,,1
"De 20 a 24 años (153)",1,,,,,,,1
"De 25 a 29 años (154)",7,,,,,,7,
"De 30 a 34 años (155)",4,,,,,,3,1
"De 35 a 39 años (156)",4,,,,,2,,2
"De 40 a 44 años (157)",1,,,,,,1,
"De 45 a 49 años (158)",2,,,,,2,,
"Sup. no Univ. completa (160)",92,,,1,5,25,47,14
"De 20 a 24 años (163)",3,,,,,,1,2
"De 25 a 29 años (164)",11,,,,,1,8,2
"De 30 a 34 años (165)",24,,,,,8,12,4
"De 35 a 39 años (166)",25,,,,,6,19,
"De 40 a 44 años (167)",10,,,,,3,6,1
"De 45 a 49 años (168)",6,,,,2,2,1,1
"De 50 y más años (169)",13,,,1,3,5,,4
"Sup. Univ. incompleta (170)",36,,,,,5,18,13
"De 15 a 19 años (172)",1,,,,,,,1
"De 20 a 24 años (173)",3,,,,,,2,1
"De 25 a 29 años (174)",11,,,,,,5,6
"De 30 a 34 años (175)",14,,,,,2,7,5
"De 35 a 39 años (176)",4,,,,,2,2,
"De 45 a 49 años (178)",3,,,,,1,2,
"Sup. Univ. completa (180)",64,,,,4,12,25,23
"De 20 a 24 años (183)",2,,,,,,1,1
"De 25 a 29 años (184)",12,,,,,1,2,9
"De 30 a 34 años (185)",19,,,,,4,10,5
"De 35 a 39 años (186)",15,,,,,2,8,5
"De 40 a 44 años (187)",8,,,,1,2,3,2
"De 45 a 49 años (188)",2,,,,1,1,,
"De 50 y más años (189)",6,,,,2,2,1,1
,,,,,,,,
"RURAL (200)",5180,7,54,217,458,897,2558,989
"De 12 a 14 años (201)",9,,,,,,1,8
"De 15 a 19 años (202)",247,,,,,,172,75
"De 20 a 24 años (203)",705,,,,,2,496,207
"De 25 a 29 años (204)",652,,,,,13,519,120
"De 30 a 34 años (205)",629,,,,,71,468,90
"De 35 a 39 años (206)",632,,,,2,131,435,64
"De 40 a 44 años (207)",470,,,,7,140,277,46
"De 45 a 49 años (208)",432,,,,26,191,164,51
"De 50 y más años (209)",1404,7,54,217,423,349,26,328
"Sin nivel (210)",2086,7,43,192,316,404,710,414
"De 15 a 19 años (212)",19,,,,,,14,5
"De 20 a 24 años (213)",79,,,,,,62,17
"De 25 a 29 años (214)",129,,,,,2,106,21
"De 30 a 34 años (215)",172,,,,,16,128,28
"De 35 a 39 años (216)",202,,,,2,20,161,19
"De 40 a 44 años (217)",203,,,,1,44,134,24
"De 45 a 49 años (218)",217,,,,10,93,85,29
"De 50 y más años (219)",1065,7,43,192,303,229,20,271
"Educacion Inicial (220)",12,,,,,1,6,5
"De 12 a 14 años (221)",1,,,,,,,1
"De 20 a 24 años (223)",1,,,,,,1,
"De 25 a 29 años (224)",4,,,,,,2,2
"De 30 a 34 años (225)",3,,,,,,1,2
"De 35 a 39 años (226)",3,,,,,1,2,
"Primaria (230)",2310,,9,23,126,416,1375,361
"De 12 a 14 años (231)",7,,,,,,,7
"De 15 a 19 años (232)",140,,,,,,97,43
"De 20 a 24 años (233)",394,,,,,2,292,100
"De 25 a 29 años (234)",350,,,,,6,284,60
"De 30 a 34 años (235)",337,,,,,39,258,40
"De 35 a 39 años (236)",354,,,,,86,235,33
"De 40 a 44 años (237)",232,,,,3,82,130,17
"De 45 a 49 años (238)",188,,,,12,88,73,15
"De 50 y más años (239)",308,,9,23,111,113,6,46
"Secundaria (240)",652,,1,1,13,61,408,168
"De 12 a 14 años (241)",1,,,,,,1,
"De 15 a 19 años (242)",88,,,,,,61,27
"De 20 a 24 años (243)",216,,,,,,134,82
"De 25 a 29 años (244)",139,,,,,4,110,25
"De 30 a 34 años (245)",83,,,,,12,61,10
"De 35 a 39 años (246)",52,,,,,20,24,8
"De 40 a 44 años (247)",27,,,,2,10,11,4
"De 45 a 49 años (248)",25,,,,3,9,6,7
"De 50 y más años (249)",21,,1,1,8,6,,5
"Sup. no Univ. incompleta (250)",19,,,,1,,7,11
"De 20 a 24 años (253)",6,,,,,,1,5
"De 25 a 29 años (254)",9,,,,,,4,5
"De 35 a 39 años (256)",3,,,,,,2,1
"De 40 a 44 años (257)",1,,,,1,,,
"Sup. no Univ. completa (260)",59,,1,,1,7,35,15
"De 20 a 24 años (263)",5,,,,,,5,
"De 25 a 29 años (264)",16,,,,,,11,5
"De 30 a 34 años (265)",15,,,,,2,10,3
"De 35 a 39 años (266)",13,,,,,2,8,3
"De 40 a 44 años (267)",3,,,,,1,1,1
"De 45 a 49 años (268)",1,,,,,1,,
"De 50 y más años (269)",6,,1,,1,1,,3
"Sup. Univ. incompleta (270)",20,,,,,1,10,9
"De 20 a 24 años (273)",4,,,,,,1,3
"De 25 a 29 años (274)",2,,,,,,1,1
"De 30 a 34 años (275)",11,,,,,,7,4
"De 35 a 39 años (276)",1,,,,,,1,
"De 40 a 44 años (277)",1,,,,,1,,
"De 50 y más años (279)",1,,,,,,,1
"Sup. Univ. completa (280)",22,,,1,1,7,7,6
"De 25 a 29 años (284)",3,,,,,1,1,1
"De 30 a 34 años (285)",8,,,,,2,3,3
"De 35 a 39 años (286)",4,,,,,2,2,
"De 40 a 44 años (287)",3,,,,,2,1,
"De 45 a 49 años (288)",1,,,,1,,,
"De 50 y más años (289)",3,,,1,,,,2
