"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Ocupación no especificada (095)",191,20,62,89,7,13,
"Mujeres (096)",4929,540,824,1744,161,1388,272
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,3,,,,,
"Profes., científicos e intelectuales (098)",211,174,,30,3,4,
"Técnicos de nivel medio y trab. asimilados (099)",81,55,,15,9,2,
"Jefes y empleados de oficina (100)",48,48,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",650,87,13,434,28,88,
"Agricult.trabaj. calif.agrop. y pesqueros (102)",819,,,721,97,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",26,,6,17,1,2,
"Obreros construc.,conf., papel, fab., instr. (104)",56,,8,45,3,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (105)",2444,103,747,116,1,1205,272
"Otra (106)",1,1,,,,,
"Ocupación no especificada (107)",590,69,50,366,19,86,
