"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CHANCHAMAYO (000)",63250,10046,13338,29607,2817,6233,1209
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",71,66,,,5,,
"Profes., científicos e intelectuales (002)",3572,2943,,562,44,23,
"Técnicos de nivel medio y trab. asimilados (003)",1876,1073,,614,159,30,
"Jefes y empleados de oficina (004)",1372,1356,,1,,15,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",7247,1745,60,4441,239,760,2
"Agricult.trabaj. calif.agrop. y pesqueros (006)",17829,12,5,15745,2066,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",3163,,1222,1759,106,76,
"Obreros construc.,conf., papel, fab., instr. (008)",5380,665,1315,3235,93,72,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",20323,1394,10308,2324,30,5060,1207
"Otra (010)",313,313,,,,,
"Ocupación no especificada (011)",2104,479,428,926,75,196,
"Hombres (012)",46078,5387,11676,22794,2355,3789,77
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",52,48,,,4,,
"Profes., científicos e intelectuales (014)",1798,1413,,348,28,9,
"Técnicos de nivel medio y trab. asimilados (015)",1204,680,,419,89,16,
"Jefes y empleados de oficina (016)",640,636,,1,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",2809,827,19,1701,104,158,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",16516,12,5,14595,1904,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",2810,,1143,1512,95,60,
"Obreros construc.,conf., papel, fab., instr. (020)",5179,654,1253,3118,86,68,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",13938,627,8966,819,13,3436,77
"Otra (022)",296,296,,,,,
"Ocupación no especificada (023)",836,194,290,281,32,39,
"Mujeres (024)",17172,4659,1662,6813,462,2444,1132
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",19,18,,,1,,
"Profes., científicos e intelectuales (026)",1774,1530,,214,16,14,
"Técnicos de nivel medio y trab. asimilados (027)",672,393,,195,70,14,
"Jefes y empleados de oficina (028)",732,720,,,,12,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",4438,918,41,2740,135,602,2
"Agricult.trabaj. calif.agrop. y pesqueros (030)",1313,,,1150,162,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",353,,79,247,11,16,
"Obreros construc.,conf., papel, fab., instr. (032)",201,11,62,117,7,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",6385,767,1342,1505,17,1624,1130
"Otra (034)",17,17,,,,,
"Ocupación no especificada (035)",1268,285,138,645,43,157,
,,,,,,,
"URBANA (036)",35407,8806,6132,16246,1249,2074,900
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",62,57,,,5,,
"Profes., científicos e intelectuales (038)",3117,2543,,517,38,19,
"Técnicos de nivel medio y trab. asimilados (039)",1626,893,,563,145,25,
"Jefes y empleados de oficina (040)",1262,1246,,1,,15,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",6320,1576,41,3834,205,662,2
"Agricult.trabaj. calif.agrop. y pesqueros (042)",4868,8,4,4244,612,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",2722,,920,1637,97,68,
"Obreros construc.,conf., papel, fab., instr. (044)",4549,562,1048,2816,69,54,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",9250,1223,3803,2163,29,1134,898
"Otra (046)",308,308,,,,,
"Ocupación no especificada (047)",1323,390,316,471,49,97,
"Hombres (048)",23164,4687,5294,11177,948,1018,40
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",46,42,,,4,,
"Profes., científicos e intelectuales (050)",1554,1187,,333,25,9,
"Técnicos de nivel medio y trab. asimilados (051)",1035,555,,383,84,13,
"Jefes y empleados de oficina (052)",578,574,,1,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",2532,745,13,1528,98,148,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",4374,8,4,3815,547,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",2395,,847,1407,87,54,
"Obreros construc.,conf., papel, fab., instr. (056)",4404,551,994,2744,65,50,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",5309,559,3208,774,13,715,40
"Otra (058)",292,292,,,,,
"Ocupación no especificada (059)",645,174,228,192,25,26,
"Mujeres (060)",12243,4119,838,5069,301,1056,860
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",16,15,,,1,,
"Profes., científicos e intelectuales (062)",1563,1356,,184,13,10,
"Técnicos de nivel medio y trab. asimilados (063)",591,338,,180,61,12,
"Jefes y empleados de oficina (064)",684,672,,,,12,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",3788,831,28,2306,107,514,2
"Agricult.trabaj. calif.agrop. y pesqueros (066)",494,,,429,65,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",327,,73,230,10,14,
"Obreros construc.,conf., papel, fab., instr. (068)",145,11,54,72,4,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",3941,664,595,1389,16,419,858
"Otra (070)",16,16,,,,,
"Ocupación no especificada (071)",678,216,88,279,24,71,
,,,,,,,
"RURAL (072)",27843,1240,7206,13361,1568,4159,309
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",9,9,,,,,
"Profes., científicos e intelectuales (074)",455,400,,45,6,4,
"Técnicos de nivel medio y trab. asimilados (075)",250,180,,51,14,5,
"Jefes y empleados de oficina (076)",110,110,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",927,169,19,607,34,98,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",12961,4,1,11501,1454,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",441,,302,122,9,8,
"Obreros construc.,conf., papel, fab., instr. (080)",831,103,267,419,24,18,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",11073,171,6505,161,1,3926,309
"Otra (082)",5,5,,,,,
"Ocupación no especificada (083)",781,89,112,455,26,99,
"Hombres (084)",22914,700,6382,11617,1407,2771,37
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",6,6,,,,,
"Profes., científicos e intelectuales (086)",244,226,,15,3,,
"Técnicos de nivel medio y trab. asimilados (087)",169,125,,36,5,3,
"Jefes y empleados de oficina (088)",62,62,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",277,82,6,173,6,10,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",12142,4,1,10780,1357,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",415,,296,105,8,6,
"Obreros construc.,conf., papel, fab., instr. (092)",775,103,259,374,21,18,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",8629,68,5758,45,,2721,37
"Otra (094)",4,4,,,,,
