"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CAJABAMBA (000)",68615,3743,9188,9715,7218,10850,8848,13639,5414
"Sabe leer y escribir (001)",52865,,6285,9473,6879,9836,7578,10251,2563
"No sabe leer y escribir (002)",15750,3743,2903,242,339,1014,1270,3388,2851
"Hombres (004)",33781,1922,4679,5065,3657,5271,4255,6424,2508
"Sabe leer y escribir (005)",28050,,3193,4971,3533,4982,3926,5727,1718
"No sabe leer y escribir (006)",5731,1922,1486,94,124,289,329,697,790
"Mujeres (008)",34834,1821,4509,4650,3561,5579,4593,7215,2906
"Sabe leer y escribir (009)",24815,,3092,4502,3346,4854,3652,4524,845
"No sabe leer y escribir (010)",10019,1821,1417,148,215,725,941,2691,2061
,,,,,,,,,
"URBANA (012)",17126,754,1913,2215,1890,2869,2404,3761,1320
"Sabe leer y escribir (013)",14754,,1474,2189,1857,2772,2285,3294,883
"No sabe leer y escribir (014)",2372,754,439,26,33,97,119,467,437
"Hombres (016)",8090,396,981,1136,911,1340,1082,1681,563
"Sabe leer y escribir (017)",7220,,763,1125,901,1314,1051,1604,462
"No sabe leer y escribir (018)",870,396,218,11,10,26,31,77,101
"Mujeres (020)",9036,358,932,1079,979,1529,1322,2080,757
"Sabe leer y escribir (021)",7534,,711,1064,956,1458,1234,1690,421
"No sabe leer y escribir (022)",1502,358,221,15,23,71,88,390,336
,,,,,,,,,
"RURAL (024)",51489,2989,7275,7500,5328,7981,6444,9878,4094
"Sabe leer y escribir (025)",38111,,4811,7284,5022,7064,5293,6957,1680
"No sabe leer y escribir (026)",13378,2989,2464,216,306,917,1151,2921,2414
"Hombres (028)",25691,1526,3698,3929,2746,3931,3173,4743,1945
"Sabe leer y escribir (029)",20830,,2430,3846,2632,3668,2875,4123,1256
"No sabe leer y escribir (030)",4861,1526,1268,83,114,263,298,620,689
"Mujeres (032)",25798,1463,3577,3571,2582,4050,3271,5135,2149
"Sabe leer y escribir (033)",17281,,2381,3438,2390,3396,2418,2834,424
"No sabe leer y escribir (034)",8517,1463,1196,133,192,654,853,2301,1725
