"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",3124,2595,165,136,228
"Otra (034)",15,,,,15
"Ocupación no especificada (035)",527,418,45,33,31
,,,,,
"URBANA (036)",41644,24048,5053,4796,7747
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",83,4,9,24,46
"Profes., científicos e intelectuales (038)",3545,907,568,985,1085
"Técnicos de nivel medio y trab. asimilados (039)",2881,1221,309,437,914
"Jefes y empleados de oficina (040)",2122,577,291,418,836
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",7036,5255,656,463,662
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2594,1990,492,59,53
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",5661,2611,642,724,1684
"Obreros construc.,conf.,papel, fab., instr. (044)",6333,4100,656,684,893
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",9926,6602,1305,894,1125
"Otra (046)",338,,,,338
"Ocupación no especificada (047)",1125,781,125,108,111
"Hombres (048)",30218,16436,3929,3542,6311
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",56,3,6,17,30
"Profes., científicos e intelectuales (050)",1707,447,226,384,650
"Técnicos de nivel medio y trab. asimilados (051)",2007,756,211,326,714
"Jefes y empleados de oficina (052)",1009,208,130,196,475
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",3728,2369,408,354,597
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2535,1945,485,54,51
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",5208,2285,596,705,1622
"Obreros construc.,conf.,papel, fab., instr. (056)",6184,4003,644,670,867
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",6853,4051,1143,761,898
"Otra (058)",325,,,,325
"Ocupación no especificada (059)",606,369,80,75,82
"Mujeres (060)",11426,7612,1124,1254,1436
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",27,1,3,7,16
"Profes., científicos e intelectuales (062)",1838,460,342,601,435
"Técnicos de nivel medio y trab. asimilados (063)",874,465,98,111,200
"Jefes y empleados de oficina (064)",1113,369,161,222,361
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",3308,2886,248,109,65
"Agricult.trabaj.calif.agrop.y pesqueros (066)",59,45,7,5,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",453,326,46,19,62
"Obreros construc.,conf.,papel, fab., instr. (068)",149,97,12,14,26
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",3073,2551,162,133,227
"Otra (070)",13,,,,13
"Ocupación no especificada (071)",519,412,45,33,29
,,,,,
"RURAL (072)",1015,781,82,75,77
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",5,,1,1,3
"Profes., científicos e intelectuales (074)",80,34,7,19,20
"Técnicos de nivel medio y trab. asimilados (075)",58,35,4,9,10
"Jefes y empleados de oficina (076)",29,9,5,5,10
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",90,66,11,11,2
"Agricult.trabaj.calif.agrop.y pesqueros (078)",276,271,4,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",32,28,2,,2
"Obreros construc.,conf.,papel, fab., instr. (080)",58,39,7,9,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",352,286,41,19,6
"Otra (082)",18,,,,18
"Ocupación no especificada (083)",17,13,,1,3
"Hombres (084)",846,671,65,56,54
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",4,,1,1,2
"Profes., científicos e intelectuales (086)",45,18,3,10,14
"Técnicos de nivel medio y trab. asimilados (087)",35,23,2,5,5
"Jefes y empleados de oficina (088)",14,6,2,2,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",63,44,6,11,2
"Agricult.trabaj.calif.agrop.y pesqueros (090)",274,269,4,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",29,25,2,,2
"Obreros construc.,conf.,papel, fab., instr. (092)",56,37,7,9,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",301,242,38,16,5
"Otra (094)",16,,,,16
"Ocupación no especificada (095)",9,7,,1,1
"Mujeres (096)",169,110,17,19,23
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,,,1
"Profes., científicos e intelectuales (098)",35,16,4,9,6
"Técnicos de nivel medio y trab. asimilados (099)",23,12,2,4,5
"Jefes y empleados de oficina (100)",15,3,3,3,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",27,22,5,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",2,2,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",3,3,,,
"Obreros construc.,conf.,papel, fab., instr. (104)",2,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",51,44,3,3,1
"Otra (106)",2,,,,2
"Ocupación no especificada (107)",8,6,,,2
