"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"Secundaria (040)",7785,11434,10835,373,94.8,3.3,
"De 12 a 14 años (041)",1214,11,11,2,100,18.2,
"De 15 a 19 años (042)",2091,237,231,69,97.5,29.1,
"De 20 a 24 años (043)",978,844,825,111,97.7,13.2,
"De 25 a 29 años (044)",790,1289,1237,82,96,6.4,
"De 30 a 34 años (045)",625,1426,1378,64,96.6,4.5,
"De 35 a 39 años (046)",590,1767,1676,30,94.9,1.7,
"De 40 a 44 años (047)",497,1698,1604,14,94.5,0.8,
"De 45 a 49 años (048)",367,1445,1367,1,94.6,0.1,
"De 50 y más años (049)",633,2717,2506,,92.2,,
"Sup. no Univ. incompleta (050)",1059,1138,1090,50,95.8,4.4,
"De 15 a 19 años (052)",237,13,13,4,100,30.8,
"De 20 a 24 años (053)",335,124,120,23,96.8,18.5,
"De 25 a 29 años (054)",128,122,120,12,98.4,9.8,
"De 30 a 34 años (055)",114,188,185,5,98.4,2.7,
"De 35 a 39 años (056)",96,203,192,4,94.6,2,
"De 40 a 44 años (057)",51,142,134,1,94.4,0.7,
"De 45 a 49 años (058)",36,110,104,1,94.5,0.9,
"De 50 y más años (059)",62,236,222,,94.1,,
"Sup. no Univ. completa (060)",1174,1669,1619,52,97,3.1,
"De 20 a 24 años (063)",223,67,66,16,98.5,23.9,
"De 25 a 29 años (064)",256,185,183,18,98.9,9.7,
"De 30 a 34 años (065)",208,267,266,11,99.6,4.1,
"De 35 a 39 años (066)",183,340,331,7,97.4,2.1,
"De 40 a 44 años (067)",111,249,244,,98,,
"De 45 a 49 años (068)",69,162,160,,98.8,,
"De 50 y más años (069)",124,399,369,,92.5,,
"Sup. Univ. incompleta (070)",600,595,577,16,97,2.7,
"De 15 a 19 años (072)",144,6,6,2,100,33.3,
"De 20 a 24 años (073)",184,40,40,6,100,15,
"De 25 a 29 años (074)",74,54,53,4,98.1,7.4,
"De 30 a 34 años (075)",39,60,56,2,93.3,3.3,
"De 35 a 39 años (076)",30,57,55,1,96.5,1.8,
"De 40 a 44 años (077)",33,82,81,1,98.8,1.2,
"De 45 a 49 años (078)",37,98,96,,98,,
"De 50 y más años (079)",59,198,190,,96,,
"Sup. Univ. completa (080)",930,1295,1235,40,95.4,3.1,
"De 20 a 24 años (083)",92,24,23,3,95.8,12.5,
"De 25 a 29 años (084)",177,72,69,14,95.8,19.4,
"De 30 a 34 años (085)",129,123,120,14,97.6,11.4,
"De 35 a 39 años (086)",129,204,202,7,99,3.4,
"De 40 a 44 años (087)",133,234,233,2,99.6,0.9,
"De 45 a 49 años (088)",91,182,176,,96.7,,
"De 50 y más años (089)",179,456,412,,90.4,,
,,,,,,,
"URBANA (100)",12493,30933,28337,433,91.6,1.4,
"De 12 a 14 años (101)",1051,9,9,1,100,11.1,
"De 15 a 19 años (102)",1618,180,179,47,99.4,26.1,
"De 20 a 24 años (103)",1317,808,788,100,97.5,12.4,
"De 25 a 29 años (104)",1139,1446,1395,98,96.5,6.8,
"De 30 a 34 años (105)",1119,2357,2297,101,97.5,4.3,
"De 35 a 39 años (106)",1082,2953,2839,61,96.1,2.1,
"De 40 a 44 años (107)",1005,3409,3261,19,95.7,0.6,
"De 45 a 49 años (108)",840,3303,3116,6,94.3,0.2,
"De 50 y más años (109)",3322,16468,14453,,87.8,,
"Sin nivel (110)",1079,5454,4620,16,84.7,0.3,
"De 12 a 14 años (111)",5,,,,,,
"De 15 a 19 años (112)",18,4,4,,100,,
"De 20 a 24 años (113)",12,7,7,,100,,
"De 25 a 29 años (114)",15,26,26,2,100,7.7,
"De 30 a 34 años (115)",45,127,122,6,96.1,4.7,
"De 35 a 39 años (116)",56,194,180,7,92.8,3.6,
"De 40 a 44 años (117)",39,198,179,,90.4,,
"De 45 a 49 años (118)",73,355,328,1,92.4,0.3,
"De 50 y más años (119)",816,4543,3774,,83.1,,
"Educacion Inicial (120)",16,26,26,1,100,3.8,
"De 12 a 14 años (121)",5,,,,,,
"De 15 a 19 años (122)",2,3,3,,100,,
"De 20 a 24 años (123)",1,,,,,,
"De 25 a 29 años (124)",1,1,1,,100,,
"De 30 a 34 años (125)",6,16,16,1,100,6.3,
"De 35 a 39 años (126)",1,6,6,,100,,
"Primaria (130)",3422,13512,12289,88,90.9,0.7,
"De 12 a 14 años (131)",337,3,3,,100,,
"De 15 a 19 años (132)",113,31,31,4,100,12.9,
"De 20 a 24 años (133)",125,186,179,16,96.2,8.6,
"De 25 a 29 años (134)",157,362,343,15,94.8,4.1,
"De 30 a 34 años (135)",241,766,740,26,96.6,3.4,
"De 35 a 39 años (136)",255,902,873,16,96.8,1.8,
"De 40 a 44 años (137)",322,1383,1334,7,96.5,0.5,
"De 45 a 49 años (138)",273,1340,1247,4,93.1,0.3,
"De 50 y más años (139)",1599,8539,7539,,88.3,,
"Secundaria (140)",4820,7856,7472,200,95.1,2.5,
"De 12 a 14 años (141)",704,6,6,1,100,16.7,
"De 15 a 19 años (142)",1188,130,129,38,99.2,29.2,
"De 20 a 24 años (143)",498,414,406,47,98.1,11.4,
"De 25 a 29 años (144)",454,701,675,43,96.3,6.1,
"De 30 a 34 años (145)",411,900,881,39,97.9,4.3,
"De 35 a 39 años (146)",397,1171,1120,23,95.6,2,
"De 40 a 44 años (147)",359,1214,1147,9,94.5,0.7,
"De 45 a 49 años (148)",283,1103,1051,,95.3,,
"De 50 y más años (149)",526,2217,2057,,92.8,,
"Sup. no Univ. incompleta (150)",832,949,911,34,96,3.6,
"De 15 a 19 años (152)",173,7,7,3,100,42.9,
"De 20 a 24 años (153)",258,94,91,17,96.8,18.1,
"De 25 a 29 años (154)",99,91,91,6,100,6.6,
"De 30 a 34 años (155)",90,145,143,3,98.6,2.1,
"De 35 a 39 años (156)",78,171,161,3,94.2,1.8,
"De 40 a 44 años (157)",45,118,112,1,94.9,0.8,
"De 45 a 49 años (158)",29,91,86,1,94.5,1.1,
"De 50 y más años (159)",60,232,220,,94.8,,
"Sup. no Univ. completa (160)",991,1469,1423,44,96.9,3,
"De 20 a 24 años (163)",181,51,50,12,98,23.5,
"De 25 a 29 años (164)",207,158,156,16,98.7,10.1,
"De 30 a 34 años (165)",181,242,241,11,99.6,4.5,
"De 35 a 39 años (166)",155,287,280,5,97.6,1.7,
"De 40 a 44 años (167)",97,221,216,,97.7,,
"De 45 a 49 años (168)",59,146,144,,98.6,,
"De 50 y más años (169)",111,364,336,,92.3,,
"Sup. Univ. incompleta (170)",528,520,505,14,97.1,2.7,
"De 15 a 19 años (172)",124,5,5,2,100,40,
"De 20 a 24 años (173)",163,35,35,5,100,14.3,
"De 25 a 29 años (174)",64,47,46,4,97.9,8.5,
"De 30 a 34 años (175)",35,54,50,2,92.6,3.7,
"De 35 a 39 años (176)",26,47,45,1,95.7,2.1,
"De 40 a 44 años (177)",29,75,74,,98.7,,
"De 45 a 49 años (178)",35,92,90,,97.8,,
"De 50 y más años (179)",52,165,160,,97,,
"Sup. Univ. completa (180)",805,1147,1091,36,95.1,3.1,
"De 20 a 24 años (183)",79,21,20,3,95.2,14.3,
"De 25 a 29 años (184)",142,60,57,12,95,20,
"De 30 a 34 años (185)",110,107,104,13,97.2,12.1,
"De 35 a 39 años (186)",114,175,174,6,99.4,3.4,
"De 40 a 44 años (187)",114,200,199,2,99.5,1,
"De 45 a 49 años (188)",88,176,170,,96.6,,
"De 50 y más años (189)",158,408,367,,90,,
,,,,,,,
"RURAL (200)",10354,32304,28528,616,88.3,1.9,
"De 12 a 14 años (201)",1133,9,9,3,100,33.3,
"De 15 a 19 años (202)",1300,203,193,67,95.1,33,
"De 20 a 24 años (203)",1084,1131,1090,156,96.4,13.8,
"De 25 a 29 años (204)",969,1961,1871,120,95.4,6.1,
"De 30 a 34 años (205)",874,2610,2455,132,94.1,5.1,
"De 35 a 39 años (206)",890,3491,3227,88,92.4,2.5,
"De 40 a 44 años (207)",735,3492,3196,40,91.5,1.1,
"De 45 a 49 años (208)",626,3496,3147,10,90,0.3,
"De 50 y más años (209)",2743,15911,13340,,83.8,,
"Sin nivel (210)",2092,11376,9570,67,84.1,0.6,
"De 12 a 14 años (211)",11,,,,,,
"De 15 a 19 años (212)",30,8,7,2,87.5,25,
"De 20 a 24 años (213)",39,76,75,7,98.7,9.2,
"De 25 a 29 años (214)",51,121,116,6,95.9,5,
"De 30 a 34 años (215)",118,396,377,30,95.2,7.6,
"De 35 a 39 años (216)",115,488,460,10,94.3,2,
"De 40 a 44 años (217)",141,797,717,9,90,1.1,
"De 45 a 49 años (218)",172,1041,919,3,88.3,0.3,
"De 50 y más años (219)",1415,8449,6899,,81.7,,
"Educacion Inicial (220)",21,56,54,7,96.4,12.5,
"De 12 a 14 años (221)",1,,,,,,
"De 15 a 19 años (222)",1,,,,,,
"De 20 a 24 años (223)",3,,,,,,
"De 25 a 29 años (224)",7,20,20,2,100,10,
"De 30 a 34 años (225)",5,23,21,3,91.3,13,
"De 35 a 39 años (226)",4,13,13,2,100,15.4,
"Primaria (230)",4669,16682,14950,339,89.6,2,
"De 12 a 14 años (231)",611,4,4,2,100,50,
"De 15 a 19 años (232)",282,81,77,33,95.1,40.7,
"De 20 a 24 años (233)",409,571,543,74,95.1,13,
"De 25 a 29 años (234)",452,1155,1098,63,95.1,5.5,
"De 30 a 34 años (235)",463,1575,1471,71,93.4,4.5,
"De 35 a 39 años (236)",513,2270,2078,65,91.5,2.9,
"De 40 a 44 años (237)",413,2118,1931,25,91.2,1.2,
"De 45 a 49 años (238)",348,2066,1866,6,90.3,0.3,
"De 50 y más años (239)",1178,6842,5882,,86,,
"Secundaria (240)",2965,3578,3363,173,94,4.8,
"De 12 a 14 años (241)",510,5,5,1,100,20,
"De 15 a 19 años (242)",903,107,102,31,95.3,29,
"De 20 a 24 años (243)",480,430,419,64,97.4,14.9,
"De 25 a 29 años (244)",336,588,562,39,95.6,6.6,
"De 30 a 34 años (245)",214,526,497,25,94.5,4.8,
"De 35 a 39 años (246)",193,596,556,7,93.3,1.2,
"De 40 a 44 años (247)",138,484,457,5,94.4,1,
"De 45 a 49 años (248)",84,342,316,1,92.4,0.3,
"De 50 y más años (249)",107,500,449,,89.8,,
"Sup. no Univ. incompleta (250)",227,189,179,16,94.7,8.5,
"De 15 a 19 años (252)",64,6,6,1,100,16.7,
"De 20 a 24 años (253)",77,30,29,6,96.7,20,
"De 25 a 29 años (254)",29,31,29,6,93.5,19.4,
"De 30 a 34 años (255)",24,43,42,2,97.7,4.7,
"De 35 a 39 años (256)",18,32,31,1,96.9,3.1,
"De 40 a 44 años (257)",6,24,22,,91.7,,
"De 45 a 49 años (258)",7,19,18,,94.7,,
"De 50 y más años (259)",2,4,2,,50,,
"Sup. no Univ. completa (260)",183,200,196,8,98,4,
"De 20 a 24 años (263)",42,16,16,4,100,25,
"De 25 a 29 años (264)",49,27,27,2,100,7.4,
"De 30 a 34 años (265)",27,25,25,,100,,
"De 35 a 39 años (266)",28,53,51,2,96.2,3.8,
"De 40 a 44 años (267)",14,28,28,,100,,
"De 45 a 49 años (268)",10,16,16,,100,,
"De 50 y más años (269)",13,35,33,,94.3,,
"Sup. Univ. incompleta (270)",72,75,72,2,96,2.7,
"De 15 a 19 años (272)",20,1,1,,100,,
"De 20 a 24 años (273)",21,5,5,1,100,20,
"De 25 a 29 años (274)",10,7,7,,100,,
"De 30 a 34 años (275)",4,6,6,,100,,
"De 35 a 39 años (276)",4,10,10,,100,,
"De 40 a 44 años (277)",4,7,7,1,100,14.3,
"De 45 a 49 años (278)",2,6,6,,100,,
"De 50 y más años (279)",7,33,30,,90.9,,
"Sup. Univ. completa (280)",125,148,144,4,97.3,2.7,
"De 20 a 24 años (283)",13,3,3,,100,,
"De 25 a 29 años (284)",35,12,12,2,100,16.7,
"De 30 a 34 años (285)",19,16,16,1,100,6.3,
"De 35 a 39 años (286)",15,29,28,1,96.6,3.4,
"De 40 a 44 años (287)",19,34,34,,100,,
"De 45 a 49 años (288)",3,6,6,,100,,
"De 50 y más años (289)",21,48,45,,93.8,,
