"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"URBANA (060)",1849,31,82,131,212,389,542,462
"De 12 a 14 años (061)",3,,,,,,,3
"De 15 a 19 años (062)",45,,,,,,27,18
"De 20 a 24 años (063)",170,,,,,,103,67
"De 25 a 29 años (064)",197,,,,,18,128,51
"De 30 a 34 años (065)",219,,,,,45,116,58
"De 35 a 39 años (066)",223,,,,3,72,89,59
"De 40 a 44 años (067)",217,,,,23,95,54,45
"De 45 a 49 años (068)",177,,,1,35,80,24,37
"De 50 y más años (069)",598,31,82,130,151,79,1,124
"PEA (070)",580,2,6,21,56,151,173,171
"De 12 a 14 años (071)",1,,,,,,,1
"De 15 a 19 años (072)",5,,,,,,3,2
"De 20 a 24 años (073)",55,,,,,,31,24
"De 25 a 29 años (074)",55,,,,,3,28,24
"De 30 a 34 años (075)",86,,,,,15,44,27
"De 35 a 39 años (076)",92,,,,3,30,34,25
"De 40 a 44 años (077)",98,,,,11,42,24,21
"De 45 a 49 años (078)",73,,,1,11,38,9,14
"De 50 y más años (079)",115,2,6,20,31,23,,33
"Ocupada (080)",575,2,6,21,56,151,171,168
"De 12 a 14 años (081)",1,,,,,,,1
"De 15 a 19 años (082)",5,,,,,,3,2
"De 20 a 24 años (083)",51,,,,,,30,21
"De 25 a 29 años (084)",54,,,,,3,27,24
"De 30 a 34 años (085)",86,,,,,15,44,27
"De 35 a 39 años (086)",92,,,,3,30,34,25
"De 40 a 44 años (087)",98,,,,11,42,24,21
"De 45 a 49 años (088)",73,,,1,11,38,9,14
"De 50 y más años (089)",115,2,6,20,31,23,,33
"Desocupada (090)",5,,,,,,2,3
"De 20 a 24 años (093)",4,,,,,,1,3
"De 25 a 29 años (094)",1,,,,,,1,
"No PEA (100)",1269,29,76,110,156,238,369,291
"De 12 a 14 años (101)",2,,,,,,,2
"De 15 a 19 años (102)",40,,,,,,24,16
"De 20 a 24 años (103)",115,,,,,,72,43
"De 25 a 29 años (104)",142,,,,,15,100,27
"De 30 a 34 años (105)",133,,,,,30,72,31
"De 35 a 39 años (106)",131,,,,,42,55,34
"De 40 a 44 años (107)",119,,,,12,53,30,24
"De 45 a 49 años (108)",104,,,,24,42,15,23
"De 50 y más años (109)",483,29,76,110,120,56,1,91
,,,,,,,,
"RURAL (120)",5614,40,143,377,633,1078,2173,1170
"De 12 a 14 años (121)",11,,,,,,2,9
"De 15 a 19 años (122)",225,,,,,,157,68
"De 20 a 24 años (123)",604,,,,,3,398,203
"De 25 a 29 años (124)",656,,,,,41,463,152
"De 30 a 34 años (125)",661,,,,1,97,453,110
"De 35 a 39 años (126)",612,,,,7,168,353,84
"De 40 a 44 años (127)",544,,,,35,190,239,80
"De 45 a 49 años (128)",511,,,2,74,264,88,83
"De 50 y más años (129)",1790,40,143,375,516,315,20,381
"PEA (130)",591,,2,27,45,130,214,173
"De 12 a 14 años (131)",1,,,,,,,1
"De 15 a 19 años (132)",14,,,,,,10,4
"De 20 a 24 años (133)",51,,,,,1,26,24
"De 25 a 29 años (134)",72,,,,,4,35,33
"De 30 a 34 años (135)",97,,,,,9,59,29
"De 35 a 39 años (136)",80,,,,,18,37,25
"De 40 a 44 años (137)",76,,,,4,28,33,11
"De 45 a 49 años (138)",75,,,1,8,44,12,10
"De 50 y más años (139)",125,,2,26,33,26,2,36
"Ocupada (140)",577,,2,27,45,128,208,167
"De 12 a 14 años (141)",1,,,,,,,1
"De 15 a 19 años (142)",13,,,,,,10,3
"De 20 a 24 años (143)",48,,,,,1,25,22
"De 25 a 29 años (144)",69,,,,,4,34,31
"De 30 a 34 años (145)",95,,,,,9,58,28
"De 35 a 39 años (146)",77,,,,,17,35,25
"De 40 a 44 años (147)",75,,,,4,27,33,11
"De 45 a 49 años (148)",74,,,1,8,44,11,10
"De 50 y más años (149)",125,,2,26,33,26,2,36
"Desocupada (150)",14,,,,,2,6,6
"De 15 a 19 años (152)",1,,,,,,,1
"De 20 a 24 años (153)",3,,,,,,1,2
"De 25 a 29 años (154)",3,,,,,,1,2
"De 30 a 34 años (155)",2,,,,,,1,1
"De 35 a 39 años (156)",3,,,,,1,2,
"De 40 a 44 años (157)",1,,,,,1,,
"De 45 a 49 años (158)",1,,,,,,1,
"No PEA (160)",5023,40,141,350,588,948,1959,997
"De 12 a 14 años (161)",10,,,,,,2,8
"De 15 a 19 años (162)",211,,,,,,147,64
"De 20 a 24 años (163)",553,,,,,2,372,179
"De 25 a 29 años (164)",584,,,,,37,428,119
"De 30 a 34 años (165)",564,,,,1,88,394,81
"De 35 a 39 años (166)",532,,,,7,150,316,59
"De 40 a 44 años (167)",468,,,,31,162,206,69
"De 45 a 49 años (168)",436,,,1,66,220,76,73
"De 50 y más años (169)",1665,40,141,349,483,289,18,345
