"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SAN IGNACIO (000)",28848,27608,90,4811,4477,3951,6068,4400,2624,1187,1240,115817
"De 12 a 14 años (001)",82,33,1,31,1,,,,,,49,33
"De 15 a 19 años (002)",1391,1199,10,987,177,18,7,,,,192,1423
"De 20 a 24 años (003)",3819,3425,23,1696,1141,416,142,7,,,394,5857
"De 25 a 29 años (004)",4471,4183,7,1004,1283,1061,736,89,3,,288,10492
"De 30 a 34 años (005)",3680,3561,8,432,743,819,1172,334,49,4,119,12080
"De 35 a 39 años (006)",3470,3411,6,215,421,632,1188,709,212,28,59,14807
"De 40 a 44 años (007)",2844,2808,4,100,239,335,835,773,381,141,36,14983
"De 45 a 49 años (008)",2409,2389,9,98,158,217,584,646,446,231,20,14177
"De 50 y más años (009)",6682,6599,22,248,314,453,1404,1842,1533,783,83,41965
"Sin nivel (010)",6253,6115,14,361,450,555,1456,1600,1129,550,138,35267
"De 12 a 14 años (011)",4,2,,2,,,,,,,2,2
"De 15 a 19 años (012)",53,47,,31,14,1,1,,,,6,66
"De 20 a 24 años (013)",197,180,1,69,54,32,22,2,,,17,374
"De 25 a 29 años (014)",356,334,,32,77,92,113,20,,,22,1083
"De 30 a 34 años (015)",389,378,,24,55,63,153,67,16,,11,1547
"De 35 a 39 años (016)",515,501,1,22,34,60,169,145,62,8,14,2551
"De 40 a 44 años (017)",589,578,1,20,30,45,131,191,109,51,11,3508
"De 45 a 49 años (018)",687,679,1,27,32,36,133,196,166,88,8,4463
"De 50 y más años (019)",3463,3416,10,134,154,226,734,979,776,403,47,21673
"Educacion Inicial (020)",28,24,,6,7,5,5,1,,,4,62
